sentence_id,title,sentence_text,paragraph_text,origin_sentence,category
276822,s02003061-156,"גירסה של היא של ה מתלוננת , את היא כאמור העלתה לראשונה כעבור כ - 5 שנים מ עת קרות ה ארועים ה מפורטים לגבי ה תקופה ה ראשונה , אינה ברורה ו אינה עיקבית .","גירסתה של המתלוננת, אותה כאמור העלתה לראשונה כעבור כ-5 שנים מעת קרות הארועים המפורטים לגבי התקופה הראשונה, אינה ברורה ואינה עיקבית. המתלוננת אישרה כי בינה לבין הנאשם התקיימה מערכת יחסים, אולם יחסה אל מערכת זו אינו ברור. העדה העידה כי תמיד אמרה לנאשם שאינה מעוניינת בקשר, כך גם סירבה לו באירוע בחדר המנוחה, אך הוא המשיך בשלו ללא התייחסות לסירובה. מצד שני טוענת המתלוננת לאורך כל הדרך כי נענתה לנאשם מכיוון שפחדה ממנו וחששה לגורל משרתה. האופן בו דחפה את הנאשם פיזית ותמיד אמרה לו לא אינו מתיישב עם הסכמה מתוך חשש ופחד; או לפחות מקשה על הקביעה שהיתה הסכמה אבל בשל כך שהנאשם ניצל את יחסי המרות. לפיכך, אם אכן ביצע הנאשם את המעשים המפורטים בפריט האישום הראשון בניגוד לרצונה של המתלוננת שהתבטא באמירותיה כי היא מסרבת ובהתנגדות פיזית, הרי שאין המדובר בביצוע בעילה בהסכמה תוך ניצול מרות ביחסי עבודה, מכיוון שלאורך כל הדרך טענה המתלוננת כי לא הסכימה ואף התנגדה באופן ממשי למעשים.","גירסתה של המתלוננת, אותה כאמור העלתה לראשונה כעבור כ-5 שנים מעת קרות הארועים המפורטים לגבי התקופה הראשונה, אינה ברורה ואינה עיקבית","לא אמינה כי לא עקבית, הציגה סתירות"
276829,s02003061-156,גם באשר ל ה מקום ב הוא אירע ה אירוע ה מפורט ב ה פרט ה אישום ה ראשון גירסה של היא של ה מתלוננת אינה ברורה .,"גם באשר למקום בו אירע האירוע המפורט בפרט האישום הראשון גירסתה של המתלוננת אינה ברורה. בעדותה הראשית מעידה המתלוננת כי הנאשם זימן אותה בשעת לילה למשרדו לראיון, ובחדר המנוחה הסמוך למשרד קיים עמה יחסי מין. בהודעתה הראשונה במח""ש נ/13 מסרה המתלוננת כי באחד הלילות נכנס הנאשם לחדר המנוחה בעת ששכבה על המיטה, התיישב על המיטה ואחר כך אף ניכנס למיטה, אך היא אמרה לו להסתלק ודחפה אותו. המתלוננת לא מזכירה כלל בהודעתה זו אירוע בו קיים עמה הנאשם יחסי מין בתקופה הראשונה, או שהזמין אותה לראיון במשרדו. בהודעתה השניה במח""ש נזכרה המתלוננת באירוע שארע בתקופה הראשונה בו הזמין אותה הנאשם למשרדו – היכן שחדר המנוחה נמצא היום ושם קיים עמה יחסי מין. את אירוע זה מזכירה המתלוננת רק לאחר שהחוקרת הציגה בפניה את טענת הנאשם כי כן קיימו יחסי מין בתקופה הראשונה, והוא זה שתיאר את נסיבות אותו אירוע.",גם באשר למקום בו אירע האירוע המפורט בפרט האישום הראשון גירסתה של המתלוננת אינה ברורה,"לא אמינה כי לא עקבית, הציגה סתירות"
277120,s02003061-156,עדות של היא של ה מתלוננת ל ה עניין פרט אישום זה אינה אמינה ב עין של אני .,"עדותה של המתלוננת לעניין פרט אישום זה אינה אמינה בעיני. גירסתה תואמת לעדותו של הנאשם, אך נסיונותיה להציג את הביקור בביתה כביקור שנכפה עליה לא הוכח ולא נתמך בראיות. מה עוד שגירסתו של הנאשם כי הביקורים אירעו לאחר שעות העבודה נתמכות בעדותו של עד ההגנה מר בלילי.",עדותה של המתלוננת לעניין פרט אישום זה אינה אמינה בעיני,"לא אמינה כי לא עקבית, הציגה סתירות"
277127,s02003061-156,גירסה זו של ה מתלוננת הן ל ענין זה ו הן ל ה עניין ה ביקור ב בית של היא אינה נטולת תמיהות ו היא אינה מהימנה על אני .,"לעניין פרט האישום השלישי לא נמצאו ראיות התומכות בגירסת המתלוננת כי הנאשם הטריד,  חיבק ונישק אותה בניגוד לרצונה. הנאשם חזר והעיד הן במהלך עדותו במח""ש והן בבית המשפט כי היה בביתה של המתלוננת בשעות הערב וכי היא יזמה חלק מהמפגשים, וכן חלק מהמגע המיני ביניהם. המתלוננת מלבד הכחשתה הכללית לענין, העידה כי רק פעם אחת נישקה את הנאשם מיוזמתה כדי שישחרר אותה לביתה לאחר שכולם הלכו. גירסה זו של המתלוננת הן לענין זה והן לעניין הביקור בביתה אינה נטולת תמיהות והיא אינה מהימנה עליי.", גירסה זו של המתלוננת הן לענין זה והן לעניין הביקור בביתה אינה נטולת תמיהות והיא אינה מהימנה עליי,"לא אמינה כי לא עקבית, הציגה סתירות"
277275,s02003061-156,עדות של היא של ה מתלוננת ל ה עניין פרט זה אינה מהימנה ב עין של אני .,"עדותה של המתלוננת לעניין פרט זה אינה מהימנה בעיני. עדותה אינה סבירה הן ביחס לשעות שטענה כי בהן שהה הנאשם בביתה, והן לעניין ה""סיבה"" בגינה הגיע לביתה. עדותו של הנאשם ברורה, הוא אינו מנסה להתחמק מכך שאכן שהה בביתה של המתלוננת; ויתרה מכך כשאינו בטוח לגבי העובדה האם הצליחו לקיים יחסי מין, אומר זאת אף כי לא סביר בעיניו כי אכן הצליחו.",עדותה של המתלוננת לעניין פרט זה אינה מהימנה בעיני,"לא אמינה כי לא עקבית, הציגה סתירות"
280313,s08000523-108,"גם תיאור של היא של ה קטינה את אשר עשו ל היא ה סינים ה אחרים , משולל היגיון פנימי או סבירות ( ש ניהם ביחד הכניסו ל היא יד מתחת ל חולצה ) , עד כדי כך , ש חוקרת ה ילדים מתעכבת שוב ו שוב על נקודה זו , עד ש לא ניתן יותר להמשיך ו לקבל תשובה הגיונית .","גם תיאורה של הקטינה את אשר עשו לה הסינים האחרים, משולל היגיון פנימי או סבירות (שניהם ביחד הכניסו לה יד מתחת לחולצה), עד כדי כך, שחוקרת הילדים מתעכבת שוב ושוב על נקודה זו, עד שלא ניתן יותר להמשיך ולקבל תשובה הגיונית.","גם תיאורה של הקטינה את אשר עשו לה הסינים האחרים, משולל היגיון פנימי או סבירות (שניהם ביחד הכניסו לה יד מתחת לחולצה), עד כדי כך, שחוקרת הילדים מתעכבת שוב ושוב על נקודה זו, עד שלא ניתן יותר להמשיך ולקבל תשובה הגיונית","לא אמינה כי לא עקבית, הציגה סתירות"
283877,s05003504-333,הלכה פסוקה היא כי אם עדות של היא של מתלוננת ב ה עבירות מין אינה מושלמת - אין פירוש של הוא של דבר ש היא אינה שלמה .,הלכה פסוקה היא כי אם עדותה של מתלוננת בעבירות מין אינה מושלמת – אין פירושו של דבר שהיא אינה שלמה.,הלכה פסוקה היא כי אם עדותה של מתלוננת בעבירות מין אינה מושלמת – אין פירושו של דבר שהיא אינה שלמה,"עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל"
301722,SH-10-11-13054-33,"ב אופן כללי , מצאתי את עדות של הן של כל ה מתלוננות אמינות .","59. באופן כללי, מצאתי את עדויותיהן של כל המתלוננות אמינות. מעבר לכך, כל המתלוננות, שאין ביניהן היכרות והן לא נפגשו, העידו על מסכת עובדתית, שחלק גדול ממנה זהה או דומה עד מאד. דמיון זה, לטעמי, עולה הן כדי ""שיטה"", הן כדי ""מעשים דומים"", שיש בהם כדי לחזק את העדויות. עניין ה""שיטה"" נדרש, שכן הנאשם בחלק מעדויותיו ובחלק מסיכומיו הכחיש חלק מהמעשים (אף שבמקומות אחרים הודה במרבית העובדות). עניין ה""מעשים הדומים"" נדרש כדי ללמד על המחשבה הפלילית שהתלוותה למעשי הנאשם. לעניין זה נקבע ב סוילם נ' מדינת ישראל [11.11.14], פסקה 69: ""בפתח הדברים, מן הראוי לעמוד על ההבחנה, אשר התפתחה בפסיקה, בין עדות שיטה לבין עדות בדבר מעשים דומים. כוחן הראייתי של שתי הדוקטרינות נובע מהדמיון העובדתי הניכר שבין המעשה המיוחס לנאשם לבין מעשים אחרים שבוצעו על ידו, ואולם דוקטרינות אלה נבדלות בתכליתן השונה. מטרתה של עדות שיטה היא להוכיח את היסוד העובדתי של העבירה, כגון הוכחת עצם ביצוע מעשה העבירה, או הוכחת זהותו של המבצע. מנגד, עדות בדבר מעשים דומים נועדה להוכיח קיומה של מחשבה פלילית המיוחסת לנאשם בעת ביצוע המעשים, כאשר עצם הביצוע אינו נתון במחלוקת. מטרות שונות אלו מכתיבות גם שוני ברמת ההוכחה הנדרשת בכל אחת מן הדוקטרינות. עדות שיטה מחייבת דרגה גבוהה של דמיון, בעוד שכאשר מדובר בעדות בדבר מעשים דומים ניתן להסתפק במספר מאפיינים דומים בין המעשים ( גולדבלט נ' מדינת ישראל, בפסקה 51 (17.2.2011); עניין קצב, בפסקה 333 לפסק דינה של השופטת ע' ארבל; דנ""פ קצב, בפסקאות 18-12;  אנטיפקה נ' מדינת ישראל, בפסקה 10 (3.4.2008); עניין שיוביץ, בעמ' 458). הנה כי כן, לשם הסקת מסקנה בדבר קיומה של שיטת ביצוע, דרושה הצטברות של תכונות דומות ברמה גבוהה ביותר, ונדרש כי הצטברות זו תתאפיין ב""קווים דיסטינקטיביים ברורים"" או למצער, בקווי אופי דומים ומוחשיים (עניין טטרו, בפסקה 13; עניין שיוביץ, בעמ' 458; יעקב קדמי על הראיות חלק שני 713-715 (מהדורה משולבת ומעודכנת, 2009) (להלן: קדמי))"". [ההדגשות הוספו - מ.ב.נ]."," באופן כללי, מצאתי את עדויותיהן של כל המתלוננות אמינות",לא רלוונטי
311403,ME-08-1045-33,"אכן , תיאור של היא של ה מתלוננת איננו מושלם .","93. ההגנה סבורה כי יש לתת את הדעת לכך שהמתלוננת אינה מצליחה לתאר אירועים מיניים בפרוטרוט וכן אינה ממקמת אותם במדויק על ציר זמן. אכן, תיאורה של המתלוננת איננו מושלם. היא אינה מציינת מועדים מדויקים בהם הנאשם פגע בה מינית, ואין ביכולתה להצביע על תדירות המעשים. תחת זאת, היא נאחזת באירועים משמעותיים בילדותה כדי להיזכר במקרים ובמועדם. קשה לצפות שהמתלוננת תצביע על תאריכים מדויקים בהם התרחשו האירועים שבלב כתב האישום, בשים לב לעובדה שהייתה ילדה כאשר בוצעו המעשים וכי אלו אירעו במהלך שגרת חייה. העובדה שהצליחה להצביע על גילה בעת קרות האירועים והדירות בהן התגוררה המשפחה בתקופות הרלוונטיות, מספקת, לטעמי, ולא מצאתי כי יש בכך כדי לערער את מהימנותה (ראו לעניין זה  ([פורסם בנבו], 18.11.2009))."," אכן, תיאורה של המתלוננת איננו מושלם","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת"
325460,4787475,"( ב ) ה גירסה של ה מתלוננת קוהרנטית , הגיונית , עקבית ו משתלבת היטב עם עדויות ו ראיות למכביר .","(ב) הגירסה של המתלוננת קוהרנטית, הגיונית, עקבית ומשתלבת היטב עם עדויות וראיות למכביר. כך לדוגמא, באשר לתוכן השיחה המקדימה, עדותה מקבלת חיזוק מהעדויות של הרע""ן וסימה. באשר לכניסה לחדרו של טורבוביץ, יש תימוכין בעדויות של יניב ושל סימה. באשר ליציאה מהחדר של טורבוביץ והצילום השלישי, העדות של המתלוננת מקבלת חיזוק ע""י סימה.","(ב) הגירסה של המתלוננת קוהרנטית, הגיונית, עקבית ומשתלבת היטב עם עדויות וראיות למכביר","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
335331,SH-09-02-15722-61,"התרשמתי כי עדות של היא של ה מתלוננת מהימנה ו כי היא תיארה את ה אירועים כהוויה של הם , ללא הפרזה .","התרשמתי כי עדותה של המתלוננת מהימנה וכי היא תיארה את האירועים כהווייתם, ללא הפרזה. ניכרו בה אותות מצוקה והתרגשות כשנאלצה לשחזר את שחוותה וכן, שהוטח בה חזור ושוב כי היא אינה דוברת אמת.","התרשמתי כי עדותה של המתלוננת מהימנה וכי היא תיארה את האירועים כהווייתם, ללא הפרזה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
338089,m01953,"ברור ש אם טענת ה נאשם נכונה , הרי גירסה של היא של ה מתלוננת שקרית שכן היא העידה , מפורשות ש ה נאשם החדיר את איבר - מינו לתוך איבר - מינה ו מי ש סובל מ אימפוטנציה לא יכול לעשות כן .","שלושת הרופאים הנ""ל נקראו ע""י המאשימה כדי לסתור את טענת הנאשם שהוא סבל מאימפוטנציה. ברור שאם טענת הנאשם נכונה, הרי גירסתה של המתלוננת שקרית שכן היא העידה, מפורשות שהנאשם החדיר את איבר-מינו לתוך איבר-מינה ומי שסובל מאימפוטנציה לא יכול לעשות כן."," ברור שאם טענת הנאשם נכונה, הרי גירסתה של המתלוננת שקרית שכן היא העידה, מפורשות שהנאשם החדיר את איבר-מינו לתוך איבר-מינה ומי שסובל מאימפוטנציה לא יכול לעשות כן","לא אמינה כי לא עקבית, הציגה סתירות"
350777,ME-09-1010-27,"אב""ד מצאה את עדות של היא של ה מתלוננת אמינה ו באה ל ידי מסקנה , כי ניתן להרשיע את ה נאשם ב ה עבירות ב היא היא מציעה להרשיעו תוך התבססות על עדות של היא .","2.         אב""ד מצאה את עדותה של המתלוננת אמינה ובאה לידי מסקנה, כי ניתן להרשיע את הנאשם בעבירות בה היא מציעה להרשיעו תוך התבססות על עדותה.","         אב""ד מצאה את עדותה של המתלוננת אמינה ובאה לידי מסקנה, כי ניתן להרשיע את הנאשם בעבירות בה היא מציעה להרשיעו תוך התבססות על עדותה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
364023,ME-09-12-5569-3,"ה גרסה ה מאוחרת של ה מתלונן , לפי היא סיפר ל - נ' על ה מעשים עוד ב בית ה מעצר , ו ה שביע את הוא שלא לגלות ו עתה , לאחר ש נזכר ב כך ש יחרר את נ' משבועה של הוא , אינה אמינה , הן לאחר כ בישה של היא ו הן לאור הכחשה של היא על ידי נ' , ו אי תמיכה של היא על ידי י' ש היה נוכח ב כל עת ש - נ' היה עם ה מתלונן .","הגרסה המאוחרת של המתלונן, לפיה סיפר ל- נ' על המעשים עוד בבית המעצר, והשביע אותו שלא לגלות ועתה, לאחר שנזכר בכך שיחרר את נ' משבועתו, אינה אמינה, הן לאחר כבישתה והן לאור הכחשתה על ידי נ', ואי תמיכתה על ידי י' שהיה נוכח בכל עת ש- נ' היה עם המתלונן.","הגרסה המאוחרת של המתלונן, לפיה סיפר ל- נ' על המעשים עוד בבית המעצר, והשביע אותו שלא לגלות ועתה, לאחר שנזכר בכך שיחרר את נ' משבועתו, אינה אמינה, הן לאחר כבישתה והן לאור הכחשתה על ידי נ', ואי תמיכתה על ידי י' שהיה נוכח בכל עת ש- נ' היה עם המתלונן","לא אמינה כי לא עקבית, הציגה סתירות"
365143,ME-09-12-5569-3,"מ שמצאתי כי גרסה של הוא של ה מתלונן מהימנה ו משכנעת ב עין של אני ו פרטתי את נימוק של אני ל מתן ה אמון ב גרסה של הוא של ה מתלונן , יש ב כך כדי מילוי דרישת חובת ה הנמקה על פי דין .","משמצאתי כי גרסתו של המתלונן מהימנה ומשכנעת בעיני ופרטתי את נימוקי למתן האמון בגרסתו של המתלונן, יש בכך כדי מילוי דרישת חובת ההנמקה על פי דין.","משמצאתי כי גרסתו של המתלונן מהימנה ומשכנעת בעיני ופרטתי את נימוקי למתן האמון בגרסתו של המתלונן, יש בכך כדי מילוי דרישת חובת ההנמקה על פי דין",לא רלוונטי
381600,SH-07-4913-599,"ל דבר של היא , ניתן לראות כי עדות של היא של ה מתלוננת חסרת היגיון ל כל אורכה , קרי : ה גרסאות ה שונות את הן מסרה בת / 2 , בנ / 5 ו - בנ / 7 .","7.  סיכומי ההגנה: ב""כ הנאשם עתרה לזכות את הנאשם מהעבירה המיוחסת לו בכתב האישום. לדבריה, ניתן לראות כי עדותה של המתלוננת חסרת היגיון לכל אורכה, קרי: הגרסאות השונות אותן מסרה בת/2, בנ/5 ו-בנ/7. עוד הפנתה לנ/6 לפיו המתלוננת זומנה לעדות בתחנה ומסרה ""אבל אני עייפה"". כמו כן הפנתה לדבריה של המתלוננת בנ/7 לפיה מרוב שהייתה עצבנית על כך שהנאשם נגע בה היא לא חשבה לצעוק לעזרה כשלמעשה, דבריה אלה מנוגדים להתנהגותה התוקפנית והאגרסיבית במהלך העימות עם הנאשם. עוד טענה כי בעוד המתלוננת ניסתה לצמצם את הכרותה עם הנאשם ואת תדירות ביקוריה בחנותו, העידה עת/4 כי המתלוננת הייתה מגיעה עימה לחנותו. סתירה נוספת העולה מעדותה של המתלוננת עת העידה כי לאחר מעשה ""פשוט חזר אוטומט לדלפק לבפנים ולא אמר שום מילה"" שהרי, אם הנאשם חזר לעמוד מאחורי הדלפק משמע כי הוא יצא מאחורי הדלפק ולא נכנס לתוך החנות כשם שתיארה המתלוננת. עוד הפנתה למיקום של הדיסקים עליו הצביעה המתלוננת ולטעמה, המדובר במיקום המרוחק באופן משמעותי מהמקום בו מיקמה את עצמה. לכן, ניתן ללמוד מכך כי המתלוננת והנאשם עמדו אחד מול השני כאשר הנאשם עמד מצידו השני של הדלפק. בנוסף, טענה כי המתלוננת העידה לראשונה בביהמ""ש כי היא הייתה מבוהלת וקפאה במקומה ולטעמה, יש לראות בעדותה זו כעדות כבושה המחזקת את גרסתו של הנאשם לפיו היא ניסתה לשכנע אותו לרשום עבורה את הדיסק. לדידה, המתלוננת ניסתה להציג מצג לפיו הנאשם שלח אליה קרוב משפחה ואת סבתא שלה כשלמעשה, מעדותה של עת/4 עולה כי הסבתא סברה אחרת ואף המתלוננת לא מסרה שמות ולא דיווחה על כך לרשויות. באשר לעדותה של עת/4, סברה כי יש בה כדי לתרום לתהיות רבות אודות גרסת המתלוננת, ואף לא ברור מדוע בחרה המתלוננת להציג בפניה גרסה קיצונית לאירוע. עוד הוסיפה כי עדותו של הנאשם הייתה עקבית לכל אורכה והוא הסביר את הסיבות  להתנהגותה של המתלוננת. לדבריה, המדובר בשכונה בה מרוכזים רבים מבני הקהילה האתיופית. המדובר בקהילה סגורה המתקשה להבין את המשמעות של לא להעיד בביהמ""ש ואת חששם למסור את גרסתם ולהיות מעורבים בעניין. עוד הפנתה לחובת ההנמקה ולפסיקה בנושא."," לדבריה, ניתן לראות כי עדותה של המתלוננת חסרת היגיון לכל אורכה, קרי: הגרסאות השונות אותן מסרה בת/2, בנ/5 ו-בנ/7","לא אמינה כי לא עקבית, הציגה סתירות"
399239,m00001039-148,"ב""כ ה נאשם טוענים כי עדות של היא של ה מתלוננת אינה מהימנה בין ה יתר מאחר ו נתגלו ב ה הטסתירות ו אי דיוקים ל ה רוב ו דבר של היא באמרה של היא ב ה משטרה סותרים את דבר של היא ב עדות של היא ב ביהמ""ש .","ב""כ הנאשם טוענים כי עדותה של המתלוננת אינה מהימנה בין היתר מאחר ונתגלו בה סתירות ואי דיוקים לרוב ודבריה באמרותיה במשטרה סותרים את דבריה בעדותה בביהמ""ש.","ב""כ הנאשם טוענים כי עדותה של המתלוננת אינה מהימנה בין היתר מאחר ונתגלו בה סתירות ואי דיוקים לרוב ודבריה באמרותיה במשטרה סותרים את דבריה בעדותה בביהמ""ש","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל"
430959,m05000543,"זאת ו עוד , ה סניגור ניסה , לאורך כל ה חקירה ה נגדית , לשכנענו כי גרסה של היא של ה מתלוננת שיקרית , בדויה ו אינה מתקבלת על ה דעת , אולם תשובה של היא ו הסבריה של ה מתלוננת היו פשוטות , ברורות ו ה גיוניות , תוך ש היא נותרה איתנה ב גרסה של היא ב חקירה ראשית .","לסיכום, המתלוננת מסרה גרסה שלמה, מלאה והגיונית אודות ארבעת האירועים נשוא כתב האישום. תיאוריה לארבעת האירועים היו מתקבלים על הדעת. המתלוננת סיפרה את התרחשות הדברים כהוויתם ולא ניסתה כלל וכלל להעצים את מעשיו של הנאשם, ואף לא ניסתה להסתיר עובדות אשר עלולות היו להזיק לה. כך למשל כאשר תיארה המתלוננת בחקירה ראשית את האירוע הראשון, לא הסתירה את העובדה שבאירוע הראשון לאחר שהתחיל הנאשם להפשיטה, היא החליטה לא להתנגד יותר למעשיו של הנאשם, כי הבינה שאין לה ברירה ולא הייתה לה כל תקווה כי מישהו יבוא להציל אותה (עמ' 8 ש' 18 – 17). זאת ועוד, הסניגור ניסה, לאורך כל החקירה הנגדית, לשכנענו כי גרסתה של המתלוננת שיקרית, בדויה ואינה מתקבלת על הדעת, אולם תשובותיה והסבריה של המתלוננת היו פשוטות, ברורות והגיוניות, תוך שהיא נותרה איתנה בגרסתה בחקירה ראשית."," זאת ועוד, הסניגור ניסה, לאורך כל החקירה הנגדית, לשכנענו כי גרסתה של המתלוננת שיקרית, בדויה ואינה מתקבלת על הדעת, אולם תשובותיה והסבריה של המתלוננת היו פשוטות, ברורות והגיוניות, תוך שהיא נותרה איתנה בגרסתה בחקירה ראשית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
441047,SH-08-2140-86,גרסה של היא של ה מתלוננת לגבי מהלך ה שיחה שונה .,גרסתה של המתלוננת לגבי מהלך השיחה שונה.,גרסתה של המתלוננת לגבי מהלך השיחה שונה,עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט
444864,m06003039,"כ ה ידוע , ל , ה תשט""ו - 1955 , קובע כי אמנם עדות של היא של ה מתלוננת בפני חוקרת ה ילדים כשרה להתקבל כ ה ראיה , אך אין להרשיע על - פה של היא "" אלא אם יש ל היא סיוע ב ראיה אחרת "" .","כידוע,  ל, התשט""ו-1955, קובע כי אמנם עדותה של המתלוננת בפני חוקרת הילדים כשרה להתקבל כראיה, אך אין להרשיע על-פיה ""אלא אם יש לה סיוע בראיה אחרת"".","כידוע,  ל, התשט""ו-1955, קובע כי אמנם עדותה של המתלוננת בפני חוקרת הילדים כשרה להתקבל כראיה, אך אין להרשיע על-פיה ""אלא אם יש לה סיוע בראיה אחרת""","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל"
461577,ME-16-11-9004-33,"עדות של היא של ה מתלוננת אמינה כ פליים , משכנעת ארבעתיים ו מסתברת שבעתיים .","אנסה אף אני לסבר את האוזן בעזרת מספרים, שאינם מתיימרים לבטא אמת חשבונית אלא את אותה תחושה מיוחדת, של אמון בצד אחד, אך ספק מן הצד השני. עדותה של המתלוננת אמינה כפליים, משכנעת ארבעתיים ומסתברת שבעתיים. אולם, לא אוכל לומר כי דבר הנאשם ""בטל בששים"" ואינו בבחינת ""נותן טעם"" בתערובת השיקולים שלפנינו. משמע, אני מאמין למתלוננת, אך איני יכול לקבוע כי אין בעדות הנאשם די כדי להקים ספק סביר."," עדותה של המתלוננת אמינה כפליים, משכנעת ארבעתיים ומסתברת שבעתיים","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
486641,ME-09-650-116,"מן ה אמור ל עיל עולה , כי גרסה של הוא של מתלונן ב' קוהרנטית ו מ הימנה בפני עצמה .","51. מן האמור לעיל עולה, כי גרסתו של מתלונן ב' קוהרנטית ומהימנה בפני עצמה. כעת נפנה לבחון האם וכיצד משתלבת עדותו עם שאר הראיות הרלוונטיות בעניינו."," מן האמור לעיל עולה, כי גרסתו של מתלונן ב' קוהרנטית ומהימנה בפני עצמה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
486707,ME-09-650-116,"גרסה של הוא של מתלונן ג' מהימנה על אני , כש ל עצמה , אולם ב כך לא סגי .","58. גרסתו של מתלונן ג' מהימנה עליי, כשלעצמה, אולם בכך לא סגי. עלינו לבחון עתה האם נתמכת גרסתו בראיות נוספות שפרשה בפנינו המאשימה."," גרסתו של מתלונן ג' מהימנה עליי, כשלעצמה, אולם בכך לא סגי","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת"
494976,s00002769-81,"גירסה של היא של ה קטינה כפי ש נשטחה עלחיד של היא ב ביהמ""ש , עקבית ל זו ש מסרה ל חוקרת ה ילדים ( ת/ 4 , ת/ 5 - קלטת ו תמליל שיחה ) .","גירסתה של הקטינה כפי שנשטחה על ידה בביהמ""ש, עקבית לזו שמסרה לחוקרת הילדים (ת/4, ת/5 – קלטת ותמליל שיחה).","גירסתה של הקטינה כפי שנשטחה על ידה בביהמ""ש, עקבית לזו שמסרה לחוקרת הילדים (ת/4, ת/5 – קלטת ותמליל שיחה)","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
495097,s00002769-81,"עדות של היא של ה קטינה , הן בפני חוקרת ה ילדים ו הן ב פניי , היתה שוטפת ו כנה ו היו שזורים ב היא פרטים רבים ה מעידים על אותנטיות .","עדותה של הקטינה, הן בפני חוקרת הילדים והן בפניי, היתה שוטפת וכנה והיו שזורים בה פרטים רבים המעידים על אותנטיות. כך למשל, הצחוק שצחק הנאשם, עובדה עליה הנאשם אינו חולק.","עדותה של הקטינה, הן בפני חוקרת הילדים והן בפניי, היתה שוטפת וכנה והיו שזורים בה פרטים רבים המעידים על אותנטיות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
496515,ME-16-02-2193-22,"מהימנות עדות ה מתלוננת עדות של היא של ה מתלוננת קוהרנטית , אותנטית , עקבית ו מעוררת אמון ו היא גם עשתה מאמץ להיצמד ל ה אמת ו להימנע מ הגזמה .","מהימנות עדות המתלוננת עדותה של המתלוננת קוהרנטית, אותנטית, עקבית ומעוררת אמון והיא גם עשתה מאמץ להיצמד לאמת ולהימנע מהגזמה. המתלוננת לא ניסתה להעצים את האירוע. אני נותן אמון מלא בעדות המתלוננת. המתלוננת נחקרה ארוכות בנוגע לפרטי האירוע וניכר היה כי המתלוננת מעידה מדם ליבה: המתלוננת היתה עקבית בתיאורה את האירוע, היא לא ניסתה להעצים את פרטי האירוע והשתדלה לדייק בתיאור מעשיו של הנאשם – המתלוננת חזרה מספר פעמים על כך שהאירוע נמשך לכל היותר כ- 40 שניות. המתלוננת ציינה ""עמדתי פשוט לא רחוק ממנו... הוא הושיט לי את שתי הידיים והושיב אותי על הברכיים... אני עם הגב אליו, כשאני כמובן עם בגדים, הוא נוגע לי מעל הבגדים בחזה, מסובב לי את הראש ומנשק אותי, או מנסה לפחות"". כשנשאלה מה זה אומר ""מנסה"" לנשק, השיבה ""שהרגשתי... את הלשון שלו.. על השפתיים שלי"". ברגע זה, לדבריה, היא התעשתה, שחררה את אחיזתו על ידי המרפק, הרביצה לו מכעס וברחה. ב""כ הנאשם הטיח במתלוננת את האפשרות שתיאמה עם בת דודתה את הגשת התלונה לאחר שגם בת דודתה הגישה תלונה נגד הנאשם, המתלוננת השיבה, שהמעשים המיוחסים לנאשם בתיק הנוגע לבת דודתה מספיק חמורים על מנת שהוא יקבל את עונשו ולכאורה לא היתה סיבה שתתאם איתה את הגשת התלונה ""שאני אוסיף את השלושים שניות האלה. כי אצלי זה היה שלושים שניות, שם זה היה כמה שנים"". ניכר, כי המתלוננת אינה מנסה להעצים את פרטי האירוע, דבקה בעובדות כפי שהתרחשו ואף מודעת לפער הקיים בין חומרת האירוע שהיא חוותה ובין חומרת האירועים האחרים שיוחסו לנאשם בתיק אחר.","מהימנות עדות המתלוננת עדותה של המתלוננת קוהרנטית, אותנטית, עקבית ומעוררת אמון והיא גם עשתה מאמץ להיצמד לאמת ולהימנע מהגזמה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה"
