sentence_id,title,origin_sentence,paragraph_text,query number,clean_sentence,dataset,label_0,score_0
19371,m06003021," על כן נראה כי לאור גילה הצעיר של המתלוננת בזמן ביצוע המעשים והזמן הרב שחלף, אין להסתפק בעדותה היחידה של המתלוננת לגבי טיב המעשים ואופיין של הנגיעות כדי להסיר כל ספק ולהרשיע את הנאשם","125. על אף האמון שיש ליתן לגרסת המתלוננת, יש חשש שמא המתלוננת משליכה על העבר מהאירועים המאוחרים יותר שנחרתו היטב בזיכרונה ומייחסת לנאשם ביצוע מעשים בעלי גוון מיני. ייתכן שמדובר היה באירועים תמימים, כמו הלבשה והחתלה של ילדה קטנה וכדומה. ייתכן גם שהנאשם אסף את המתלוננת למיטתו, חיבק אותה ואולי אפילו נגע בגופה. על כן נראה כי לאור גילה הצעיר של המתלוננת בזמן ביצוע המעשים והזמן הרב שחלף, אין להסתפק בעדותה היחידה של המתלוננת לגבי טיב המעשים ואופיין של הנגיעות כדי להסיר כל ספק ולהרשיע את הנאשם.",5," על כן נראה כי לאור גילה הצעיר של המתלוננת בזמן ביצוע המעשים והזמן הרב שחלף, אין להסתפק בעדותה היחידה של המתלוננת לגבי טיב המעשים ואופיין של הנגיעות כדי להסיר כל ספק ולהרשיע את הנאשם",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.35
23135,SH-10-10-18706-362,"על מנת לקבוע מה משקלו של מחדל החקירה של אי גביית הודעה/הודעות מחבריה של המתלוננת והאם יש בו כדי להטות את הכף לעבר זיכויו של הנאשם מחמת הספק, כעתירת באת כוחו, אשוב על מסקנותיי לגבי מהימנות גרסאות המתלוננת  מזה והנאשם מזה, כשאני מזהירה עצמי כי ראיות התביעה מבוססות על עדותה היחידה של המתלוננת","על מנת לקבוע מה משקלו של מחדל החקירה של אי גביית הודעה/הודעות מחבריה של המתלוננת והאם יש בו כדי להטות את הכף לעבר זיכויו של הנאשם מחמת הספק, כעתירת באת כוחו, אשוב על מסקנותיי לגבי מהימנות גרסאות המתלוננת  מזה והנאשם מזה, כשאני מזהירה עצמי כי ראיות התביעה מבוססות על עדותה היחידה של המתלוננת.",5,"על מנת לקבוע מה משקלו של מחדל החקירה של אי גביית הודעה/הודעות מחבריה של המתלוננת והאם יש בו כדי להטות את הכף לעבר זיכויו של הנאשם מחמת הספק, כעתירת באת כוחו, אשוב על מסקנותיי לגבי מהימנות גרסאות המתלוננת  מזה והנאשם מזה, כשאני מזהירה עצמי כי ראיות התביעה מבוססות על עדותה היחידה של המתלוננת",test,אמינה בגלל שהנאשם לא אמין,0.47
23146,SH-10-10-18706-362,"לעומת גרסתה הברורה, החד משמעית והאמינה של המתלוננת עומדת גרסתו של הנאשם, שכפי שכבר ציינתי לעיל הייתה שחצנית, יהירה, זחוחה וארוגנטית","לעומת גרסתה הברורה, החד משמעית והאמינה של המתלוננת עומדת גרסתו של הנאשם, שכפי שכבר ציינתי לעיל הייתה שחצנית, יהירה, זחוחה וארוגנטית.",5,"לעומת גרסתה הברורה, החד משמעית והאמינה של המתלוננת עומדת גרסתו של הנאשם, שכפי שכבר ציינתי לעיל הייתה שחצנית, יהירה, זחוחה וארוגנטית",test,אמינה בגלל שהנאשם לא אמין,0.72
23171,SH-10-10-18706-362,"לאור כל האמור לעיל ולאחר שהזהרתי עצמי כי הכרעת הדין מבוססת על עדותה היחידה של המתלוננת, לאור התרשמותי ממהימנות גרסתה ומאמינותה, אני קובעת כי המאשימה עמדה בנטל להוכיח את אשמתו של הנאשם ומרשיעה אותו בעבירה של מעשה מגונה באדם על פי  ל, התשל""ז-1977","לאור כל האמור לעיל ולאחר שהזהרתי עצמי כי הכרעת הדין מבוססת על עדותה היחידה של המתלוננת, לאור התרשמותי ממהימנות גרסתה ומאמינותה, אני קובעת כי המאשימה עמדה בנטל להוכיח את אשמתו של הנאשם ומרשיעה אותו בעבירה של מעשה מגונה באדם על פי  ל, התשל""ז-1977.",5,"לאור כל האמור לעיל ולאחר שהזהרתי עצמי כי הכרעת הדין מבוססת על עדותה היחידה של המתלוננת, לאור התרשמותי ממהימנות גרסתה ומאמינותה, אני קובעת כי המאשימה עמדה בנטל להוכיח את אשמתו של הנאשם ומרשיעה אותו בעבירה של מעשה מגונה באדם על פי  ל, התשל""ז-1977",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.77
25439,ME-98-4125-HK," בית המשפט רשאי, אמנם, לבסס הרשעת נאשם בעבירת מין על עדותה היחידה של המתלוננת, אם היא מהימנה עליו (סעיף  ל (נוסח חדש))","נסיבות אלה, כשלעצמן, מחייבות את בית-המשפט לבחון בזהירות יתרה את גירסת המתלוננת העומדת לבדה מול גירסתו המכחישה של הנאשם. בית המשפט רשאי, אמנם, לבסס הרשעת נאשם בעבירת מין על עדותה היחידה של המתלוננת, אם היא מהימנה עליו (סעיף  ל (נוסח חדש)). עם זאת, גם המחוקק ראה צורך להורות על בחינה זהירה ושקולה יותר של עדות יחידה של קורבן לעבירת מין, ולכן דרש הוא חובת הנמקה להרשעה על בסיסה של עדות יחידה כזו.",5," בית המשפט רשאי, אמנם, לבסס הרשעת נאשם בעבירת מין על עדותה היחידה של המתלוננת, אם היא מהימנה עליו )",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.75
25548,ME-98-4125-HK,"מטעמים אלה ובשל התלבטויותיי במקרה זה, סבור אני כי לא יהיה זה נכון ראוי וצודק לבסס את הרשעת הנאשם בעבירת האינוס על יסוד עדותה היחידה של המתלוננת, ללא שיימצאו בחומר הראיות שהוצג בפנינו, חיזוקים ראייתיים של ממש להוכחת יסוד אי ההסכמה (כפי שציינתי, התחתונים הקרועים אינם יכולים לשמש חיזוק ראייתי שכזה)","מטעמים אלה ובשל התלבטויותיי במקרה זה, סבור אני כי לא יהיה זה נכון ראוי וצודק לבסס את הרשעת הנאשם בעבירת האינוס על יסוד עדותה היחידה של המתלוננת, ללא שיימצאו בחומר הראיות שהוצג בפנינו, חיזוקים ראייתיים של ממש להוכחת יסוד אי ההסכמה (כפי שציינתי, התחתונים הקרועים אינם יכולים לשמש חיזוק ראייתי שכזה). בית-המשפט רשאי, אמנם, לעשות כן, אך הנסיבות שפורטו לעיל, אינן מאפשרות זאת, לדעתי, במקרה זה.",5,"מטעמים אלה ובשל התלבטויותיי במקרה זה, סבור אני כי לא יהיה זה נכון ראוי וצודק לבסס את הרשעת הנאשם בעבירת האינוס על יסוד עדותה היחידה של המתלוננת, ללא שיימצאו בחומר הראיות שהוצג בפנינו, חיזוקים ראייתיים של ממש להוכחת יסוד אי ההסכמה ",test,"עדות עם בעיות (אמינה אבל או אמינה אבל מעוררת תמיהות וספקות, אמינה אבל עדות יחידה לא מספקת) - אמינה אבל יש פגמים ולכן ההכרעה היא כנגד המתלוננ.ת",0.45
29641,m001062, עדותה הכנה של המתלוננת פ,"3. עדותה הכנה של המתלוננת פ.ח. ראויה אף היא לאמונו של ביהמ""ש. במהלך עדותה התקשתה המתלוננת לתאר את המעשים שעשה בה הנאשם מאחר והתביישה לחשוף פרטים אינטימיים מחיי נישואיה, ויתכן שלא היתה חושפת את הפרשה דנן אלמלא תקף הנאשם את נכדותיה.",5, עדותה הכנה של המתלוננת פ,test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.92
31066,SH-10-11-59389-630," אי  לכך אני סבורה שלו  היתה ניתנת תשומת לב  כנה ומאוזנת גם לדבריו של הנאשם ולא רק לגירסתה הבעייתית (ועל כך בהמשך) של המתלוננת, הייתה מצטיירת תמונה מדויקת יותר, שמאפשרת  בחינת האירועים כנדרש","7. זאת ועוד, תמלולי שלוש הקלטות אינם משקפים את מה שארע בעימות ובחדרי החקירות. דברים רבים שנאמרו לא נרשמו וחלקם נרשמו לא במדויק. תמלול כשלעצמו הוא עדות שמועה וכשהוא לא מדויק וחסר,  אינו יכול לשמש ראיה אוטנטית למעשים המיוחסים לנאשם. אי  לכך אני סבורה שלו  היתה ניתנת תשומת לב  כנה ומאוזנת גם לדבריו של הנאשם ולא רק לגירסתה הבעייתית (ועל כך בהמשך) של המתלוננת, הייתה מצטיירת תמונה מדויקת יותר, שמאפשרת  בחינת האירועים כנדרש.",5," אי  לכך אני סבורה שלו  היתה ניתנת תשומת לב  כנה ומאוזנת גם לדבריו של הנאשם ולא רק לגירסתה הבעייתית  של המתלוננת, הייתה מצטיירת תמונה מדויקת יותר, שמאפשרת  בחינת האירועים כנדרש",test,אמינה בגלל שהנאשם לא אמין,0.52
31263,SH-10-11-59389-630," לעומת גרסתה הבעייתית של המתלוננת, שמחד גיסא הולכת ו""מתפתחת"", אך מאידך גיסא מלאה באי דיוקים ואי סבירות ואפילו שקרים, עומד הנאשם על גרסתו, ממנה איננו סוטה, לא בעימות, לא בחקירותיו במשטרה ולא בבית המשפט וחוזר ומתאר את האירוע המינורי שהתרחש","גרסת הנאשם: 40. לעומת גרסתה הבעייתית של המתלוננת, שמחד גיסא הולכת ו""מתפתחת"", אך מאידך גיסא מלאה באי דיוקים ואי סבירות ואפילו שקרים, עומד הנאשם על גרסתו, ממנה איננו סוטה, לא בעימות, לא בחקירותיו במשטרה ולא בבית המשפט וחוזר ומתאר את האירוע המינורי שהתרחש.",5," לעומת גרסתה הבעייתית של המתלוננת, שמחד גיסא הולכת ו""מתפתחת"", אך מאידך גיסא מלאה באי דיוקים ואי סבירות ואפילו שקרים, עומד הנאשם על גרסתו, ממנה איננו סוטה, לא בעימות, לא בחקירותיו במשטרה ולא בבית המשפט וחוזר ומתאר את האירוע המינורי שהתרחש",test,"אמינה: לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",0.4
32423,m00000935-103," לטענת המאשימה יש להרשיע את הנאשם בעבירות המיוחסות לו על יסוד עדותה השניה של המתלוננת, שאותה יש לקבל כמהימנה ולייחס לה את מלוא המשקל, ולאור ראיות חיזוק נוספות כמפורט להלן:","3. לטענת המאשימה יש להרשיע את הנאשם בעבירות המיוחסות לו על יסוד עדותה השניה של המתלוננת, שאותה יש לקבל כמהימנה ולייחס לה את מלוא המשקל, ולאור ראיות חיזוק נוספות כמפורט להלן:",5," לטענת המאשימה יש להרשיע את הנאשם בעבירות המיוחסות לו על יסוד עדותה השניה של המתלוננת, שאותה יש לקבל כמהימנה ולייחס לה את מלוא המשקל, ולאור ראיות חיזוק נוספות כמפורט להלן:",test,אמינה בגלל שהנאשם לא אמין,0.48
32520,m00000935-103,"00, בה חזרה המתלוננת על הגרסה המפלילה את הנאשם, קדמה לעדותה בקשת ב""כ המאשימה לאפשר לה להעיד פעם נוספת את המתלוננת, בנימוק שאם המתלוננת פנתה אליה, וביקשה לאפשר למתלוננת לשוב ולהעיד, וכן שיש בכך כדי לגרום לגילוי האמת","ה. ביחס לעדות השניה של המתלוננת בבית המשפט מיום 12.12.00, בה חזרה המתלוננת על הגרסה המפלילה את הנאשם, קדמה לעדותה בקשת ב""כ המאשימה לאפשר לה להעיד פעם נוספת את המתלוננת, בנימוק שאם המתלוננת פנתה אליה, וביקשה לאפשר למתלוננת לשוב ולהעיד, וכן שיש בכך כדי לגרום לגילוי האמת.",5,"00, בה חזרה המתלוננת על הגרסה המפלילה את הנאשם, קדמה לעדותה בקשת ב""כ המאשימה לאפשר לה להעיד פעם נוספת את המתלוננת, בנימוק שאם המתלוננת פנתה אליה, וביקשה לאפשר למתלוננת לשוב ולהעיד, וכן שיש בכך כדי לגרום לגילוי האמת",test,"אמינה: לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",0.58
32606,m00000935-103,"לאחר ששקלתי את השיקולים האמורים, הגעתי למסקנה שיש לקבל את גרסתם המפלילה של המתלוננת, אמה ואחיה, לאור ההסברים שניתנו בקשר לכך ולאור הגיונם של דברים","לאחר ששקלתי את השיקולים האמורים, הגעתי למסקנה שיש לקבל את גרסתם המפלילה של המתלוננת, אמה ואחיה, לאור ההסברים שניתנו בקשר לכך ולאור הגיונם של דברים.נ מבחינה זאת נראה לי שאין בתנודות הרבות שהיו בגרסתה של המתלוננת, ובעובדה שהמתלוננת כבשה את את עדותה במשך מספר שנים כדי לפגוע במהימנותה סביר מאוד להניח שבנסיבות הענין לא היה קל למתלוננת לחשוף את ה""סוד"" השמור בינה ובין אביה, איתו היא גדלה כדבר שבשגרה, בלי להבין תחילה את הפסול שבו, ולאחר מכן נצרה אותו בליבה, מתוך פחד מאביה ומסביבתה, ומתוך הבושה שהיתה לה מפני חשיפתו של אותו סוד, והחשש שלא יאמינו לה.",5,"לאחר ששקלתי את השיקולים האמורים, הגעתי למסקנה שיש לקבל את גרסתם המפלילה של המתלוננת, אמה ואחיה, לאור ההסברים שניתנו בקשר לכך ולאור הגיונם של דברים",test,אמינה בגלל שהנאשם לא אמין,0.5
35130,m06003045," חוקר הילדים בחוות דעתו ובעדותו בביהמ""ש, ביסס את מסקנתו תוך הפנייה לדוגמאות מעדותו המוקלטת והמתורגמת של המתלונן (ת/2)","11. חוקר הילדים בחוות דעתו ובעדותו בביהמ""ש, ביסס את מסקנתו תוך הפנייה לדוגמאות מעדותו המוקלטת והמתורגמת של המתלונן (ת/2).",5," חוקר הילדים בחוות דעתו ובעדותו בביהמ""ש, ביסס את מסקנתו תוך הפנייה לדוגמאות מעדותו המוקלטת והמתורגמת של המתלונן ",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.88
35685,m06003045,"העובדות שנטענו בכתב האישום, הוכחו באמצעות עדותו המהימנה של המתלונן, הנתמכת במידת מה בהודעתו של הנאשם במשטרה","העובדות שנטענו בכתב האישום, הוכחו באמצעות עדותו המהימנה של המתלונן, הנתמכת במידת מה בהודעתו של הנאשם במשטרה. לעומת זאת, עומדת גרסתו העקלקלה והבלתי מהימנה של הנאשם.",5,"העובדות שנטענו בכתב האישום, הוכחו באמצעות עדותו המהימנה של המתלונן, הנתמכת במידת מה בהודעתו של הנאשם במשטרה",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.61
35860,m06003045,"כל אלו, בגדר סתירות, פרכות ותמיהות קטנות כשלעצמן, אך במצטבר, ועל רקע הדברים עליהם עמדנו לעיל, מביאים למסקנה שאין לסמוך הרשעתו של הנאשם על סמך עדותו היחידה של המתלונן","כל אלו, בגדר סתירות, פרכות ותמיהות קטנות כשלעצמן, אך במצטבר, ועל רקע הדברים עליהם עמדנו לעיל, מביאים למסקנה שאין לסמוך הרשעתו של הנאשם על סמך עדותו היחידה של המתלונן.",5,"כל אלו, בגדר סתירות, פרכות ותמיהות קטנות כשלעצמן, אך במצטבר, ועל רקע הדברים עליהם עמדנו לעיל, מביאים למסקנה שאין לסמוך הרשעתו של הנאשם על סמך עדותו היחידה של המתלונן",test,"לא אמינה: לא עקבית, הציגה סתירות",0.9
41172,ME-15-08-15252-33,"נוכח עדותה המפורטת של המתלוננת באשר למעשה האינוס הראשון, ובשים לב לחיזוקים הרבים שנמצאו בחומר הראיות, כמפורט לעיל, אני מוצאת כי יש לאמץ את עדותה באשר למעשה האינוס שביצע בה נאשם 1 באופן מלא","נוכח עדותה המפורטת של המתלוננת באשר למעשה האינוס הראשון, ובשים לב לחיזוקים הרבים שנמצאו בחומר הראיות, כמפורט לעיל, אני מוצאת כי יש לאמץ את עדותה באשר למעשה האינוס שביצע בה נאשם 1 באופן מלא.",5,"נוכח עדותה המפורטת של המתלוננת באשר למעשה האינוס הראשון, ובשים לב לחיזוקים הרבים שנמצאו בחומר הראיות, כמפורט לעיל, אני מוצאת כי יש לאמץ את עדותה באשר למעשה האינוס שביצע בה נאשם 1 באופן מלא",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.65
42916,s02001222-269,"00 נגבתה עדות נוספת מהמתלוננת (נ/3) במהלכה נשאלה אודות גירסת הנאשם, הכחישה שהתנשקו, אישרה שהיו כתובות בשירותים, והיו שמועות שיש ביניהם רומן, וגם שמועות ששכבו","5.  ביום 9.11.00 נגבתה עדות נוספת מהמתלוננת (נ/3) במהלכה נשאלה אודות גירסת הנאשם, הכחישה שהתנשקו, אישרה שהיו כתובות בשירותים, והיו שמועות שיש ביניהם רומן, וגם שמועות ששכבו. אישרה שחנין חברתו התרגזה כי חשבה שיש ביניהם רומן וכי הנאשם ביקש שלא ידברו ואפילו ניגשה אל חנין והסבירה לה שהשמועות שקריות.",5,"00 נגבתה עדות נוספת מהמתלוננת  במהלכה נשאלה אודות גירסת הנאשם, הכחישה שהתנשקו, אישרה שהיו כתובות בשירותים, והיו שמועות שיש ביניהם רומן, וגם שמועות ששכבו",test,"אמינה: לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",0.49
46014,ME-11-10-25753-846," ראוי היה לדעתו להמתין לחוקר הדובר את שפתו של המתלונן, המבין גם את תרבותו והקודים השונים שבה, על מנת לאפשר גביית עדות שלמה, מקיפה ומהימנה של המתלונן","23.  לטענת ב""כ הנאשם, החקירה שבוצעה על ידי חוקרת הילדים בבהילות בשעה 23:00, ונמשכה אל תוככי השעות הקטנות של הלילה, היוותה ניסיון לחבל בחקירה, שכן היא נעשתה על ידי חוקרת ילדים שאינה דוברת את השפה הערבית, ובשעה מאוחרת מדי עבור קטין. ראוי היה לדעתו להמתין לחוקר הדובר את שפתו של המתלונן, המבין גם את תרבותו והקודים השונים שבה, על מנת לאפשר גביית עדות שלמה, מקיפה ומהימנה של המתלונן. והנה, החקירה המשלימה של חוקר הילדים דובר הערבית, מר סאלח, כך לטענת ב""כ הנאשם, לא הייתה משלימה בשום צורה, אלא שימשה אך בגדר חזרה על גביית העדות על-ידי חוקרת הילדים, ואף בה ניתן למצוא הבדלים בין השניים לעניין אמינותו של המתלונן.",5," ראוי היה לדעתו להמתין לחוקר הדובר את שפתו של המתלונן, המבין גם את תרבותו והקודים השונים שבה, על מנת לאפשר גביית עדות שלמה, מקיפה ומהימנה של המתלונן",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.69
46213,SH-10-04-42431-606," שום ראיה חפצית לא הובאה לתמוך בגרסתו המופרכת של המתלונן""","הסניגור פתח את סיכומיו באמירה מודגשת לפיה: ""שום ראיה אובייקטיבית לא הובאה לתמיכה בטענת המתלונן. שום ראיה חפצית לא הובאה לתמוך בגרסתו המופרכת של המתלונן"". הסנגור מתעלם משום מה מכך שהנאשם עצמו הודה ברוב רובה של גרסת המתלונן, באשר לרכיבים העובדתיים שבה. המחלוקות העובדתיות הן שוליות ומינוריות. הנאשם כפר בעיקרו ביסוד הנפשי שבביצוע אותם מעשים, זאת ותו לא.",5," שום ראיה חפצית לא הובאה לתמוך בגרסתו המופרכת של המתלונן""",test,"לא אמינה: לא עקבית, הציגה סתירות",0.63
48234,SH-13-08-24175-34,"מחד, עמדה עדותה המפלילה של המתלוננת ולצידה עדויות השוטרים שהגיעו למקום, על פי קריאת והכוונת המתלוננת, ועצרו את הנאשם, על בסיסם עותרת התביעה לסמוך הרשעת הנאשם ומנגד עדותו המכחישה של הנאשם","מחד, עמדה עדותה המפלילה של המתלוננת ולצידה עדויות השוטרים שהגיעו למקום, על פי קריאת והכוונת המתלוננת, ועצרו את הנאשם, על בסיסם עותרת התביעה לסמוך הרשעת הנאשם ומנגד עדותו המכחישה של הנאשם.",5,"מחד, עמדה עדותה המפלילה של המתלוננת ולצידה עדויות השוטרים שהגיעו למקום, על פי קריאת והכוונת המתלוננת, ועצרו את הנאשם, על בסיסם עותרת התביעה לסמוך הרשעת הנאשם ומנגד עדותו המכחישה של הנאשם",test,אמינה בגלל שהנאשם לא אמין,0.72
48306,SH-13-08-24175-34,"הנאשם עומת בחקירתו הנגדית עם עדותה הברורה של המתלוננת ונשאל מדוע שתעליל עליו מעשה שכזה וכל שהשיב היה ""לא ראיתי אותה","הנאשם עומת בחקירתו הנגדית עם עדותה הברורה של המתלוננת ונשאל מדוע שתעליל עליו מעשה שכזה וכל שהשיב היה ""לא ראיתי אותה. היום זה פעם ראשונה שראיתי אותה"" (פרוט' עמ' 24 שו' 25-28).",5,"הנאשם עומת בחקירתו הנגדית עם עדותה הברורה של המתלוננת ונשאל מדוע שתעליל עליו מעשה שכזה וכל שהשיב היה ""לא ראיתי אותה",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.72
48352,SH-13-08-24175-34,"אל מול עדותה האמינה והאותנטית של המתלוננת, עומדת לה עדותו המתחמקת הבלתי מבוססת והמופרכת של הנאשם, שלא עוררה בי שמץ של אמון","אל מול עדותה האמינה והאותנטית של המתלוננת, עומדת לה עדותו המתחמקת הבלתי מבוססת והמופרכת של הנאשם, שלא עוררה בי שמץ של אמון.",5,"אל מול עדותה האמינה והאותנטית של המתלוננת, עומדת לה עדותו המתחמקת הבלתי מבוססת והמופרכת של הנאשם, שלא עוררה בי שמץ של אמון",test,"אמינה: בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",0.49
48380,SH-13-08-24175-34,"מכל האמור כאשר מציבה אני את עדותה החד משמעית והמהימנה של המתלוננת אל מול עדות הנאשם – המגלמת גרסה מופרכת ונעדרת כל הסבר ומניע אפשרי מצד המתלוננת לטפול כנגדו תלונה כוזבת, המסקנה היא שיש לבכרה על פניה","מכל האמור כאשר מציבה אני את עדותה החד משמעית והמהימנה של המתלוננת אל מול עדות הנאשם – המגלמת גרסה מופרכת ונעדרת כל הסבר ומניע אפשרי מצד המתלוננת לטפול כנגדו תלונה כוזבת, המסקנה היא שיש לבכרה על פניה.",5,"מכל האמור כאשר מציבה אני את עדותה החד משמעית והמהימנה של המתלוננת אל מול עדות הנאשם – המגלמת גרסה מופרכת ונעדרת כל הסבר ומניע אפשרי מצד המתלוננת לטפול כנגדו תלונה כוזבת, המסקנה היא שיש לבכרה על פניה",test,אמינה בגלל שהנאשם לא אמין,0.78
50349,s03005381-402, נטען לעדות כבושה מצד המתלוננת,1. נטען לעדות כבושה מצד המתלוננת.,5, נטען לעדות כבושה מצד המתלוננת,test,"לא אמינה: לא עקבית, הציגה סתירות",0.53
56332,s02005165-412," מדובר אפוא בשתי גרסאות קוטביות, של המתלוננת מזה וזה הנאשם מזה, לגבי אופן התפתחות והתרחשות הארוע בדירה, מתחילתו ועד סופו","15. מדובר אפוא בשתי גרסאות קוטביות, של המתלוננת מזה וזה הנאשם מזה, לגבי אופן התפתחות והתרחשות הארוע בדירה, מתחילתו ועד סופו.ב המתלוננת טוענת, כאמור, כי הנאשם לא שעה להפצרותיה ותחינותיה וכפה עצמו עליה, בהיותו גם הלום משתיית היין במסעדה , ונתון כל כולו ב""אקסטזה מינית"", כהגדרתה, כשהוא עצמו היה היוזם לארוע, שנכפה עליה באחת ושבו קפאה ומחתה כנגדו, שיחדל ממעשיו, כי הינו מביך אותה ואין היא רוצה בו כלל, כשבהמשך, כפי שעלה מעדותה, הצרה על כך שלא היתה אסרטיבית דייה, שיתכן וכך היתה מונעת את התפתחות הארוע, כשאף  שקלה לפגוע בו בעזרת מאפרה, במהלך הארוע.ו",5," מדובר אפוא בשתי גרסאות קוטביות, של המתלוננת מזה וזה הנאשם מזה, לגבי אופן התפתחות והתרחשות הארוע בדירה, מתחילתו ועד סופו",test,אמינה בגלל חיזוק חיצוני,0.21
57723,ME-11-06-2965-391,"שלישית, טוען ב""כ הנאשם כי גרסתה השקרית של המתלוננת נולדה לאחר שהתברר לה כי בן זוגה שאהר גילה את העובדה שהיא בילתה באותו לילה עם גבר אחר, ומתוך פחדה שלא יאונה לה כל רע מידי בן זוגה, איש אלים וחם מזג, המציאה את סיפור החטיפה והאונס, על מנת להסיט את האשמה ל""בילויה"" עם הנאשם ממנה לנאשם עצמו","שלישית, טוען ב""כ הנאשם כי גרסתה השקרית של המתלוננת נולדה לאחר שהתברר לה כי בן זוגה שאהר גילה את העובדה שהיא בילתה באותו לילה עם גבר אחר, ומתוך פחדה שלא יאונה לה כל רע מידי בן זוגה, איש אלים וחם מזג, המציאה את סיפור החטיפה והאונס, על מנת להסיט את האשמה ל""בילויה"" עם הנאשם ממנה לנאשם עצמו. כראיה לכך שמדובר באיש אלים ומסוכן, מפנה הסנגור המלומד לעובדה ששנה לאחר האירוע נשוא כתב האישום הגישה המתלוננת תלונה נגד שאהר בגין אלימות במשפחה, ושאהר הורשע ונגזר עליו תקופת מאסר לריצוי בפועל.",5,"שלישית, טוען ב""כ הנאשם כי גרסתה השקרית של המתלוננת נולדה לאחר שהתברר לה כי בן זוגה שאהר גילה את העובדה שהיא בילתה באותו לילה עם גבר אחר, ומתוך פחדה שלא יאונה לה כל רע מידי בן זוגה, איש אלים וחם מזג, המציאה את סיפור החטיפה והאונס, על מנת להסיט את האשמה ל""בילויה"" עם הנאשם ממנה לנאשם עצמו",test,"אמינה: לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם",0.77
57968,ME-11-06-2965-391,איני מתעלם מן הקשיים שבעדותה הכוללת של המתלוננת,איני מתעלם מן הקשיים שבעדותה הכוללת של המתלוננת.,5,איני מתעלם מן הקשיים שבעדותה הכוללת של המתלוננת,test,"אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת)-יש פגמים אבל ההכרעה היא לטובת המתלוננ.ת",0.27
57988,ME-11-06-2965-391,"גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום","גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום. אם אכן קיימו יחסים מיניים ביניהם גם בעבר, יותר סביר לקבל את הגרסה שהייתה פתיחות מצד המתלוננת גם באותו לילה לקיום יחסים עמו.",5,"גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום",test,אמינה בגלל שהנאשם לא אמין,0.39
