sentence_id,title,paragraph_text,origin_sentence,category
53959,ME-12-10-2187-137,"הנה כי כן, יש בעדותה המהימנה של המתלוננת, שנמצאו לה חיזוקים בראיות אחרות, כדי להביא לקביעה, במחלוקת הליבה, ולפיה, הוכח, במידה הנדרשת במשפט, שהחדרת אצבעותיו ואיבר מינו של הנאשם לאיבר מינה של המתלוננת, נעשו שלא בהסכמתה החופשית, ושעה שהנאשם היה מודע להיעדר ההסכמה. בכך, הוכחו יסודות עבירת האינוס, כמפורט בכתב האישום.","הנה כי כן, יש בעדותה המהימנה של המתלוננת, שנמצאו לה חיזוקים בראיות אחרות, כדי להביא לקביעה, במחלוקת הליבה, ולפיה, הוכח, במידה הנדרשת במשפט, שהחדרת אצבעותיו ואיבר מינו של הנאשם לאיבר מינה של המתלוננת, נעשו שלא בהסכמתה החופשית, ושעה שהנאשם היה מודע להיעדר ההסכמה",אמינה בגלל חיזוק חיצוני
47132,m03001035,"לטעמי, כפי שמצאה גם חברתי כבוד השופטת ס.נ רוטלוי, הגם שבמקרה של מתן אמון מלא בגירסת המתלוננת, נדרשת חובת הנמקה בלבד, קיימות במקרה זה ראיות של ממש היכולות להגיע אף לדרגה של סיוע (שאיננו נדרש במקרה זה) ובוודאי להוות חיזוק של ממש לגירסתה האמינה של המתלוננת.","נ רוטלוי, הגם שבמקרה של מתן אמון מלא בגירסת המתלוננת, נדרשת חובת הנמקה בלבד, קיימות במקרה זה ראיות של ממש היכולות להגיע אף לדרגה של סיוע (שאיננו נדרש במקרה זה) ובוודאי להוות חיזוק של ממש לגירסתה האמינה של המתלוננת",אמינה בגלל חיזוק חיצוני
50707,ME-12-09-12360-11,"118. ראשית, השתכנעתי, כי מכשיר הנייד מסוג סמסונג גלקסי, אשר נתפס במרפאה, הוא המכשיר השייך למתלוננת. קיבלתי בעניין זה את עדותה המהימנה של המתלוננת, כי זיהתה את המכשיר, בין היתר, על פי שריטות ייחודיות עליו, ויותר מכך, עקב עובדת הימצאות תמונת אחיה על גבי בשומר המסך, שככל הנראה, הנאשם לא הצליח להסיר. שנית,  אני דוחה את טענת הנאשם, שנסתרה אף על ידי אחיו, ד""ר גאנם, כי מספר הטלפון שלו אינו המספר – 0545847768 (ת/21, ת/23). יתרה מכך, הנאשם בעצמו מסר מספר זה, כמספר שלו מזה שבע שנים, במשטרה (ת/7 ו-ת/20). שלישית, על פי עדותו המקצועית של דניאל, ניתן לקבוע, כי לכל מכשיר נייד, יש מספר ייחודי של IMEI, ""מספר ברזל"" - שניתן לאכנו, ללא קשר למספר כרטיס הסים שבתוכו. כך זוהה מכשיר הנייד של המתלוננת, בפלטי השיחות של חברת אורנג' . בנוסף, לפי עדותו של דניאל, לכל טלפון נייד, יש כרטיס סים, עליו מוטבע מספרו של המנוי והוא ניתן להעברה ממכשיר למכשיר. רביעית, על סמך מחקרי התקשורת של חברות הסלולר, שעל תוקפם הראייתי ומשקלם לא היה חולק, ניתן לקבוע, על פי השיחות שנכנסו למספר המנוי של הנאשם ויצאו ממנו על גבי  מספר ה- IMEI של מכשיר המתלוננת, בין ה-22.8.2012 ל-30.8.2012, זמן קצר לפני שנתפס בחיפוש, כי המכשיר אשר נתפס במרפאה, הוחזק ביד הנאשם משך כל אותה תקופה, עד אשר ביקש להיפטר ממנו, והעבירו למחמוד, מחשש שישוייך אליו על ידי החוקרים. מהודעתו של מחמוד במשטרה, עלה כי הנאשם, בתחכום, ביקש ממנו לשמור על הנייד, הפריד את הסוללה מהמכשיר וביקש שיטען כי הוא שלו. ניסיונותיו של מחמוד, עובד של ד""ר גאנם, אחיו של הנאשם, לסייע לנאשם, בין אם ברצון מלא, או מתוך חשש למעמדו בשל קרבת הנאשם למעסיקו, מחזקים את אשמו של הנאשם. הנאשם ביקש להעלים את הראיה, ולפגוע בחיפוש שערכו השוטרים. מחמוד - שיקר. תחילה, ניסה למזער את חלקו של הנאשם מחד, אך חשש לשאת באשמה לשווא. כשהבין כי נעצר בחשד להחזקת נשק החשוד כגנוב, החליט לספר את הגרסה האמיתית, כי הנייד אינו שלו וכי הוא ניתן לו מהנאשם שביקש לכפות עליו. זאת ועוד, לא ניתן שום הסבר המניח את הדעת, מדוע יעליל מחמוד על הנאשם, כי הנייד שלו, וכי הנחה אותו כאמור, לומר שהנייד שלו. נהפוך הוא, ניתן הסבר המתיישב עם חומר הראיות, כי מחמוד ביקש לכפות על הנאשם, בהנחייתו, כיוון שהוא אחיו של מעסיקו."," קיבלתי בעניין זה את עדותה המהימנה של המתלוננת, כי זיהתה את המכשיר, בין היתר, על פי שריטות ייחודיות עליו, ויותר מכך, עקב עובדת הימצאות תמונת אחיה על גבי בשומר המסך, שככל הנראה, הנאשם לא הצליח להסיר",אמינה בגלל חיזוק חיצוני
208261,s98002190,"ג. א) בעוד שגירסתה של המתלוננת, בדבר מעשיו של הנאשם – כפי שמופיעים בכתב האישום – ברורים וחד משמעיים, הרי שגירסתו של הנאשם בדבר החיבוק משנה צורות או ""פוזות"" בהתייחסו לעובדה פשוטה מה באמת עשה."," א) בעוד שגירסתה של המתלוננת, בדבר מעשיו של הנאשם – כפי שמופיעים בכתב האישום – ברורים וחד משמעיים, הרי שגירסתו של הנאשם בדבר החיבוק משנה צורות או ""פוזות"" בהתייחסו לעובדה פשוטה מה באמת עשה",אמינה בגלל שהנאשם לא אמין
90503,m06003016,"89. נוסיף גם כי בעדותה המזכה סותרת המתלוננת פרטים מהותיים בגרסת הנאשם. הנאשם, כאמור, מחזק את הגרסה המפלילה של המתלוננת בספרו כי לאחר קניית הפיצה הם ישבו ושוחחו במכונית. לעומתו עמדה המתלוננת, בעדותה המזכה, כי כל השיחה הייתה ברחבי הקניון (עמ'   267). ברי שזו סתירה מהותית המחזקת את ההנחה שהעדות המזכה אינה מהימנה. לא מדובר בסתירה בפרט שולי, אלא בפרט מהותי. על פניו דומה שניסיונה של המתלוננת לעזור לנאשם הביא אותה למסור גרסה המרחיקה אותו מהמעשה אל מעבר למה שהנאשם עצמו העיד."," הנאשם, כאמור, מחזק את הגרסה המפלילה של המתלוננת בספרו כי לאחר קניית הפיצה הם ישבו ושוחחו במכונית",אמינה בגלל שהנאשם לא אמין
90564,m06003016,"95. כאשר בוחנים את מכלול הראיות, גרסאותיה השונות של המתלוננת, העדות הנוספת וגרסת הנאשם, מתחייבת המסקנה כי דווקא הגרסה המפלילה היא המהימנה."," כאשר בוחנים את מכלול הראיות, גרסאותיה השונות של המתלוננת, העדות הנוספת וגרסת הנאשם, מתחייבת המסקנה כי דווקא הגרסה המפלילה היא המהימנה",אמינה בגלל שהנאשם לא אמין
1380649,ME-15-05-26580-949,"בחינת עדות הנאשם אין מקום להעדיף את גרסת הנאשם, שלפיה הוא והמתלוננת בילו ערב נעים, ולקבוע כי גרסת המתלוננת ""הזויה"" ונטולת הגיון פנימי. לא ניתן לקבוע שהנאשם זוכר את כל פרטי הערב, כפי שטען [פרוטוקול מיום 17.3.16, עמ' 52], בהתחשב בכך שבשתי הזדמנויות שונות, מיד עם מעצרו ובתחילת חקירתו, טען כי אינו זוכר דבר [ת/3 ו-ת/10ב', בהתאמה]. אמנם, ייתכן שתחת ערפול האלכוהול והשינה, שבו היה נתון בעת מעצרו, לא זכר את שארע; וכשהתפוגג הערפול – הצטלל זכרונו. אולם, פרטים מגרסת הנאשם שנסתרו בראיות אובייקטיביות מובילים למסקנה שכנראה חלקים נכבדים מהערב נמחקו מזיכרונו. אפשרות זו תואמת את השפעתה הפוטנציאלית של כמות האלכוהול הגדולה שהנאשם שתה, השפעה שהיא מן המפורסמות ובגדר ידיעה שיפוטית.","בחינת עדות הנאשם אין מקום להעדיף את גרסת הנאשם, שלפיה הוא והמתלוננת בילו ערב נעים, ולקבוע כי גרסת המתלוננת ""הזויה"" ונטולת הגיון פנימי",אמינה בגלל שהנאשם לא אמין
1526107,ME-18-05-19391-55,"עדות הקטינה 3 כי הנאשם נגע בישבנה ובאיבר מינה במהלך השיעורים, בנוכחות ההורים וילדים נוספים, אינה סבירה בלשון המעטה. על פי הטענה, גם מעדות אמה של הקטינה 3 עולה כי האם פרשה את נגיעות הנאשם בבתה כנגיעות מקצועיות.","עדות הקטינה 3 כי הנאשם נגע בישבנה ובאיבר מינה במהלך השיעורים, בנוכחות ההורים וילדים נוספים, אינה סבירה בלשון המעטה",אמינה בגלל שהנאשם לא אמין
246436,ME-11-02-49931-817,"הנאשם 14. מנגד, הנאשם, בעדותו לפניי, יצר רושם חלקלק, מניפולטיבי, מתחמק, והעיד כמי שהולך בין הטיפות. במקומות בהם לא ראה סכנה לעצמו (לאור התשובה לאישום), לא חלק על עדות המתלוננות (כגון על היקף וטיב הרכוש אותו גנב מהן), אולם במקומות בהם חש כי רגליו בסכנה, ניסה וביקש לעדן את התנהלותו ומעשיו. הנאשם הכחיש כי הוריד תכשיטים בכוח מגופה של ח.ו. או כי גרר אותה בכוח ובחוזקה אחריו ברחבי הדירה. מפיו נשמעו הדברים כאילו יצא עימה לטיול רגוע. הנאשם, אף שלא הכחיש כי השכיב את שתי הנשים על המיטה, לא מסר הסבר מתקבל על הדעת מדוע עשה כן, ומכל מקום, וכאמור, עדות המתלוננות אמינה ואני מעדיף אותן על פני עדותו של הנאשם. יודגש באשר לעצם המעשה – השכבתן של השתיים על המיטה – הנאשם אינו חולק כלל. באשר למתלוננת ג.פ. אמר הנאשם כי הפילה על המיטה על מנת להפחידה ולמנוע ממנה מלברוח או לצעוק. את המתלוננת השנייה הכניס בברוטאליות לחדר השינה לאחר שכבר סיים את 'פרק הרכוש' בדירה, השכיב אותה על המיטה וישב מעליה. התירוץ שנתן לכך היה כי ראה שמתלוננת זו, שכבר נרגעה, נראתה ""זוממת"" דבר מה והוא ביקש לעקר כל ניסיון להכשילו. בעובדה שהנאשם מאשר כי השכיב את שתי הנשים על המיטה, הוא מחזק את עדותן, ובתירוציו הדלים שנתן לכך הוא מגביר את אמינותן, שאינה זקוקה לעידוד מצידו, באשר למעשים שעשה בהן כפי עדותן. אין לקבל  את ניסיון הנאשם להתרחק ממעשים בעלי גוון מיני כפי שביקש. לנאשם לא הייתה כל סיבה לגרור את ח.ו. פעם נוספת לחדר השינה, לאור מצבה המפוחד והשברירי, כאשר לא היה בכוחה להזיק לו. כן הדבר באשר להשכבתה של ג.פ. על המיטה. אין זאת, אלא שהנאשם ביקש לעצמו גם ריגוש מיני, לצד נטילת רכוש, ועל-כן איים על האחת שיעשה לה מה שבעלה עושה לה ולאחר מכן השכיבה על המיטה, כמו גם דבריו ומעשיו כנגד המתלוננת השנייה, לאחר שהשיבה לחדר השינה והשכיבה על המיטה, כמפורט לעיל. בהקשר זה לא למותר להוסיף כי הנאשם, כמי שמשתייך למגזר החרדי, ידע היטב כי במעשיו הפיזיים הנוגעים בנשים חרדיות: השכבתן על המיטה, ישיבה מעליהן ואחיזה בגופן, יש משום מעשה מגונה בהקשרו המיני. הנאשם, יש לציין, יודע להתנסח היטב, מדייק במילים אותן הוא בוחר, לא פעם התייחס לפרט זה או אחר בעדות המתלוננות על מנת 'להעמיד דברים על דיוקם'. הערות אלה, באשר לכושר הבנתו והתנסחותו של הנאשם, באות גם לאור רצון הנאשם, בעדותו, להסתייג מתשובות סנגורו הקודם לכתב האישום, תשובות שניתנו גם בפתח ישיבת הוכחות, במעמד הנאשם ובנוכחותו, ומבלי שהנאשם מצא לנכון להעיר הערה כלשהי בזמן אמת."," הנאשם, אף שלא הכחיש כי השכיב את שתי הנשים על המיטה, לא מסר הסבר מתקבל על הדעת מדוע עשה כן, ומכל מקום, וכאמור, עדות המתלוננות אמינה ואני מעדיף אותן על פני עדותו של הנאשם",אמינה בגלל שהנאשם לא אמין
104680,ME-08-10-6212-89,"7. די היה לי, בנסיבות העניין, לקבוע כי גרסתה של המתלוננת מהימנה עלי וגרסת הנאשם אינה אמינה עלי ולהרשיע את הנאשם, שכן עפ""י  ל ניתן להרשיע בעבירת מין על סמך עדות יחידה תוך קיום חובת ההנמקה. לעדות האמינה של המתלוננת במקרה דנן מצטרפות ראיות בעניין מצבה הנפשי והתנהגותה של המתלוננת בסמוך לאחר ביצוע המעשים. מן המפורסמות, שבטרם בוטלה דרישת הסיוע להוכחת ביצועה של עבירת האינוס, נפסק, כי מצבו הנפשי של קורבן עבירת מין יכול לשמש סיוע לקרות האירוע (י' קדמי, על הראיות, חלק ראשון, מהדורה משולבת ומעודכנת, התשס""ד-2003, עמ' 277-280 והאסמכתאות שם)."," די היה לי, בנסיבות העניין, לקבוע כי גרסתה של המתלוננת מהימנה עלי וגרסת הנאשם אינה אמינה עלי ולהרשיע את הנאשם, שכן עפ""י  ל ניתן להרשיע בעבירת מין על סמך עדות יחידה תוך קיום חובת ההנמקה",אמינה בגלל שהנאשם לא אמין
258791,ME-06-1098-341,"בהכרעת הדין נדחתה גרסת הבדים של הנאשם לפיה המתלוננת היא זונה שהסכימה למין בתשלום, קבענו, כי גרסת המתלוננת מהימנה והרשענו את הנאשם על פי העובדות הבאות שפורטו בכתב האישום:","בהכרעת הדין נדחתה גרסת הבדים של הנאשם לפיה המתלוננת היא זונה שהסכימה למין בתשלום, קבענו, כי גרסת המתלוננת מהימנה והרשענו את הנאשם על פי העובדות הבאות שפורטו בכתב האישום:",אמינה בגלל שהנאשם לא אמין
179616,m00925,"בני זוג אלה גם מסרו אמרות במשטרה, בעקבות תלונת המתלוננת, והם גם מופיעים ברשימת עדי התביעה שבכתב האישום (עדי תביעה מס' 3 ו- 4), ככאלה שהמאשימה התכוונה להעידם מטעמה, ומסתמא יכול היה בעדותם כדי לסייע בהכרעה בין הגירסאות הנוגדות של המתלוננת ושל הנאשם.","בני זוג אלה גם מסרו אמרות במשטרה, בעקבות תלונת המתלוננת, והם גם מופיעים ברשימת עדי התביעה שבכתב האישום (עדי תביעה מס' 3 ו- 4), ככאלה שהמאשימה התכוונה להעידם מטעמה, ומסתמא יכול היה בעדותם כדי לסייע בהכרעה בין הגירסאות הנוגדות של המתלוננת ושל הנאשם",אמינה בגלל שהנאשם לא אמין
313326,ME-10-09-35796-613,"שנית, גם לגופה של טענה איני מוצאת בה ממש. המתלוננת הסבירה היטב כי מקור הבלבול נעוץ בכך שמבחינתה ישנם שני מסלולים אפשריים של שירות ולכן, גם אם במועד מסירת ההודעה לא עלה בידה לזכור מה בדיוק סיכמה עם הנאשם ספציפית, עדיין אין בכך כדי לפגוע בליבת גרסתה. יתרה מזאת, גם בנקודה צרה זו גרסת המתלוננת, ולפיה השירותים שהיא נותנת לעולם תחומים בזמן, הגיונית ומסתברת יותר מטענת הנאשם כי בעבור 50 ₪ הסכימה לספק לו שירותי מין ללא כל מגבלת זמן. משכך, אין לסתירה האמורה כל השלכה על מהימנות המתלוננת וכל טענות ב""כ הנאשם בהקשר זה נדחות."," יתרה מזאת, גם בנקודה צרה זו גרסת המתלוננת, ולפיה השירותים שהיא נותנת לעולם תחומים בזמן, הגיונית ומסתברת יותר מטענת הנאשם כי בעבור 50 ₪ הסכימה לספק לו שירותי מין ללא כל מגבלת זמן",אמינה בגלל שהנאשם לא אמין
854397,ME-19-07-69765-55,"עדותו של המתלונן נתמכת בראיות נוספות, ובראש וראשונה בגרסה המתפתחת של הנאשם עצמו, שבסופו של דבר הודה למעשה בכל הפרטים של המעשים המגונים שיוחסו לו בכתב האישום, שהוזכרו גם בעדותו של המתלונן, למרות השוני בפרטים שונים בין גרסתו ובין גרסת המתלונן, שאין בו כדי להשפיע על עצם ההרשעה בעבירות הללו. הנאשם הודה גם בקיומו של מגע של איבר מינו בישבנו של המתלונן, כפי שטען המתלונן לאורך כל הדרך, אף שטען כי המגע לא כלל חדירה לפי הטבעת.","עדותו של המתלונן נתמכת בראיות נוספות, ובראש וראשונה בגרסה המתפתחת של הנאשם עצמו, שבסופו של דבר הודה למעשה בכל הפרטים של המעשים המגונים שיוחסו לו בכתב האישום, שהוזכרו גם בעדותו של המתלונן, למרות השוני בפרטים שונים בין גרסתו ובין גרסת המתלונן, שאין בו כדי להשפיע על עצם ההרשעה בעבירות הללו",אמינה בגלל שהנאשם לא אמין
1646485,ME-10-07-21310-4,"כאמור, משמצאנו כי, לבד מהיות עדות המתלוננת אמינה ומשכנעת (לפיכך עומדת בפניה עצמה), היא אף תואמת את הראיות הנוספות, ועומדת במבחן ניסיון החיים והשכל הישר, וכי האפשרות של ""עלילת שווא"" מצידה בלתי סבירה, בנסיבות העניין, משכך, אני קובע כי עדותה של המתלוננת מהימנה עלי.","כאמור, משמצאנו כי, לבד מהיות עדות המתלוננת אמינה ומשכנעת (לפיכך עומדת בפניה עצמה), היא אף תואמת את הראיות הנוספות, ועומדת במבחן ניסיון החיים והשכל הישר, וכי האפשרות של ""עלילת שווא"" מצידה בלתי סבירה, בנסיבות העניין, משכך, אני קובע כי עדותה של המתלוננת מהימנה עלי",אמינה בגלל שהנאשם לא אמין
179478,m00925,"18. ועתה – ומשבמהימנות קא עסקינן, ובתיתי, אליבא דידי, אמון מלא בגירסתה המקורית של המתלוננת – נשוב אל גירסת הנאשם, ונבחן עד כמה היא עומדת היא במבחן המהימנות."," ועתה – ומשבמהימנות קא עסקינן, ובתיתי, אליבא דידי, אמון מלא בגירסתה המקורית של המתלוננת – נשוב אל גירסת הנאשם, ונבחן עד כמה היא עומדת היא במבחן המהימנות",אמינה בגלל שהנאשם לא אמין
558157,ME-11-10-25753-846,"37.  לסיכום, עדות המתלונן עומדת לא רק במבחן הפנימי של שכל ישר וכנות, אלא גם במבחן החיצוני של ההשתלבות עם ראיות אחרות, ובעימות בין גרסתו לבין גרסת הנאשם, עדיפה עלי הראשונה על פני זו האחרונה.","  לסיכום, עדות המתלונן עומדת לא רק במבחן הפנימי של שכל ישר וכנות, אלא גם במבחן החיצוני של ההשתלבות עם ראיות אחרות, ובעימות בין גרסתו לבין גרסת הנאשם, עדיפה עלי הראשונה על פני זו האחרונה",אמינה בגלל שהנאשם לא אמין
71138,ME-12-09-33735-44,"הערכת מהימנות הצדדים 33.  לאחר שמיעת העדויות ולאור מכלול הראיות, הגעתי לכלל מסקנה כי עדותה של המתלוננת מהימנה ואני מעדיפה אותה על פני עדותו של הנאשם.","  לאחר שמיעת העדויות ולאור מכלול הראיות, הגעתי לכלל מסקנה כי עדותה של המתלוננת מהימנה ואני מעדיפה אותה על פני עדותו של הנאשם",אמינה בגלל שהנאשם לא אמין
545743,m07001061-244,"בחינת עדויות המתלוננת והנאשם, מובילה למסקנה חד-משמעית כי עדות המתלוננת עדיפה על פני עדות הנאשם.","בחינת עדויות המתלוננת והנאשם, מובילה למסקנה חד-משמעית כי עדות המתלוננת עדיפה על פני עדות הנאשם",אמינה בגלל שהנאשם לא אמין
104664,ME-08-10-6212-89,"4. בניגוד לגרסאותיו של הנאשם, גרסתה של המתלוננת מבוססת ואיתנה. והיא מתיישבת עם פלטי השיחות, אשר מלמדים על השעות בהן אירע האירוע. עפ""י ת/10, פלט השיחות של מספר 052-5538665- מס' הטלפון הנייד של הנאשם- בשעה 01:40 התקשר הנאשם לפלאפון של המתלוננת- 050-9349322 ושוחח עימה 184 שניות. ניתן לקבוע כי שיחה זו מתיישבת עם גרסת המתלוננת כי בדרך לצומת ביל""ו הנאשם יצא את הרכב, החל לצעוד ואז התקשר אליה וחזר לרכב. בנוסף, עפ""י פלט השיחות עולה כי בשעה 02:30 ובשעה 02:31 יש ניסיונות חיוג למספר 050-3377487. לפי ת/3 מדובר במספר הטלפון הנייד של המכונה ""זבל"", ועל כן ניתן לקבוע כי בשעה זו עוד ישבו המתלוננת והנאשם ב""גולדה"". יתרה מזאת, הנאשם עצמו העיד כי ככל הנראה ההתקשרות נעשתה מתוך ה""גולדה"" (עמ' 359, ש' 26-27 לפרוטוקול)."," בניגוד לגרסאותיו של הנאשם, גרסתה של המתלוננת מבוססת ואיתנה",אמינה בגלל שהנאשם לא אמין
527079,s03008354-328,"בחינת העדויות והראיות כולן, והתייחסותן אלה לאלה, באספקלריה של המחלוקות בין הצדדים, הביאה אותי למסקנה חד משמעית כי יש להעדיף את עדות המתלוננת ואת גרסתה ביחס לשני האירועים על פני עדות הנאשם, וכי בניגוד לעדותו של האחרון, עדות המתלוננת כנה ואמינה.","בחינת העדויות והראיות כולן, והתייחסותן אלה לאלה, באספקלריה של המחלוקות בין הצדדים, הביאה אותי למסקנה חד משמעית כי יש להעדיף את עדות המתלוננת ואת גרסתה ביחס לשני האירועים על פני עדות הנאשם, וכי בניגוד לעדותו של האחרון, עדות המתלוננת כנה ואמינה",אמינה בגלל שהנאשם לא אמין
1510312,s00009709-474,"סיכומו של דבר: עדותה של המתלוננת ברורה ומקבלת חיזוק מלא מן הראיות ובעיקר, מעדותו של הנאשם בעצמו הממקם עצמו לא רק במקום האירוע אלא גם בגוף האירוע דהיינו, בגופה של המתלוננת אותה הוא תוקף, פיזית ומינית.","סיכומו של דבר: עדותה של המתלוננת ברורה ומקבלת חיזוק מלא מן הראיות ובעיקר, מעדותו של הנאשם בעצמו הממקם עצמו לא רק במקום האירוע אלא גם בגוף האירוע דהיינו, בגופה של המתלוננת אותה הוא תוקף, פיזית ומינית",אמינה בגלל שהנאשם לא אמין
150595,ME-09-09-9012-283,"עם אחר, היתה עדותה של המתלוננת חדה במיוחד, כאשר העידה כיצד היא שבה וחשה זאת באופן מדויק גם בעת עדותה, והעבירה לנו תחושה זו באופן מצמרר.","עם אחר, היתה עדותה של המתלוננת חדה במיוחד, כאשר העידה כיצד היא שבה וחשה זאת באופן מדויק גם בעת עדותה, והעבירה לנו תחושה זו באופן מצמרר",אמינה בגלל שהנאשם לא אמין
151690,m02001067-568,"ראיות ה""עיבוי"" מטעם המאשימה 25. על-אף שבוטלה דרישת הסיוע לעדות יחידה של מתלוננת בעבירת-מין, הובאו בפנינו ע""י המאשימה עדויות נוספות במטרה לתמוך ולאמת את גרסת המתלוננת, ולחזק את אמינותה. בנוסף לעדות המתלוננת, מבקשת המאשימה להישען על שלושה אדנים עיקריים נוספים: גרסתו השקרית, לטענתה, של הנאשם; מצבה הנפשי של המתלוננת לאחר ביצוע העבירות ותלונתה המיידית."," על-אף שבוטלה דרישת הסיוע לעדות יחידה של מתלוננת בעבירת-מין, הובאו בפנינו ע""י המאשימה עדויות נוספות במטרה לתמוך ולאמת את גרסת המתלוננת, ולחזק את אמינותה",אמינה בגלל שהנאשם לא אמין
51666,ME-07-1179-1,"יש להרשיע את הנאשם גם ביתר האירועים המיניים שבוצעו בה בשלושת הימים שלאחר 'אירוע המלפפון', אותם הכחיש הנאשם. מדובר באירועים שהם יחסית מינוריים, ששוללים את גרסת הנאשם לפיה מדובר בעלילה נגדו. גרסת המתלוננת עקבית ושלמה, וחיזוק לכך ניתן למצוא בגרסת הנאשם לגבי 'אירוע המלפפון', שמציגה את גרסת המתלוננת כמהימנה. חיזוק לאירוע ניסיון האונס, ניתן למצוא בנ/5, התחתון שקרע הנאשם מהמתלוננת, שהוגש למשטרה על ידי המתלוננת."," גרסת המתלוננת עקבית ושלמה, וחיזוק לכך ניתן למצוא בגרסת הנאשם לגבי 'אירוע המלפפון', שמציגה את גרסת המתלוננת כמהימנה",אמינה בגלל שהנאשם לא אמין
45197,m03001035,"השופטת ס' רוטלוי, והשופט ורדי: כדרכן של עבירות המין, מדובר בגרסה מול גרסה כאשר עיון מדוקדק בכל הראיות מוביל למסקנה, שעדות המתלוננת ראויה לאמון מלא. הגם שבמקרה של מתן אמון מלא בגירסת המתלוננת, נדרשת חובת הנמקה בלבד, קיימות במקרה זה ראיות של ממש היכולות להגיע אף לדרגה של סיוע (שאיננו נדרש במקרה זה) ובוודאי להוות חיזוק של ממש לגירסתה האמינה של המתלוננת אל מול גרסתו השקרית של הנאשם."," הגם שבמקרה של מתן אמון מלא בגירסת המתלוננת, נדרשת חובת הנמקה בלבד, קיימות במקרה זה ראיות של ממש היכולות להגיע אף לדרגה של סיוע (שאיננו נדרש במקרה זה) ובוודאי להוות חיזוק של ממש לגירסתה האמינה של המתלוננת אל מול גרסתו השקרית של הנאשם",אמינה בגלל שהנאשם לא אמין
70350,ME-12-09-33735-44,"עדותה של המתלוננת מהימנה ויש להעדיף אותה על פני עדותו של הנאשם. ראשית, הרושם שהשאירה המתלוננת בעדותה היה של עדה אמינה, העידה על דברים כפי שהתרחשו, על חוויות שחוותה. עדותה עקבית, קוהרנטית וסדורה. גרסתה של המתלוננת מתיישבת עם הגיונם של דברים. בעדותה של המתלוננת בבית המשפט ניכרו אותות אמת.",עדותה של המתלוננת מהימנה ויש להעדיף אותה על פני עדותו של הנאשם,אמינה בגלל שהנאשם לא אמין
279316,SH-08-6572-1,"סוף דבר 36. לאור העדות המהימנה של המתלוננת שנתמכה בראיות אחרות לעומת העדות הבלתי מהימנה של הנאשם, אני מאמץ את גרסת המתלוננת ביחס לאירועים נשוא כתב האישום במלואה."," לאור העדות המהימנה של המתלוננת שנתמכה בראיות אחרות לעומת העדות הבלתי מהימנה של הנאשם, אני מאמץ את גרסת המתלוננת ביחס לאירועים נשוא כתב האישום במלואה",אמינה בגלל שהנאשם לא אמין
240966,s05001085-150,"משקבעתי כי גרסת המתלוננת אמינה עלי, ובדחותי את גירסת ההגנה, אני קובעת כי הוכחו יסודות העבירות שיוחסו לנאשם בכתב האישום מעבר לכל ספק סביר.","משקבעתי כי גרסת המתלוננת אמינה עלי, ובדחותי את גירסת ההגנה, אני קובעת כי הוכחו יסודות העבירות שיוחסו לנאשם בכתב האישום מעבר לכל ספק סביר",אמינה בגלל שהנאשם לא אמין
144751,M003032,"26. אין אנו מאמינים לעדות הנאשם, ואנו מעדיפים את עדותה המהימנה של המתלוננת על פני הכחשתו הכוללת של הנאשם. הנאשם מייחס למתלוננת מניע של קנאה, מעין ""ריב עליו"" בינה לבין אמה. אין לכך כל יסוד, כשם שאין ממש בטענת העלילה, שכביכול העלילה עליו המתלוננת."," אין אנו מאמינים לעדות הנאשם, ואנו מעדיפים את עדותה המהימנה של המתלוננת על פני הכחשתו הכוללת של הנאשם",אמינה בגלל שהנאשם לא אמין
251370,ME-08-1196-55,"17. סיכום לאור כל האמור לעיל, ולו דעתי תישמע, יש להרשיע את הנאשם על בסיס עדותה המהימנה של המתלוננת, אשר לגרסתה נמצאו חיזוקים רבים, ותוך דחיית עדות הנאשם ועדויות עדי ההגנה מטעמו בחוסר אמון, בעבירה לפי  לחוק, ועל יסוד העובדות שהוכחו ואשר לגביהן ניתנה לנאשם הזדמנות סבירה להתגונן, יש להרשיע את הנאשם גם בעבירה לפי  לחוק."," סיכום לאור כל האמור לעיל, ולו דעתי תישמע, יש להרשיע את הנאשם על בסיס עדותה המהימנה של המתלוננת, אשר לגרסתה נמצאו חיזוקים רבים, ותוך דחיית עדות הנאשם ועדויות עדי ההגנה מטעמו בחוסר אמון, בעבירה לפי  לחוק, ועל יסוד העובדות שהוכחו ואשר לגביהן ניתנה לנאשם הזדמנות סבירה להתגונן, יש להרשיע את הנאשם גם בעבירה לפי  לחוק",אמינה בגלל שהנאשם לא אמין
19659,ME-12-03-25945-23,"לנוכח גירסתה המהימנה של המתלוננת והחיזוקים לה כאמור, וחוסר מהימנות גירסת הנאשם, הנאשם לכל הפחות עצם את עיניו מפני אי הסכמת המתלוננת למעשיו, ולמעלה מכך – לפי הראיות דעיל הנאשם חש בבירור בהתנגדותה של המתלוננת.","לנוכח גירסתה המהימנה של המתלוננת והחיזוקים לה כאמור, וחוסר מהימנות גירסת הנאשם, הנאשם לכל הפחות עצם את עיניו מפני אי הסכמת המתלוננת למעשיו, ולמעלה מכך – לפי הראיות דעיל הנאשם חש בבירור בהתנגדותה של המתלוננת",אמינה בגלל שהנאשם לא אמין
