sentence_id,title,sentence_text,paragraph_text,origin_sentence
945208,ME-08-1198-419,"גרסת ה מתלוננת זהה ל גרסת ה נאשם 2 , ב נוגע ל שלב ב הוא עזב את עזריה ו שב ל ה דרום ה ארץ .","גרסת המתלוננת זהה לגרסת הנאשם 2, בנוגע לשלב בו עזב את עזריה ושב לדרום הארץ. המתלוננת אישרה שנאשם 2 איחל לה בריאות ואמר לה שהוא נוסע לסידורים של חתונתה עם מחמד. היא לא התנגדה לחתונה, הואיל וזה הפתרון היחידי שנמצא (עמ' 95, שורות 21-26 לפרוטוקול).","גרסת המתלוננת זהה לגרסת הנאשם 2, בנוגע לשלב בו עזב את עזריה ושב לדרום הארץ"
1080995,s002412,עדות של היא של ה מתלוננת ה נתמכת ב ראיות נוספות אמינה על אני על כל חלק של היא ו אני מעדיפה את היא ללא סייג על עדות של הוא של ה נאשם .,עדותה של המתלוננת הנתמכת בראיות נוספות אמינה עלי על כל חלקיה ואני מעדיפה אותה ללא סייג על עדותו של הנאשם. עדותה הייתה עקבית ואמיתית. לא הרצאה של דברים אלא תיאור של אירוע שהיא חוותה והיא מעלה אותו מזכרונה במהלך העדות.,עדותה של המתלוננת הנתמכת בראיות נוספות אמינה עלי על כל חלקיה ואני מעדיפה אותה ללא סייג על עדותו של הנאשם
1086811,ME-13-12-18407-932,"ל טענת ה תביעה , עדות של היא של ה מתלוננת מהימנה , היא לא ניסתה להפריז ו להשחיר את פנים של הוא של ה נאשם .","לטענת התביעה, עדותה של המתלוננת מהימנה, היא לא ניסתה להפריז ולהשחיר את פניו של הנאשם. השתדלה לדייק ככל יכולתה בפרטים. בכל פעם שנשאלה האם היו אירועים נוספים חזרה אמרה שמדובר באירוע יחיד בנוסף לשני אירועים בהם ניסה לנשקה. אשר להתנהגותה של המתלוננת בזמן האירוע- המתלוננת העידה כי הייתה לחוצה ולכן באה אחריו לסלון ולא העירה את בתו של הנאשם.","לטענת התביעה, עדותה של המתלוננת מהימנה, היא לא ניסתה להפריז ולהשחיר את פניו של הנאשם"
1090241,SH-07-2430-626,"עדות של היא של ה מתלוננת ב יחס ל תוכן ה הצעה , עיקבית ו זהה ל נטען ב כתב ה אישום ו לנטען עלחיד של היא באמרה של היא ב ה משטרה { ת/5 שורה 8 ות/6 שורה 26 } ו כן ב ה מכתב ה תלונה ש הגישה ל ה ממונים ת/ 1 .","עדותה של המתלוננת ביחס לתוכן ההצעה, עיקבית וזהה לנטען בכתב האישום ולנטען על ידה באמרותיה במשטרה {ת/5 שורה 8 ות/6 שורה 26} וכן במכתב התלונה שהגישה לממונים ת/1. ביחס לתגובתה, ובהשוואה לגרסאותיה במשטרה, קיים אי דיוק והעדר התאמה מסוימת. בכתב האישום נטען כי חרף דבריה לנאשם ""כי אינה מעוניינת בהצעתו, וכי הנה אשת איש"". בחקירתה הראשית חזרת על גרסה זו. במשטרה ציינה שאמרה לנאשם :""עזוב אותי יש לי מישהו אחר"" {ת/5 שורה 8} ובחקירתה השנייה ת/6 ציינה ""ואמרתי לו שאין מצב כזה"" {שורה 26}. אין בנסיבות העניין בסתירות אלו ככאלו היורדות לשורשו של עניין. עדותה בבית המשפט לעניין זה  היתה מהימנה, עיקבית ואין באי הדיוקים בכדי לכרסם בעדותה ולהעמיד בספק את אמינותה לעניין זה. ביחס לטענתה כי הנאשם סגר את הדלת לאחר שנכנס המדובר בעובדה שנשמטה מכתב האישום, נטענה בחקירתה הראשית, בחקירתה הנגדית ותאמה את גרסאותיה במשטרה {ת/6 שורה 26} ואת תוכן התלונה שהגישה לממונים באותו היום {ת/1}.","עדותה של המתלוננת ביחס לתוכן ההצעה, עיקבית וזהה לנטען בכתב האישום ולנטען על ידה באמרותיה במשטרה {ת/5 שורה 8 ות/6 שורה 26} וכן במכתב התלונה שהגישה לממונים ת/1"
1123060,s03003881-437,"לאחר ש קילת ה ראיות ב אישום זה , ו ב התמלא דרישת ה סיוע כ מפורט ל הלן , ו לאחר צפייה ב קלטת הוידאו את הוא ו מתן משקל ראוי ל עדויות ה רלוונטיות ו משקבעתי כי עדות ה קטינה אמינה ו עדיפה על פני זו של ה נאשם , אני מרשיע את ה נאשם ב עבירה כ מתואר ב אישום זה .","37. לאחר שקילת הראיות באישום זה, ובהתמלא דרישת הסיוע כמפורט להלן, ולאחר צפייה בקלטת הוידאו ומתן משקל ראוי לעדויות הרלוונטיות ומשקבעתי כי עדות הקטינה אמינה ועדיפה על פני זו של הנאשם, אני מרשיע את הנאשם בעבירה כמתואר באישום זה."," לאחר שקילת הראיות באישום זה, ובהתמלא דרישת הסיוע כמפורט להלן, ולאחר צפייה בקלטת הוידאו ומתן משקל ראוי לעדויות הרלוונטיות ומשקבעתי כי עדות הקטינה אמינה ועדיפה על פני זו של הנאשם, אני מרשיע את הנאשם בעבירה כמתואר באישום זה"
1126135,m001062,"עדות של היא של ה מתלוננת בפני חוקרת ה נוער אכן מבולבלת מעט ו חסרת רצף , אך יחד עם זאת הקפידה ה מתלוננת לחזור על עיקרי דבר של היא ב כל הזדמנות .","עדותה של המתלוננת בפני חוקרת הנוער אכן מבולבלת מעט וחסרת רצף, אך יחד עם זאת הקפידה המתלוננת לחזור על עיקרי דבריה בכל הזדמנות. עדותה של המתלוננת ש.ר. אמינה עלי, כמפורט לעיל, ואני מאמצת דבריה בפני חוקרת הנוער, כמשלימים את עדותה בביהמ""ש.","עדותה של המתלוננת בפני חוקרת הנוער אכן מבולבלת מעט וחסרת רצף, אך יחד עם זאת הקפידה המתלוננת לחזור על עיקרי דבריה בכל הזדמנות"
1126136,m001062,"עדות של היא של ה מתלוננת ש.ר. אמינה על אני , כ מפורט לעיל , ו אני מאמצת דבר של היא בפני חוקרת ה נוער , כ משלימים את עדות של היא ב ביהמ""ש .","עדותה של המתלוננת בפני חוקרת הנוער אכן מבולבלת מעט וחסרת רצף, אך יחד עם זאת הקפידה המתלוננת לחזור על עיקרי דבריה בכל הזדמנות. עדותה של המתלוננת ש.ר. אמינה עלי, כמפורט לעיל, ואני מאמצת דבריה בפני חוקרת הנוער, כמשלימים את עדותה בביהמ""ש."," אמינה עלי, כמפורט לעיל, ואני מאמצת דבריה בפני חוקרת הנוער, כמשלימים את עדותה בביהמ""ש"
1132801,ME-10-02-21084-807,"רוצה לומר , האם גרסת ה מתלוננת אמינה ו מתוכה נוצק גרעין ה אמת ל ה אשר התרחש בין כתלי ה בית , או שמא , כ גרסת ה נאשם , מדובר ב עלילת שקר דמיונית ו משוללת כל יסוד , ש טוותה נגד הוא ה מתלוננת ו כל תכלית של היא הייתה להיפרע מן הוא על ש נטש את היא ל אנחות ?","המחלוקת בין הצדדים היא עובדתית בעיקרה ובמוקדה השאלה, איזה מן הגרסאות נכונה ומשקפת בצורה מדויקת את האירועים המתוארים בכתב האישום. רוצה לומר, האם גרסת המתלוננת אמינה ומתוכה נוצק גרעין האמת לאשר התרחש בין כתלי הבית, או שמא, כגרסת הנאשם, מדובר בעלילת שקר דמיונית ומשוללת כל יסוד, שטוותה נגדו המתלוננת וכל תכליתה הייתה להיפרע ממנו על שנטש אותה לאנחות?"," רוצה לומר, האם גרסת המתלוננת אמינה ומתוכה נוצק גרעין האמת לאשר התרחש בין כתלי הבית, או שמא, כגרסת הנאשם, מדובר בעלילת שקר דמיונית ומשוללת כל יסוד, שטוותה נגדו המתלוננת וכל תכליתה הייתה להיפרע ממנו על שנטש אותה לאנחות?"
1149312,ME-12-11-37527-22,"ל שיטה של הוא , גרסת ה מתלוננת שקרית ו עדותה , ל טענה של הוא , בלתי אמינה , ב נסיבות ב הן ראיות ש הובאו , סתרו את היא .","לשיטתו, גרסת המתלוננת שקרית ועדותה, לטענתו, בלתי אמינה, בנסיבות בהן ראיות שהובאו, סתרו אותה. לדבריו, המתלוננת מבקשת לנקום בו על שלא החליט לשאת אותה לאישה, ועל כן גם מוכנה להעליל עליו דברי שקר.","לשיטתו, גרסת המתלוננת שקרית ועדותה, לטענתו, בלתי אמינה, בנסיבות בהן ראיות שהובאו, סתרו אותה"
1165236,s04001605-114,"מדובר ב שתי גרסאות , גרסת ה נאשם ו גרסת ה מתלוננת , כאשר גרסת ה מתלוננת ב חלקים רבים של היא איננה מהימנה , אינה סבירה , מעלה סימני שאלה ו ספקות לגבי ה אירועים ה מתוארים ב כתב ה אישום .","110. מדובר בשתי גרסאות, גרסת הנאשם וגרסת המתלוננת, כאשר גרסת המתלוננת בחלקים רבים שלה איננה מהימנה, אינה סבירה, מעלה סימני שאלה וספקות לגבי האירועים המתוארים בכתב האישום. הגרסה נתמכת בעדויות שהן עצמן בלתי מהימנות ומגמתיות ודי בכך כדי להעלות בלב בית המשפט את הספק הסביר לגבי העבירה המיוחסת לנאשם."," מדובר בשתי גרסאות, גרסת הנאשם וגרסת המתלוננת, כאשר גרסת המתלוננת בחלקים רבים שלה איננה מהימנה, אינה סבירה, מעלה סימני שאלה וספקות לגבי האירועים המתוארים בכתב האישום"
1167126,m984143,בת / 6 פרטה חוקרת ה נוער את ה סיבות אשר הביאו את היא ל כלל מסקנה כי עדות ה מתלוננת מהימנה ו כי יש ליתן אמון מלא ב גירסה של היא .,בת/ 6 פרטה חוקרת הנוער את הסיבות אשר הביאו אותה לכלל מסקנה כי עדות המתלוננת מהימנה  וכי יש ליתן אמון מלא בגירסתה.,בת/ 6 פרטה חוקרת הנוער את הסיבות אשר הביאו אותה לכלל מסקנה כי עדות המתלוננת מהימנה  וכי יש ליתן אמון מלא בגירסתה
1183938,ME-07-1012,גרסת ה מתלוננת סבירה ו מ הימנה .,"57. גרסת המתלוננת סבירה ומהימנה. הנאשם לא הותיר בידה הזדמנות להתנגד למעשהו טרם עשייתו וכל שנותר לה, הוא להביע את מחאתה התקיפה ולדרוש ממנו כי יוציא את אצבעו. אף לכך לא שעה, אלא לאחר שדרשה זו ממנו בשלישית. אף בכך די, כדי ללמוד על אי הסכמתה לביצוע המעשה.", גרסת המתלוננת סבירה ומהימנה
1198470,ME-10-02-20190-1,"אמנם שיקר ה נאשם ב חקירה של הוא ו בלתי אמין מצאה של הוא ב עדות של הוא "" ה כבושה "" , אך מ שלא שכנעה ה מאשימה , כפי חובה של היא ע""פ דין , כי גירסת ה מתלוננת אמינה ו מ הימנה מעבר ל כל ספק סביר , לא ניתן להרשיעו .","לגבי הנאשם, הרי שזה שיקר בחקירותיו ונמצא בלתי מהימן בעדותו. לגבי הדברים שמסר בחקירותיו במשטרה, הודה בעצמו כי שיקר ואין ספק כי עדותו הינה ""עדות כבושה"" שלא ניתן עליה הסבר סביר ומהימן. מובן כי בשל התנהגות הנאשם בחקירתו ובעדותו, ""רובץ לפתחו חטאת"" בדמות חשד כבד כי ביצע את העבירה המיוחסת לו. אך בחשד, אפילו כבד, לא די ושקרי הנאשם אינם יכולים להפוך את ה""אין"" ל""יש"" או להשלים את החסר בראיות מהימנות של המאשימה. אכן, לטענת המאשימה, לאור שקריו הרבים של הנאשם ומופרכות טענותיו, אין שום סיבה להעדיף את גירסתו על פני גירסתה של המתלוננת. אולם, אנו עוסקים במשפט פלילי בו לא די ""להעדיף"" את גירסת המתלוננת על פני זו של הנאשם כדי להרשיעו בדין. במשפט פלילי חובה מוטלת על שכם המאשימה לשכנע את ביהמ""ש, מעבר לכל ספק סביר, באשמת הנאשם, כדי להרשיעו בדין.  אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה ע""פ דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו.","  אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה ע""פ דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו"
1199420,ME-10-02-20190-1,"אמנם שיקר ה נאשם ב חקירה של הוא ו בלתי אמין מצאה של הוא ב עדות של הוא "" ה כבושה "" , אך מ שלא שכנעה ה מאשימה , כפי חובה של היא על פי דין , כי גירסת ה מתלוננת אמינה ו מ הימנה מעבר ל כל ספק סביר , לא ניתן להרשיעו .","אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה על פי דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו.","אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה על פי דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו"
1229756,SH-08-5595-390,"ל שון אחר : ל טענת ה נאשם , גרסת ה מתלוננת , לפי היא ה מעשים נשוא כתב ה אישום בוצעו ב היא ב מהלך ה סיור , תוך כדי נסיעה ב רכב ה טומקאר - כלל איננה אפשרית מ בחינה עובדתית .","ואולם, הנאשם טוען, כי רכב ה""טומקאר"" הינו סוג של טרקטורון ממונע, המיועד לנסיעה בתנאי שטח קשים, ואין  בו משאבת הגה (כח הידראולי-י.מ.) כבכל רכב רגיל – ומשכך לנהג הטומקאר  אין, למעשה,  כל אפשרות פיסית  לנהוג ברכב, בשטח עפר רצוף מהמורות ובורות (דוגמת השטח אליו יצא עם המתלוננת ביום האירוע)  -  כשהוא אוחז בהגה ביד אחת בלבד.  לשון אחר: לטענת הנאשם,  גרסת המתלוננת, לפיה המעשים נשוא כתב האישום בוצעו בה במהלך הסיור, תוך כדי נסיעה ברכב הטומקאר – כלל איננה אפשרית מבחינה עובדתית.  טענה זו, יש לציין, הועלתה ע""י הנאשם כבר במהלך חקירתו במח""ש, מיד כשנטען בפניו ע""י החוקרים, כי לדברי המתלוננת הוא ליטף את ירכה וחיבק אותה  ""במהלך הנסיעה בטרקטורון"" (ע' 2 ש' 34,45 להודעת הנאשם ת/3). על טענה  זו השיב הנאשם בחקירתו: ""זה לא נכון, לא נגעתי בה, לא ניתן גם לנהוג בטרקטורון ביד אחת. מדובר בהגה קשה ואם לא אחזיק את ההגה בשתי ידיי אפשר לאבד שליטה על הכלי"" (ע' 2 ש' 39-40 להודעה ת/3).","  לשון אחר: לטענת הנאשם,  גרסת המתלוננת, לפיה המעשים נשוא כתב האישום בוצעו בה במהלך הסיור, תוך כדי נסיעה ברכב הטומקאר – כלל איננה אפשרית מבחינה עובדתית"
1237666,ME-10-09-35796-400,"יתרה מזאת , גם ב נקודה צרה זו גרסת ה מתלוננת , ו לפי היא ה שירותים ש היא נותנת ל ה עולם תחומים ב זמן , הגיונית ו מסתברת יותר מ טענת ה נאשם כי בעבור 50 ₪ הסכימה לספק ל הוא שירותי מין ללא כל מגבלת זמן .","שנית, גם לגופה של טענה איני מוצאת בה ממש. המתלוננת הסבירה היטב כי מקור הבלבול נעוץ בכך שמבחינתה ישנם שני מסלולים אפשריים של שירות ולכן, גם אם במועד מסירת ההודעה לא עלה בידה לזכור מה בדיוק סיכמה עם הנאשם ספציפית, עדיין אין בכך כדי לפגוע בליבת גרסתה. יתרה מזאת, גם בנקודה צרה זו גרסת המתלוננת, ולפיה השירותים שהיא נותנת לעולם תחומים בזמן, הגיונית ומסתברת יותר מטענת הנאשם כי בעבור 50 ₪ הסכימה לספק לו שירותי מין ללא כל מגבלת זמן. משכך, אין לסתירה האמורה כל השלכה על מהימנות המתלוננת וכל טענות ב""כ הנאשם בהקשר זה נדחות."," יתרה מזאת, גם בנקודה צרה זו גרסת המתלוננת, ולפיה השירותים שהיא נותנת לעולם תחומים בזמן, הגיונית ומסתברת יותר מטענת הנאשם כי בעבור 50 ₪ הסכימה לספק לו שירותי מין ללא כל מגבלת זמן"
1238703,M-NoPub-ZC-6-350-L,"התרשמות חוקרת ה ילדים , כי ל דעה של היא עדות של היא של ה קטינה מהימנה , מקובלת על אני ( ת / 2ג' עמ' 2 פיסקה 7 ) .","התרשמות חוקרת הילדים, כי לדעתה עדותה של הקטינה מהימנה, מקובלת עליי (ת/2ג' עמ' 2פיסקה 7).","התרשמות חוקרת הילדים, כי לדעתה עדותה של הקטינה מהימנה, מקובלת עליי (ת/2ג' עמ' 2פיסקה 7)"
1244014,ME-08-1005-44,"עדות ה מתלוננת באשר ל מצבה ה נפשי ב ה מועד ה אירוע ו עדות ה נאשם באשר ל מצבה אינן מהימנות ו משקלן מועט : ה מתלוננת ב אופן עקבי מסרבת להודות , כי ל ה סימפטומים של מחלה של היא \ ה הפרעה ה נפשית מן היא סבלה ב אותה ה עת היה קשר ל התנהגות של היא ב יום ה אירוע או בכלל ב מהלך אשפוזה .","עדות המתלוננת באשר למצבה הנפשי במועד האירוע ועדות הנאשם באשר למצבה אינן מהימנות ומשקלן מועט: המתלוננת באופן עקבי מסרבת להודות, כי לסימפטומים של מחלתה \ ההפרעה הנפשית ממנה סבלה באותה העת היה קשר להתנהגותה ביום האירוע או בכלל במהלך אשפוזה. הגם שיש ראיות ועדויות למכביר, כי במצבים בהם היתה המתלוננת במצב היפומאני – מאני, הייתה ""מוצפת מינית"" ובעלת התנהגות מינית יותר מוחצנת ומפתה (עובדות אלו מוסכמות הן על המאשימה והן על ההגנה – ראו לדוגמא עמ' 46 לסיכומי המאשימה ועדות ד""ר טרווס עת/11 בעמ' 208 לפרוט' וכן עמ' 94 לסיכומי המאשימה ועדות ד""ר ברש, עה/2 בעמ' 327 לפרוט') המתלוננת העידה באופן נחרץ, כי לא הרגישה מעולם במהלך אשפוזיה בעוררות מינית כתוצאה ממחלתה\ההפרעה הנפשית ממנה סבלה (עמ' 26 ש' 1-16, עמ' 49 ש' 19-21, עמ' 50 ש' 11-20 לפרוט') ובפרט לא ביום האירוע (עמ' 25 ש' 26 לפרוט'). לגישתה, תיעוד רפואי לפיו הייתה שרויה בעוררות מינית במחלקה הוא תיעוד שגוי (עמ' 23 ש' 12-14 לפרוט') וגם משהתבקשה ממנה התייחסות לתיעוד מסוים של הצוות הסיעודי להתנהגות מינית חריגה מצידה – הכחישה את האירוע וטענה כי האחות שתיעדה את הדברים שונאת אותה (עמ' 51-52 לפרוט'). העובדה, כי המתלוננת אינה מוכנה להודות בסימפטומים אלו של מחלתה\ ההפרעה הנפשית ממנה סבלה מציבה קושי של ממש בקביעת מצבה הנפשי למועד האירוע, שלענייננו (בחינת היכולת ליתן הסכמה) נגזר באופן ישיר מהתקיימותם או אי התקיימותם של סימפטומים אלו. מן הצד הנגדי – גם את גרסת הנאשם באשר למצבה הנפשי של המתלוננת יש לבחון בזהירות רבה. לא קיים תיעוד (לא מידי הנאשם ולא בכלל) ברפורט הסיעודי בתיקה הרפואי של המתלוננת (מוצג ת/5) מיום האירוע ממנו עולה כי הייתה במצב מאני –היפו מאני או בעוררות מינית. ההיפך הוא הנכון: מהתיעוד האחרון ברפורט הסיעודי טרם התרחש האירוע, תיעוד שנערך ע""י הנאשם מהשעות שקדמו לאירוע, עולה כי הנאשם והמתלוננת שוחחו ארוכות עובר לאירוע על הסיבות שבחרה לחזור מהחופשה ולהתאשפז במחלקה והתיעוד מסתיים בציון שהמתלוננת ""שקטה, רגועה, מצב רוחה טוב, חברותית, נהנית להיות כאן"" (עמ' 11 לרפורט הסיעודי, תיעוד משעה 19:41 14.4.06). עם זה, ניכר מהרפורט הסיעודי, מהימים שקדמו לאירוע, כי המתלוננת סבלה ממצבי רוח משתנים, רבים הפעמים בהם היתה ב""מצב רוח מרומם"" (ראו בתיעודים מיום 9-10.4.06) ובתיעוד האחרון שקדם לשחרורה לחופשה ממנה חזרה ביום האירוע נכתב, ע""י הנאשם, כי מעבר למצבי רוח משתנים היא ""מעט יותר רגועה ועצובה אך עדיין גוון מעט מאני"" (תיעוד מיום 12.4.06 משעה 13:58). בהודעתו הראשונה של הנאשם במשטרה התייחס הנאשם למצבה הנפשי של המתלוננת בשעות שקדמו לאירוע כמו גם באירוע עצמו ותיאר את התנהגות המתלוננת כבמצב מאני שמתבטא בעודף מיניות (ראו ת/13 עמ' 4 ש' 5-7), ציין שעת נכנסה לחדר בו לן הטיח בה, כי היא במצב מאני וחסרת שיפוט (ת/13 עמ' 3 ש' 5-6 ובעמ' 4 ש' 13-17) והוסיף, כי במשך כל הערב המתלוננת פלירטטה איתו והייתה מוצפת מינית, אמרה לו שהיא אוהבת אותו ושלחה לו נשיקות באוויר (ת/13 עמ' 3 ש' 18-25 לפרוט'). גם בהודעתו השנייה של הנאשם במשטרה (מוצג ת/6), נאמר כביכול מפי הנאשם (הנאשם כאמור אינו חתום על ההודעה), כי ציין בפני המתלוננת עם כניסתה לחדר בו התרחש האירוע, כי היא ""ממש מוצפת"" (ת/6 עמ' 2 ש' 35-36 לפרוט') וכי עוד קודם לכן, במהלך המשמרת ""היא ניסתה לפלרטט איתי ואני לא הגבתי... כל פעם שעלה בי החשד והיא ושאלתי אותה אם להזמין רופא היא אמרה לי 'מה אתה כזה כבד'"" (ת/6 עמ' 2 ש' 29-31 לפרוט'). כשעומת הנאשם בחקירתו בבית המשפט עם הדברים שמסר בהודעותיו במשטרה בקשר למצבה הנפשי של המתלוננת הוא ניסה להתנער מן הדברים באופן מסוים: על פי גרסתו בבית המשפט ""המתלוננת היתה שקטה, הסתדרה במחלקה, לא הופיעה שום בעיה בהתנהגות שלה"" (עמ' 314 ש' 23 לפרוט'). הנאשם אישר כי המתלוננת בערב האירוע פלרטטה איתו, הציעה הצעות מיניות והתגרתה בו, אך לדבריו לא מדובר בהתנהגות חריגה מצידה (עמ' 315 ש' 31-33 לפרוט') והוסיף, כי גם בהזדמנויות אחרות היה עד למצבים בהם המתלוננת מוצפת מינית ומפלרטטת עם מטופלים אחרים (עמ' 316 ש' 10). לגרסתו, המתלוננת היתה מוצפת מינית אבל לא במצב ""מאני"" (עמ' 316 ש' 7-9 לפרוט') וכי לא באמת שקל להזמין רופא לאור התנהגותה אלא אך איים-הזהיר את המתלוננת כי יזמין רופא אם לא ""תחזור לסדר"" (עמ' 318-320 לפרוט'). ניתן לסכם ולומר, כי משלל גרסאותיו של הנאשם, בהודעותיו במשטרה ובעדותו בבית המשפט, לא ניתן להסיק כי המתלוננת הייתה חסרת שיפוט ובמצב מאני במועד האירוע. דברים כגון אלו אמנם הטיח לכאורה הנאשם במתלוננת, בזמן אמת, על פי הודעתו הראשונה במשטרה אך אין הדבר מחייב כי כך אכן סבר בזמן אמת (או שמא רק אמר לה את הדברים). ממילא האמון שיש ליתן בתוכן דברי הנאשם בהודעה זו אינו רב (ודי כי אזכיר בעניין זה כי גם הנאשם הודה כי בהודעה זו לא מסר אמת בכל הנוגע להתקיימות מגע מיני בין השניים, מגע אותו הכחיש באותו שלב מכל וכל לרבות כל שיתוף פעולה מצידו ומכאן גם האינטרס שהיה לו באותה הודעה להציג את המתלוננת כבעלת התנהגות מאנית-חסרת שליטה בכל הנוגע להתנהגותה המינית ביום האירוע) ובכלל המשקל שיש ליתן לתוכן הדברים הינו נמוך מאחר שהנאשם, כאיש צוות סיעודי אינו מוסמך או בעל הכשרה לאבחן אם מטופלים במחלקה הם במצב העולה כדי מצב ""מאני"" אם לאו. לצורך קביעת מצבה הנפשי של המתלוננת במועד האירוע בהחלט קיימת משמעות לדברים שקלט הנאשם באמצעות חושיו בנוגע להתנהגותה של המתלוננת, דברים שחלקם תועדו ברפורט הסיעודי מיום האירוע ועל היתר העיד (כדוגמת הפלרטוטים, הצעת הצעות מיניות, התגרות וכו') אך הנאשם חסר את היכולת לקבוע אם יש לייחס סימפטומים אלו למצב נפשי ""מאני"", ""היפו- מאני"" או מצב אחר בו הייתה שרויה המתלוננת. בהקשר זה יצויין, כי גם אם תאמר כי הנאשם סבר שהמתלוננת אינה שולטת במעשיה, השאלה אינה מה סבר או לא סבר הנאשם, אלא אם באמת זה היה מצבה על סמך מכלול הראיות שהונחו בפנינו.","עדות המתלוננת באשר למצבה הנפשי במועד האירוע ועדות הנאשם באשר למצבה אינן מהימנות ומשקלן מועט: המתלוננת באופן עקבי מסרבת להודות, כי לסימפטומים של מחלתה \ ההפרעה הנפשית ממנה סבלה באותה העת היה קשר להתנהגותה ביום האירוע או בכלל במהלך אשפוזה"
1335569,ME-17-09-14743-33,"טון ה דיבור , ה דגשים , ה הטעמות , ה אופן ב הוא בטאה את תחוש של היא , ה איפוק ו חוסר רצונה לחשוף את ה חוויות שחוות של היא תוך הפללת ה נאשם , עד אשר נפרץ ה סכר ו ה סיפור סופר , כל אלה מותירים רושם כי תיאורי ה מתלוננת אמינים ו אמת ב פה של היא .","80. ראשית יאמר כי הרושם הראשוני הישיר מעדות המתלוננת בפנינו, הוא כי המתלוננת תיארה בפנינו אירועים ממשיים שחוותה. טון הדיבור, הדגשים, ההטעמות, האופן בו בטאה את תחושותיה, האיפוק וחוסר רצונה לחשוף את החוויות שחוותה תוך הפללת הנאשם, עד אשר נפרץ הסכר והסיפור סופר, כל אלה מותירים רושם כי תיאורי המתלוננת אמינים ואמת בפיה."," טון הדיבור, הדגשים, ההטעמות, האופן בו בטאה את תחושותיה, האיפוק וחוסר רצונה לחשוף את החוויות שחוותה תוך הפללת הנאשם, עד אשר נפרץ הסכר והסיפור סופר, כל אלה מותירים רושם כי תיאורי המתלוננת אמינים ואמת בפיה"
1342069,m06003045,"ה סנגור ניסה להצביע על כך ש גרסת ה מתלונן אינה אמינה , כיוון ש לחדר ב שירות ה פסיכולוגי אין מפתח , כמו כן , העיד עד ה הגנה , סגן מנהל בית ה ספר כי מפתח ה ספריה היה ב חדר של הוא של מנהל בית ה ספר ו רק הוא או ה מנהל היו פותחים ו נועלים את ה ספריה ל שימוש של הוא של ה נאשם .","53. הסנגור ניסה להצביע על כך שגרסת המתלונן אינה אמינה, כיוון שלחדר בשירות הפסיכולוגי אין מפתח, כמו כן, העיד עד ההגנה, סגן מנהל בית הספר כי מפתח הספריה היה בחדרו של מנהל בית הספר ורק הוא או המנהל היו פותחים ונועלים את הספריה לשימושו של הנאשם. כמו כן לספריה נכנסים תלמידים ולעיתים התקיימו שם שיעורי עזר."," הסנגור ניסה להצביע על כך שגרסת המתלונן אינה אמינה, כיוון שלחדר בשירות הפסיכולוגי אין מפתח, כמו כן, העיד עד ההגנה, סגן מנהל בית הספר כי מפתח הספריה היה בחדרו של מנהל בית הספר ורק הוא או המנהל היו פותחים ונועלים את הספריה לשימושו של הנאשם"
1348404,ME-16-06-33538-22,"ב מקרה זה עדות ה מתלוננת מהימנה , אך קיים ספק שמא חלק מ דברי ה מתלוננת מהווה העצמה של ה אירוע ה טראומתי ש עבר על היא .","בית המשפט המחוזי הרשיע את הנאשם באחת העבירות ופסק: בית המשפט יכול לתת אמון בגרסת קרבן ולהעדיפה על פני גרסת נאשם, אך הוא יכול במסגרת זו ליחס משקל שונה לחלקי ולפרטי העדות, ודאי כאשר מדובר בקרבן עבירת מין שהחוויה הטראומטית שעבר מקשה על תהליך ההיזכרות. במקרה זה עדות המתלוננת מהימנה, אך קיים ספק שמא חלק מדברי המתלוננת מהווה העצמה של האירוע הטראומתי שעבר עליה. משכך, זוכה הנאשם מחמת הספק מעבירת האינוס, אך הורשע בעבירת ביצוע מעשים מגונים."," במקרה זה עדות המתלוננת מהימנה, אך קיים ספק שמא חלק מדברי המתלוננת מהווה העצמה של האירוע הטראומתי שעבר עליה"
