sentence_id,origin_sentence,category,new_category,invokes_myth,myth_polarity,myth_trigger,myth_reason,myth_raw
844481, מקובלת עלי עדותה של המתלוננת שהיתה מאד נרגשת במשטרה ויתכן ונרשם בטעות שהסכין היתה לידו ולא בידו,"אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",False,לא_רלוונטי,,"השופט מקבל את עדות המתלוננת ומסביר סתירה קלה בהתרגשותה ובטעות רישום, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מקבל את עדות המתלוננת ומסביר סתירה קלה בהתרגשותה ובטעות רישום, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""}
```"
846862,תיאורה של המתלוננת בבית משפט בעניין זה הינו מפורט ועקבי ואף תואם את גרסתה במשטרה,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",False,לא_רלוונטי,,"השופט מעריך את אמינות המתלוננת על בסיס פירוט ועקביות, ללא כל אזכור של מניע להעללה או נקמנות.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מעריך את אמינות המתלוננת על בסיס פירוט ועקביות, ללא כל אזכור של מניע להעללה או נקמנות.""}
```"
828807,"בסיכומו של דבר טוענת שרית סבג שהיום, כאשר היא מנוסה בחקירות, מעורבות כזו של משפחה לא תתאפשר (עמ' 257), אך בסופו של דבר עדותה של המתלוננת הייתה כל כך ארוכה ומפורטת, שלא ברור עד כמה ניתן היה להשפיע עליה (עמ' 257)","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"המשפט עוסק בחשש להשפעה חיצונית של המשפחה על עדות המתלוננת (סוגסטיה או זיהום עדות), ואינו דן במניע אישי שלה להעליל, לנקום או להגיש תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""המשפט עוסק בחשש להשפעה חיצונית של המשפחה על עדות המתלוננת (סוגסטיה או זיהום עדות), ואינו דן במניע אישי שלה להעליל, לנקום או להגיש תלונת שווא.""}
```"
854397,"עדותו של המתלונן נתמכת בראיות נוספות, ובראש וראשונה בגרסה המתפתחת של הנאשם עצמו, שבסופו של דבר הודה למעשה בכל הפרטים של המעשים המגונים שיוחסו לו בכתב האישום, שהוזכרו גם בעדותו של המתלונן, למרות השוני בפרטים שונים בין גרסתו ובין גרסת המתלונן, שאין בו כדי להשפיע על עצם ההרשעה בעבירות הללו",אמינה בגלל שהנאשם לא אמין,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופט מבסס את מהימנות עדות המתלונן על תמיכה בראיות חיצוניות ובהודאת הנאשם, ללא כל אזכור של חשש להעללה, נקמנות או מניע שקרי.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מבסס את מהימנות עדות המתלונן על תמיכה בראיות חיצוניות ובהודאת הנאשם, ללא כל אזכור של חשש להעללה, נקמנות או מניע שקרי.""}
```"
856037, עדותה של המתלוננת אמינה עלי ואני נותנת בה אמון מלא,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",False,לא_רלוונטי,,"השופטת קובעת כי עדות המתלוננת אמינה ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופטת קובעת כי עדות המתלוננת אמינה ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.""}
```"
854464,"גרסתם של הקטין והמתלונן שונה במקצת, ולדבריהם הנאשם נגע בהם מעל הבגדים, לא ליד איבר המין אלא באיבר המין עצמו, ועשה זאת כמה וכמה פעמים אף שאינם נוקבים במספר מדויק ולגרסת הקטין באירוע שהתרחש בדשא, הנאשם אחז בו בתנועת לפיתה, התיישב והושיב גם אותו, כשידו אוחזת באיבר מינו",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"אין בטקסט כל אזכור למניע להעללה, נקמנות או תלונת שווא. השופט רק מתאר את פרטי גרסאותיהם של המתלוננים.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""אין בטקסט כל אזכור למניע להעללה, נקמנות או תלונת שווא. השופט רק מתאר את פרטי גרסאותיהם של המתלוננים.""
}
```"
848745,"מאחר וקבעתי כי עדותה של המתלוננת לעניין האירוע אמינה וגירסתו של הנאשם אף מחזקת אותה (אם כי מנסה הוא ""לגמדה"" ולהציגה באור תמים), באשר לקיומה של הנשיקה בלא הסכמתה הממשית פוזיטיבית של המתלוננת כנדרש עפ""י הסעיף, ולכן מתקיים היסוד הפיסי של העבירה",אמינה בגלל שהנאשם לא אמין,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם,False,לא_רלוונטי,,"השופט קובע כי עדות המתלוננת אמינה בהתבסס על חיזוק מגרסת הנאשם, ללא כל אזכור של מניע להעליל, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי עדות המתלוננת אמינה בהתבסס על חיזוק מגרסת הנאשם, ללא כל אזכור של מניע להעליל, נקמנות או תלונת שווא.""}
```"
859090," גרסתה של המתלוננת כי מכנסיה הוסרו ""בצד אחד"" בלבד, כי הסרת המכנסיים נעשתה באמצעות משיכה, כאשר היא איננה מרימה את אגן הירכיים, מתנגדת למעשי הנאשם ודוחפת אותו כל העת – כלל אינה אפשרית, אינה ברורה ותמוהה מאוד","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט מבקר את ההיתכנות הפיזית של גרסת המתלוננת, ללא התייחסות למניע להעליל, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מבקר את ההיתכנות הפיזית של גרסת המתלוננת, ללא התייחסות למניע להעליל, נקמנות או תלונת שווא.""}
```"
859142,גרסתה של המתלוננת באשר להתנהגותה בתחנת הדלק תמוהה ולא ניתן לקבלה,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט דוחה את גרסת המתלוננת בשל היותה תמוהה, אך אין בדבריו אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט דוחה את גרסת המתלוננת בשל היותה תמוהה, אך אין בדבריו אזכור של מניע להעללה, נקמנות או תלונת שווא.""}
```"
859101,"גרסתה של המתלוננת בכל הנוגע להסרת המכנסיים איננה מתקבלת על הדעת ואיננה אפשרית, וההשערה שאם היתה ממציאה את דבריה, היתה טורחת להמציא סיטואציה פשוטה יותר, אינה יכולה לבוא תחת הסיטואציה הבלתי אפשרית שתוארה ואינה יכולה להוסיף לדבריה של המתלוננת הגיון או נופך של אמת","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,True,אומץ,"וההשערה שאם היתה ממציאה את דבריה, היתה טורחת להמציא סיטואציה פשוטה יותר, אינה יכולה לבוא תחת הסיטואציה הבלתי אפשרית שתוארה ואינה יכולה להוסיף לדבריה של המתלוננת הגיון או נופך של אמת","השופט דוחה את הטיעון הלוגי המגן על המתלוננת מפני החשד לבדיית גרסה, ובכך מאמץ את הספק ומותיר על כנו את החשש שהמתלוננת המציאה את דבריה.","```json
{
  ""invokes_myth"": true,
  ""polarity"": ""אומץ"",
  ""trigger"": ""וההשערה שאם היתה ממציאה את דבריה, היתה טורחת להמציא סיטואציה פשוטה יותר, אינה יכולה לבוא תחת הסיטואציה הבלתי אפשרית שתוארה ואינה יכולה להוסיף לדבריה של המתלוננת הגיון או נופך של אמת"",
  ""reason"": ""השופט דוחה את הטיעון הלוגי המגן על המתלוננת מפני החשד לבדיית גרסה, ובכך מאמץ את הספק ומותיר על כנו את החשש שהמתלוננת המציאה את דבריה.""
}
```"
847307," יודגש כי אינני קובעת שעדותו של המתלונן כולה שקרית; מובטחני כי פרטים שונים שמסר, הן באשר למפגש בחדר העבודה, כמו גם פרטים אחדים באירוע שבחדר השינה - היו גם היו","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופטת דנה באמינות חלקי העדות באופן ענייני, ללא אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופטת דנה באמינות חלקי העדות באופן ענייני, ללא אזכור של מניע להעללה, נקמנות או תלונת שווא.""
}
```"
865563,"אני קובע אפוא כי גרסתה של המתלוננת אמינה לחלוטין, ובמיוחד בצירוף תכיפות התלונה והמצב הנפשי שנלווה אליה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופט קובע כי גרסת המתלוננת אמינה על בסיס תכיפות התלונה ומצבה הנפשי, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי גרסת המתלוננת אמינה על בסיס תכיפות התלונה ומצבה הנפשי, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.""}"
865555,"גרסתה של המתלוננת עומדת במבחני האמינות, כמו גם במבחני הסבירות וההתכנות: המתלוננת הסבירה היטב מדוע הגיעה למועדון בשעה מאוחרת ומדוע נותרה בו לבדה (כשההסבר נתמך בדברי העד אריה), וברור מדוע בהיותה מבוהלת, לבדה במקום זר, התקשתה לראות ולהשתמש בפתח החירום ליציאה מהמקום","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופט מעריך את אמינות המתלוננת על בסיס סבירות, התכנות וחיזוקים ראייתיים, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מעריך את אמינות המתלוננת על בסיס סבירות, התכנות וחיזוקים ראייתיים, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""}
```"
968837,"במקרה דנן, עיון בדברים שכתבה ביומנה האישי, כמכתב לאחותה, מחזק את גרסתה של המתלוננת בהיותם עקביים ותואמים באופן מלא לדברים שסיפרה לאחר מכן בשיחתה עם אמה ואחותה ולדבריה בהודעתה בפני חוקרת הילדים",אמינה בגלל חיזוק חיצוני,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"השופט מבסס את אמינות המתלוננת על עקביות והתאמה בין גרסאותיה השונות, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מבסס את אמינות המתלוננת על עקביות והתאמה בין גרסאותיה השונות, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""
}
```"
997484," השאלה העומדת להכרעה אינה אם גרסתה של המתלוננת ג' סבירה יותר מגרסתו של הנאשם, אלא אם עלה בידי התביעה להפריך כל ספק סביר באשר לגרסת ההגנה, ולהוכיח, מעבר לכל ספק סביר, כי הנאשם ביצע את המעשים המיוחסים לו, ובאופן המתואר בכתב האישום",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"השופט דן בנטל ההוכחה הפלילי ובסטנדרט של ספק סביר, ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט דן בנטל ההוכחה הפלילי ובסטנדרט של ספק סביר, ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.""}
```"
1086811,"לטענת התביעה, עדותה של המתלוננת מהימנה, היא לא ניסתה להפריז ולהשחיר את פניו של הנאשם","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,True,צד_מתדיין,היא לא ניסתה להפריז ולהשחיר את פניו של הנאשם,ההתייחסות להיעדר ניסיון להשחיר את פני הנאשם מובאת כחלק מטענת התביעה ולא כקביעה של השופט.,"```json
{
  ""invokes_myth"": true,
  ""polarity"": ""צד_מתדיין"",
  ""trigger"": ""היא לא ניסתה להפריז ולהשחיר את פניו של הנאשם"",
  ""reason"": ""ההתייחסות להיעדר ניסיון להשחיר את פני הנאשם מובאת כחלק מטענת התביעה ולא כקביעה של השופט.""
}
```"
1080995,עדותה של המתלוננת הנתמכת בראיות נוספות אמינה עלי על כל חלקיה ואני מעדיפה אותה ללא סייג על עדותו של הנאשם,אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופטת קובעת את אמינות המתלוננת על בסיס ראיות תומכות והעדפת גרסתה, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופטת קובעת את אמינות המתלוננת על בסיס ראיות תומכות והעדפת גרסתה, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""}
```"
1086956,(ג) גרעין העדות: חרף הסתירות שהובאו בשני הסעיפים הקודמים אני סבור כי עדותה של המתלוננת מהימנה,"אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",False,לא_רלוונטי,,"השופט קובע כי עדות המתלוננת מהימנה חרף סתירות, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי עדות המתלוננת מהימנה חרף סתירות, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""}
```"
1090384,"לעניין אירוע זה של הסטת החולצה ונגיעה בחזה התרשמתי כי גרסתה של המתלוננת, אינה אמינה","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט קובע כי גרסת המתלוננת אינה אמינה, אך עושה זאת ללא אזכור מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי גרסת המתלוננת אינה אמינה, אך עושה זאת ללא אזכור מניע להעללה, נקמנות או תלונת שווא.""}
```"
1126611,"זאת ועוד, כפי שנאמר לעיל עדויותיהן של המתלוננות ע",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"הטקסט קטוע ואינו מכיל כל אזכור למניע להעללה, נקמנות או תלונת שווא.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""הטקסט קטוע ואינו מכיל כל אזכור למניע להעללה, נקמנות או תלונת שווא.""}"
1126136," אמינה עלי, כמפורט לעיל, ואני מאמצת דבריה בפני חוקרת הנוער, כמשלימים את עדותה בביהמ""ש","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"השופטת קובעת כי עדות המתלוננת אמינה ומאמצת את דבריה ללא כל אזכור של מניע להעללה, נקמה או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופטת קובעת כי עדות המתלוננת אמינה ומאמצת את דבריה ללא כל אזכור של מניע להעללה, נקמה או תלונת שווא.""}
```"
1238703,"התרשמות חוקרת הילדים, כי לדעתה עדותה של הקטינה מהימנה, מקובלת עליי (ת/2ג' עמ' 2פיסקה 7)","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"השופט מקבל את התרשמות חוקרת הילדים לגבי מהימנות הקטינה, ללא כל אזכור של מניע להעללה או נקמנות.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מקבל את התרשמות חוקרת הילדים לגבי מהימנות הקטינה, ללא כל אזכור של מניע להעללה או נקמנות.""}"
1159594," במענה לשאלה, כיצד התמודדה עם תיאורים אלה של המתלוננת, אשר ככל הנראה, עובדתית- אינם נכונים, השיבה, כי בטיפול ניתן משקל לתחושות ולרגשות, ולא נבדקת מהימנותם",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"אין בטקסט אזכור של מניע להעללה, נקמנות, תלונת שווא או האשמת שווא, אלא התייחסות לאי-נכונות עובדתית של תיאורים.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""אין בטקסט אזכור של מניע להעללה, נקמנות, תלונת שווא או האשמת שווא, אלא התייחסות לאי-נכונות עובדתית של תיאורים.""}
```"
1090241,"עדותה של המתלוננת ביחס לתוכן ההצעה, עיקבית וזהה לנטען בכתב האישום ולנטען על ידה באמרותיה במשטרה {ת/5 שורה 8 ות/6 שורה 26} וכן במכתב התלונה שהגישה לממונים ת/1","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",False,לא_רלוונטי,,"השופט מעריך את אמינות המתלוננת על בסיס עקביות עדותה בהשוואה לאמרות קודמות, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מעריך את אמינות המתלוננת על בסיס עקביות עדותה בהשוואה לאמרות קודמות, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""}"
1380644,לסיכום: התרשמתי כי גרסתה של המתלוננת מהימנה ועקבית,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",False,לא_רלוונטי,,השופט קובע כי עדות המתלוננת מהימנה ועקבית ללא כל התייחסות למניע להעליל או לנקמה.,"```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי עדות המתלוננת מהימנה ועקבית ללא כל התייחסות למניע להעליל או לנקמה.""
}
```"
1126135,"עדותה של המתלוננת בפני חוקרת הנוער אכן מבולבלת מעט וחסרת רצף, אך יחד עם זאת הקפידה המתלוננת לחזור על עיקרי דבריה בכל הזדמנות","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"אין אזכור של מניע להעללה, נקמנות או תלונת שווא. השופט דן ברצף ועקביות העדות בלבד.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""אין אזכור של מניע להעללה, נקמנות או תלונת שווא. השופט דן ברצף ועקביות העדות בלבד.""
}
```"
1398148, אינה אמינה - עדותה בפני חוקרת הילדים מלאה בתמיהות ובתהיות,"לא אמינה כי לא עקבית, הציגה סתירות",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"הערכת האמינות מבוססת על תמיהות ותהיות בעדותה של המתלוננת, ללא אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""הערכת האמינות מבוססת על תמיהות ותהיות בעדותה של המתלוננת, ללא אזכור של מניע להעללה, נקמנות או תלונת שווא.""}
```"
1398144, רצופה בשקרים  ומתואמת עם עדות אמה ולפיכך אין ליתן בה אמון,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט פוסל את מהימנות העדות בשל שקרים ותיאום גרסאות, ללא אזכור מניע להעללה או התייחסות למיתוס.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט פוסל את מהימנות העדות בשל שקרים ותיאום גרסאות, ללא אזכור מניע להעללה או התייחסות למיתוס.""
}
```"
1348644," בעניין זה וכפי שפורט לעיל, קיימת רק עדותה של המתלוננת שצילמה את חזהּ ואת ידיה מספר ימים לאחר האירוע",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"המשפט עוסק בהיבט ראייתי בלבד (קיומה של עדות יחידה וצילומים) ואינו מאזכר מניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""המשפט עוסק בהיבט ראייתי בלבד (קיומה של עדות יחידה וצילומים) ואינו מאזכר מניע להעללה, נקמנות או תלונת שווא.""}
```"
1510312,"סיכומו של דבר: עדותה של המתלוננת ברורה ומקבלת חיזוק מלא מן הראיות ובעיקר, מעדותו של הנאשם בעצמו הממקם עצמו לא רק במקום האירוע אלא גם בגוף האירוע דהיינו, בגופה של המתלוננת אותה הוא תוקף, פיזית ומינית",אמינה בגלל שהנאשם לא אמין,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופט קובע כי עדות המתלוננת אמינה ומחוזקת בראיות ובעדות הנאשם, ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי עדות המתלוננת אמינה ומחוזקת בראיות ובעדות הנאשם, ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.""
}
```"
1646382,"במקרה דנן, אני קובע כי עדותה של המתלוננת מהימנה, אמינה ומשכנעת ביותר, ולצידה ראיות המחזקות והתומכות בה, זאת, כפי שיפורט בהמשך הכרעת הדין",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"אמינות המתלוננת נקבעה על בסיס היותה מהימנה, אמינה ומשכנעת ונתמכת בראיות, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""אמינות המתלוננת נקבעה על בסיס היותה מהימנה, אמינה ומשכנעת ונתמכת בראיות, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""}"
1584018," לסיכום, עפ""י עדותה של המתלוננת שמצאתיה שקולה, עקבית וסדורה, ולאחר שהזהרתי עצמי חזור והזהר כי מדובר בעדות יחידה, אני מרשיע את הנאשם בעבירה של מעשה מגונה כפי שיוחסה לו בכתב האישום","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",False,לא_רלוונטי,,"השופט מבסס את מהימנות המתלוננת על היותה עקבית וסדורה ומציין את חובת הזהירות לגבי עדות יחידה, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.","```json
{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מבסס את מהימנות המתלוננת על היותה עקבית וסדורה ומציין את חובת הזהירות לגבי עדות יחידה, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.""}
```"
1646675,"כאמור, די בהיות עדותה של המתלוננת מהימנה וקוהרנטית, על מנת להרשיע את הנאשם ( פלוני נ' מדינת ישראל, תק-על 2007(3), 404)","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,False,לא_רלוונטי,,"השופט מתייחס למהימנות וקוהרנטיות העדות כבסיס להרשעה, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מתייחס למהימנות וקוהרנטיות העדות כבסיס להרשעה, ללא כל אזכור של מניע להעללה, נקמנות או תלונת שווא.""
}
```"
6400," לסיכומו של עניין, עדות המתלוננת שהובאה באמצעות חוקרת הילדים מהימנה מאוד בעיני, דבר המתחזק מאוד לאחר צפייה בתקליטורי חקירתה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"השופט קובע כי העדות מהימנה על בסיס התרשמות מחקירת הילדים וצפייה בתקליטורים, ללא כל התייחסות למניעי העללה או נקמנות.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי העדות מהימנה על בסיס התרשמות מחקירת הילדים וצפייה בתקליטורים, ללא כל התייחסות למניעי העללה או נקמנות.""
}
```"
