sentence_id,origin_sentence,category,new_category,model_reasoning
596154," גרסאות המתלוננת והנאשם קוטביות ומנוגדות זו לזו, ועלינו, היושבים בדין, להכריע ביניהן על-פי מיטב שיפוטנו ובהתאם לכללי הראיות הנוהגים בדין",לא רלוונטי,לא רלוונטי,המשפט מתאר את תפקידו הכללי של בית המשפט להכריע בין הגרסאות המנוגדות ואינו מבטא הערכה או קביעה של השופט לגבי מהימנות עדות המתלוננת.
573218,"חברי (כבוד השופטת צפת אליה הצטרף חברי כב' סגן הנשיא השופט אזולאי), קבעו, כי גרסת המתלוננת עקבית ואמינה ומקום בו מצאו סתירות מצאו גם הסבר","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט מתאר את קבלת גרסתה של המתלוננת כעקבית ואמינה על ידי השופטים, תוך יישוב ומתן הסבר לסתירות שעלו בה."
572778,"גרסת המתלוננת בעדותה בביהמ""ש אשר לאירוע ביום 16/5, זהה גם היא לחלוטין לזו שנמסרה על ידה ב- נ/2 ו- נ/1","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,"המשפט מצביע על עקביות מלאה בין עדות המתלוננת בבית המשפט לבין אמרותיה הקודמות, דבר המהווה חיזוק למהימנות גרסתה."
573871," אמנם היו סתירות באשר למשך הזמן שחלף מהאירוע הראשון לאירוע השני ואולם לטעמי אין בהם כדי להביא למסקנה שעדות המתלונן, שכאמור בעיקרי הדברים חזרה על עצמה, אינה נכונה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","השופט מקבל את עדות המתלונן כמהימנה ונכונה בעיקרה, תוך קביעה כי הסתירות שהתגלו אינן פוגעות באמינות הגרסה."
600694,"כפי שניתן ללמוד מסקירת הראיות לעיל, אזי, גירסאות המתלוננת והנאשם סותרות ומנוגדות זו לזו לחלוטין",לא רלוונטי,לא רלוונטי,המשפט מתאר קיומן של גרסאות סותרות בין המתלוננת לנאשם ללא קביעת ממצא לגבי מהימנות המתלוננת או העדפת גרסה כלשהי.
604382,"לאור האמור - אף אם גרסת המתלוננת, מהימנה ובעלת משקל רב, ואף בהינתן, כי זו לא נפגמה משמעותית, באמצעות זיהום אפשרי, עדיין - דרישת הסיוע שרירה וקיימת",לא רלוונטי,דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,"המשפט מדגיש כי למרות מהימנות גרסתה של המתלוננת, עדיין קיימת דרישה משפטית לראיית סיוע לצורך הרשעה."
670494,"24במקרה זה, עדות הילדה מהימנה ומשכנעת","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,"המשפט קובע כי עדותה של הילדה (הקטינה) היא מהימנה ומשכנעת, ולכן מתאים לקטגוריה העוסקת בקבלת עדות הקטינה."
589241," ציינתי כי, הגם שעדות המתלוננת מהימנה, נותר ספק קל שמא המגע המתואר באישום זה (בין הנאשם לבין המתלוננת ג') – היה אקראי ולא מכוון","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,"המשפט מתאר מצב שבו עדות המתלוננת נמצאה מהימנה, אך עדיין נותר ספק המונע קביעת ממצא מרשיע, דבר המתאים ביותר לקטגוריה הדנה באי-הרשעה למרות מהימנות העדות."
694155,4) גירסת המתלוננת ביחס למקום ההתרחשות אינה אחידה,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מצביע על חוסר אחידות ועקביות בגרסת המתלוננת לגבי מקום האירוע, דבר המעיד על סתירות בגרסתה."
701520,"חוקרת הילדים התרשמה, שעדות הקטינה מהימנה ואכן ראתה את איבר מינו של הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט עוסק בקבלת עדותה המהימנה של הקטינה על בסיס התרשמותה החיובית של חוקרת הילדים.
670426,גרסת הילדה טבעית וספונטנית,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,"המשפט מעריך באופן חיובי את גרסתה של הילדה כטבעית וספונטנית, דבר המבטא קבלה של עדות הקטינה כמהימנה."
659130,"העובדה שגרסת המתלוננת, שבוצעו כלפיה מעשים מיניים על-ידי הנאשם, אמינה, אינה מובילה בהכרח לקביעה שכל העבירות שיוחסו לנאשם הוכחו כנדרש",לא רלוונטי,דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,"המשפט מסביר כי אף שגרסת המתלוננת נמצאה אמינה, אין בכך די כדי להוכיח את כל העבירות, ובכך נמנע מלהרשיע באופן מלא על בסיס עדותה בלבד."
732961, בת/ 6פרטה חוקרת הנוער את הסיבות אשר הביאו אותה לכלל מסקנה כי עדות המתלוננת מהימנה וכי יש ליתן אמון מלא בגירסתה,לא רלוונטי,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט מתאר את קבלת גרסתה של המתלוננת הקטינה כמהימנה על בסיס חוות דעתה והתרשמותה של חוקרת הנוער.
719981,"אלא שבמקרה דנן, כאמור, גרסת המתלוננת לא הותירה בעיניי רושם כן ומהימן בעיקרה, ואף לא הייתה סבירה בחלקה, ואילו דווקא גרסת הנאשם הייתה מהימנה וכנה ברובה, והיא אף נתמכת בעדויותיהם המהימנות של שני עדי ההגנה – הגיס לשעבר והמעביד – נוסף על  תוכן עדותו של הבן הבכור לפני חוקרת הילדים (נ/11)","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,המשפט מבטא את דחיית מהימנות גרסתה של המתלוננת והעדפת גרסתו של הנאשם הנתמכת בראיות.
240652,"מעדותו של מומחה זה ניתן לומר כי תוצאות הבדיקה מחזקות את עדותה של המתלוננת ראשית לגבית הסימנים בצווארה, וכן לגבי עדותה כי לא הרגישה כאב כאשר הנאשם החדיר את איבר מינו לאיבר מינה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מתאר כיצד עדות מומחה ותוצאות בדיקה מחזקות ומסייעות לעדותה של המתלוננת.
300782," בבית המשפט העידו 12 מהן, ועל עדויותיהן של שלוש מהמתלוננות (שתיים מאלה שסירבו להפגש עם הנאשם, ומתלוננת נוספת שנפגשה עם הנאשם) ויתרה המאשימה, משיקולי יעילות, לאור ריבוי המתלוננות באישום זה",לא רלוונטי,לא רלוונטי,המשפט מתאר עניין פרוצדורלי טכני הנוגע למספר העדות שהעידו ואינו עוסק בהערכת מהימנות עדותן על ידי השופט.
352042," בביהמ""ש נחקרה חוקרת הילדים, הגב' גושן, ולאחר צפיה בקלטות חקירתה לא נותר לי אלא להסכים עם דבריה ש""מדובר בתאור מדהים של הילדה",לא רלוונטי,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט עוסק בקבלת עדותה של קטינה תוך הסכמה עם התרשמותה החיובית של חוקרת הילדים.
291079," המתלוננת נחקרה ממושכות, התמודדה עם השאלות הרבות שהופנו אליה, הסבירה את התנהלותה וקו המחשבה שלה ""בזמן אמת"", והתרשמתי מעדות של בחורה צעירה שאכן עברה את המתואר","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","השופט מתרשם לחיוב מעדותה האותנטית והמפורטת של המתלוננת, המסבירה את התנהלותה בזמן אמת ומותירה רושם של מי שאכן חוותה את האירועים."
352195," מתמליל החקירה      (ת/8א) ומהקלטת עצמה (ת/8ד) עולה עדות מרשימה, של ילדה מרשימה, ולהלן חלקים מעדות זו: ""הלכתי מהבית ספר הביתה",לא רלוונטי,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,המשפט מביע הערכה חיובית ביותר לגבי עדותה של ילדה קטינה כפי שהיא עולה מתמליל והקלטת חקירתה.
365337,"ידיעתם הנרחבת של הנאשמים על פרטים מוכמנים בשלב חקירתם, וניסיונם לתאם גרסאות ביניהם, תומכת אף היא בגרסתו של המתלונן האמורה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מתאר כיצד התנהגותם של הנאשמים וניסיונם לתאם גרסאות מהווים חיזוק ותמיכה ראייתית לגרסתו של המתלונן.
387150,"בהכרעת הדין בעניינו של נשיא המדינה משה קצב, השתמשו כב' השופטים בבית המשפט המחוזי בעדויות של מתלוננות נוספות, שמחסום ההתיישנות סתם את הגולל על עניינן",לא רלוונטי,לא רלוונטי,המשפט מתאר שימוש בעדויות של מתלוננות אחרות בפרשת קצב ואינו מבטא את הערכת השופט לגבי מהימנות המתלוננת בתיק הנוכחי.
450984,"עמוד התווך של ראיות התביעה, מטבע הדברים, הייתה עדותה של המתלוננת, בחורה רווקה בת 28 שנים, בת למגזר החרדי הגרה עם הוריה בביתם בבני-ברק ועובדת כמנהלת חשבונות במשרד של דודה",לא רלוונטי,לא רלוונטי,המשפט מציג פרטים ביוגרפיים על המתלוננת ותפקידה בתיק ואינו כולל הערכה של השופט לגבי מהימנות עדותה.
501627, יש לקבל את עדותן של שלושת המתלוננות ר,לא רלוונטי,"קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט קובע כי יש לקבל את עדותן של המתלוננות, דבר המבטא קבלה של העדות כמהימנה."
680228," לטענת סנגורו של מוטי, אישום זה מבוסס על עדויותיהן של המתלוננות הנוספות, אשר לדבריו אין ליתן בהן אמון","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מציג את טענות הסנגור לגבי מהימנות המתלוננות ולא את קביעת בית המשפט עצמו.
587582, כבישת עדותה של המתלוננת הארועים נשוא האישום הראשון ארעו בתאריך 8,לא רלוונטי,לא רלוונטי,המשפט מציג נתון עובדתי קטוע על מועד האירועים וכבישת העדות ללא הערכת מהימנות מצד השופט.
604414, כל שכן שצפויים קשיים מסוימים בעדות של ילדה קטנה,לא רלוונטי,לא רלוונטי,המשפט מהווה קביעה כללית ותיאורטית לגבי אופיין של עדויות ילדים ואינו מעריך באופן ישיר את מהימנותה של המתלוננת בתיק.
680084,"די לנו כי גם באישום זה פעל עופר כיד המכוונת, וכמנהג בעלים, דבר הנתמך גם בגרסתן של המתלוננות הנוספות",לא רלוונטי,לא רלוונטי,המשפט עוסק בקביעת ממצא עובדתי לגבי התנהלות הנאשם ואינו מבטא הערכה ישירה של מהימנות עדות המתלוננת.
444341,"איני סבור, כפי שגורס בא כוח הנאשם, כי מאופן עדותה של המתלוננת, המצומצמת והשטחית בתוכן וברגש, יש ללמוד כי לא היו דברים מעולם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",השופט דוחה את טענת ההגנה לגבי חולשת עדותה של המתלוננת ומביע אמון בגרסתה למרות אופייה המצומצם.
680261," כפי שפתחנו את הדיון באישום הראשון, כך גם באישום זה, עלינו להידרש לשאלה האם יש מקום ליתן אמון בעדותן של המתלוננות הנוספות, או שמא עדותן נובעת מאותם מניעים שפורטו לעיל",לא רלוונטי,לא רלוונטי,המשפט מציג שאלה דיונית לגבי מהימנות המתלוננות ואינו קובע ממצא או הערכת מהימנות לגביהן.
685776,"באשר לנזק שנגרם לקורבנות, לא התקבל תסקיר קורבן אודות אף אחת מהמתלוננות, אך התובעת הזכירה את עדותה של המתלוננת הראשונה בפני בית-המשפט, שסיפרה שהיא נוטלת כדורים; שהיא אינה ישנה ואינה מתפקדת; שהיא שבר כלי",לא רלוונטי,לא רלוונטי,"המשפט עוסק בתיאור הנזק שנגרם למתלוננת ובטיעוני התובעת לעניין העונש, ואינו מבטא את הערכת השופט לגבי מהימנות עדותה."
680463," עם זאת, ניתן למצוא תימוכין לגרסתן של המתלוננות הנוספות, דווקא מחקירתו של דב",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט מצביע על קיומם של תימוכין וחיזוקים לגרסת המתלוננות מתוך חקירתו של דב.
832642," הדעת אף ניתנה לכך כי הנאשם הודה בשלב מוקדם של ההליכים, וחסך עגמת נפש, הכרוכה בעדותן של שתי המתלוננות האחרות, גם אם לא חסך זאת מן הישישה שביניהן, שנאלצה להתייצב פעמיים בבית המשפט ולהיחקר; ואלמלא ההודאה וההסדר בעקבותיו היינו מחמירים בעונשו מעבר למפורט להלן",לא רלוונטי,לא רלוונטי,המשפט עוסק בשיקולי ענישה ובהודאת הנאשם ואינו מעריך את מהימנות עדותה של המתלוננת.
1053230,"כשנשאל, מה יש לו לומר על עדותה של המתלוננת נטיה, שזיהתה אותו וכי שאל אותה  Do you speak English השיב, שזה שקר ולא נכון",לא רלוונטי,לא רלוונטי,המשפט מתאר את תגובת הנאשם והכחשתו לדברי המתלוננת ואינו מביע את הערכת השופט לגבי מהימנותה.
680410," כסיכום ביניים ניתן לסכם כדלקמן: עדותן של המתלוננות הנוספות בכל הקשור לאופן הגעתן למכון לא נסתרה, למעט על-ידי מוטי עצמו",לא רלוונטי,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם,"המשפט קובע ממצא עובדתי המאמץ את גרסת המתלוננות שלא נסתרה, תוך דחיית גרסתו המכחישה של הנאשם."
1064580,"ב מדינת ישראל נ' פלוני, פ""ד מז (1) 292, מתייחס  בית המשפט לאפשרות כי עדויות של מתלוננות שונות כנגד אותו נאשם יחזקו זו את זו (עמ' 304):",לא רלוונטי,לא רלוונטי,המשפט מהווה דיון משפטי תאורטי וכללי המצטט פסק דין קודם ואינו עוסק בהערכת מהימנותה של המתלוננת במקרה הנדון.
1177301,לעומת התפתלויותיו של הנאשם הייתה עדות המתלוננת עדות של נערה צעירה שהשתדלה למסור עדות מדויקת של חוויה מזעזעת שעברה,אמינה בגלל שהנאשם לא אמין,"קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים","המשפט מתאר את עדות המתלוננת כתיאור אותנטי ומדויק של החוויה הקשה שעברה, תוך הדגשת כנותה לעומת התנהלות הנאשם."
1212348," ועם זאת, יש בעדותה של ה",לא רלוונטי,לא רלוונטי,המשפט קטוע ואינו מביע עמדה שלמה או הערכה כלשהי לגבי מהימנות עדותה של המתלוננת.
700298," דווקא משום כך, מן הראוי, שיעשה מאמץ למצוא ראיות כאלה במידת האפשר, בענייננו עדותה של נערה נוספת, שהיתה לגירסת המתלוננת נוכחת באירוע השני, וכן עדות של תלמידות על התנהגותו של הנאשם כלפיהן בדרך כלל, כפי שנטען על ידי אותה מתלוננת",לא רלוונטי,דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,"המשפט עוסק בצורך במציאת ראיות תומכות ומחזקות לעדותה של המתלוננת, ולכן מתקשר לקושי להרשיע על בסיס עדותה היחידה ללא ראיות סיוע."
1213193," רוצה לומר: יש בסתירות שנתגלו, לטענת ההגנה, כדי לכרסם במהימנותן, הן של עדי התביעה שבגרסתם עצמה ניתן היה להצביע על שקרים, ובהמשך לכך גם על גרסתן של יתר המתלוננות האחרות, בבחינת פרט שללמד על הכלל כולו יצא","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מתאר את טענות ההגנה לגבי כרסום במהימנות המתלוננות ולא את קביעת בית המשפט עצמו.
1213202," בבית המשפט את נושא הנשיקה רק לאחר ששמעה את גרסתן של מתלוננות אחרות וביקשה ""להתאים"" את גרסתה","לא אמינה כי נתפסת כנקמנית, חשש להעללה או האשמת שווא",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מצביע על חוסר עקביות וניסיון של המתלוננת להתאים את גרסתה לעדויות אחרות, דבר הפוגע באמינות גרסתה."
1212808," ועם כל זאת, המדובר כאמור בעדות מהימנה, ועשוייה היא לשמש חיזוק לגרסאותיהן של מתלוננות אחרות, וכמפורט להלן","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט קובע כי מדובר בעדות מהימנה של המתלוננת, ובכך מאמץ ומקבל את עדותה בשל מהימנותה הגבוהה."
1213528," עם זאת, עשוייה גרסתה לשמש חיזוק לגרסאותיהן של מתלוננות אחרות",לא רלוונטי,לא רלוונטי,"המשפט אינו מעריך את מהימנות גרסתה של המתלוננת עצמה או קובע ממצאים לגביה, אלא דן בפוטנציאל הראייתי שלה לשמש כחיזוק לעדויות אחרות."
1567480,"עדותה, ככל שהיא נוגעת לדרישות הביזאריות, נתמכת בעדותן של מתלוננות אחרות ובהקלטת השיחות בין הנאשם לדמרי ת/80 – ת/84",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,המשפט עוסק בקבלת עדותה של המתלוננת תוך הדגשה כי היא נתמכת בראיות חיצוניות ובעדויות נוספות המחזקות אותה.
2018475," עוד נעיר כי לעתים ניתן למצוא סתירות בין העדויות של המתלוננות, בין סתירות פנימיות, ובין סתירות בין עדות מתלוננת אחת לעדות של מתלוננת אחרת",לא רלוונטי,לא רלוונטי,המשפט מהווה דיון משפטי כללי ותאורטי לגבי סתירות בעדויות ואינו מעריך את מהימנות המתלוננת במקרה הספציפי.
1567142," מול זו של הנאשם, החלטתי להעדיף את גרסתה של ל",לא רלוונטי,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,המשפט מבטא את החלטת השופט להעדיף את גרסתה של המתלוננת על פני גרסתו של הנאשם.
1567495," את התנהלותו של הנאשם, החל מהראש המושפל, המשך באופן התנהלותו בביתה וכלה בהתעוררות שלאחר הטיפול, דומה דמיון שאינו יכול להיות מקרי לתיאורן של המתלוננות האחרות",לא רלוונטי,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,"המשפט מצביע על דמיון שאינו מקרי בין תיאורי המתלוננות השונות לגבי התנהגות הנאשם, דבר המהווה חיזוק ראייתי משמעותי לגרסתן."
1673248,"""הריני סבור כי בשאלה אם לקבל כראיה את חוות דעתו ועדותו של חוקר ילדים, אודות מתלונן קטן המעיד במשפט, מוטל על בית המשפט להכריע תוך התחשבות במטרת הגשתן של הראיות ועל רקע נסיבותיו העובדתיות של המקרה הנתון",לא רלוונטי,לא רלוונטי,המשפט מהווה דיון משפטי תיאורטי כללי לגבי קבלת חוות דעת של חוקר ילדים ואינו מבטא הערכה של מהימנות המתלוננת במקרה הספציפי.
1212351,", בשל כך שיש לפחות ספק של ממש אם לא נתנה היא את הסכמתה למעשים אלה, הרי יש בעדותה המהימנה כדי לשמש במידת הצורך חיזוק לעדויותיהן של המתלוננות האחרות, וכמפורט להלן",אמינה בגלל חיזוק חיצוני,לא רלוונטי,"המשפט קובע כי עדות המתלוננת מהימנה ויכולה לשמש כחיזוק לעדויות אחרות, אך אינו מתאים לאף אחת מהקטגוריות הספציפיות העוסקות בקבלת או דחיית גרסתה שלה לצורך הרשעה במקרה שלה."
1494, גרסתה של המתלוננת בעניין זה לא היתה ברורה,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מביע ביקורת על חוסר הבהירות בגרסת המתלוננת, המצביעה על פגם באמינות עדותה."
5915," נטען כי (בת/3, עמ' 18 לתמליל 1 ובדקה 54:50 בתקליטור ת/3ב) ניתן תיאור מוחשי על ידי המתלוננת ואף הדגמה",לא רלוונטי,לא רלוונטי,"המשפט מציג טענה של אחד הצדדים (""נטען כי"") ולא את קביעתו או הערכתו של השופט עצמו לגבי מהימנות המתלוננת."
9518,"בידוע הוא, כי כאשר מדובר בעבירות מין, אין צורך בקיומו של סיוע לעדוּת יחידה של מתלוננת, וּבלבד שמסקנת בית-המשפט תהא מנומקת כדבעי, כמִצוות  לפקודת הראיות [נוסח חדש], התשל""א-1971","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מציג דיון משפטי תאורטי כללי לגבי דיני הראיות בעבירות מין ואינו עוסק בהערכת מהימנותה של המתלוננת במקרה הספציפי.
4629,"במצב דברים זה, כאשר מול עדותה האמינה של המתלוננת לא עומד למעשה דבר, יש לקבוע כי נתמלאו יסודות העבירות המיוחסות לנאשם בפרט אישום זה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם,המשפט קובע כי יש להרשיע את הנאשם על בסיס קבלת עדותה האמינה של המתלוננת ודחיית גרסת ההגנה שמנגד.
4187," מול עדותה האמינה של המתלוננת לא עומד, למעשה, דבר וחצי דבר",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,"המשפט מעמיד את עדותה האמינה של המתלוננת מול חוסר המשקל המוחלט של הגרסה הנגדית, ולכן מתאים להעדפת עדותה על פני גרסת ההגנה."
9522," שמענו את עדותה הארוכה והמפורטת של המתלוננת, ויכולים היינו להתרשם באורַח בלתי-אמצעי מאוֹפיהּ, התנהגות ואופן עמידתה בחקירה לא-קלה",לא רלוונטי,"קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",המשפט מתאר קבלה של עדות המתלוננת תוך הדגשת הפירוט שבה וההתרשמות הישירה והאותנטית מאופן עמידתה בחקירה.
8922,"לא למותר לציין כי גירסתו זו של הנאשם עומדת בסתירה גמורה לגירסתה המהימנה של המתלוננת, שטענה, כפי שהוזכר כבר לעיל, כי הנאשם שוחח עם שותפוֹ, שהסיע אותה לאותו מקום",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,המשפט מעמת בין גרסת הנאשם לבין גרסתה המהימנה של המתלוננת ומעדיף את גרסתה על פני גרסתו הסותרת.
9527," גירסתה של המתלוננת עִקבית היא, ברורה וּבלתי-מתחמקת","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה","המשפט מתאר את גרסת המתלוננת כעקבית, ברורה ובלתי-מתחמקת, המותירה רושם חיובי ומעידה על מהימנותה הגבוהה."
11290,"יש צורך ב""הנמקה מיוחדת"" לביסוס הרשעה על-פי עדותה היחידה של מתלוננת","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מהווה דיון משפטי תאורטי כללי לגבי הדרישה להנמקה מיוחדת בעדות יחידה ואינו מבטא את הערכת השופט למהימנות המתלוננת במקרה הנדון.
11929,"האם תיארה, כי לאחר שפרצה המריבה במשפחה, ס', אחי בעלה, נהג לספר לה מה אומרים יתר הדודים (אֵחיו) ולפי טענתו היו קיימות מספר גרסאות בקשר למתלוננת, ובין היתר ""הסתובבה"" גרסה לפיה המתלוננת טענה שי' עשה לה ""משהו"" (עמ' 1, ת/23ג)",לא רלוונטי,לא רלוונטי,המשפט מתאר את עדות האם לגבי שמועות וגרסאות במשפחה ואינו מבטא את הערכת השופט לגבי מהימנות עדות המתלוננת.
9700," לעומת גירסתה הברורה והאֲמִינָה של המתלוננת, והתוספות הרְאָיָיתִיוֹת המאמתות וּמעבּוֹת אותה, גירסתו של הנאשם איננה אֲמִינָה ואינה משכנעת כְּלָל ועיקר",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,"המשפט מעדיף את גרסתה האמינה של המתלוננת, הנתמכת בתוספות ראייתיות, על פני גרסתו הבלתי אמינה של הנאשם."
12597,"""מלשון הסעיף עולה כי בית-המשפט רש'י להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מהווה דיון משפטי תאורטי כללי לגבי הוראות החוק ואינו עוסק בהערכת מהימנותה של המתלוננת במקרה הנדון.
15279,גרסאותיה הסותרות של המתלוננת,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,"המשפט מצביע באופן ישיר על סתירות בגרסאותיה של המתלוננת, דבר המהווה בסיס לדחיית עדותה בשל חוסר עקביות."
12760,"הבאתן של ראיות חיזוק אינה נעוצה בחובה כלשהי שהמחוקק הטיל על בית המשפט שכן, כידוע, בוטלה דרישת הסיוע לעדות יחידה של קורבן עבירות מין שנדרשה בעבר, וכיום, בהתאם  ל, יש צורך ב""הנמקה מיוחדת"" לביסוס הרשעה על-פי עדותה היחידה של מתלוננת",לא רלוונטי,לא רלוונטי,"המשפט מהווה דיון משפטי תאורטי כללי לגבי דרישת הסיוע והצורך בהנמקה מיוחדת, ואינו עוסק בהערכת מהימנות המתלוננת במקרה הספציפי."
13496,"אף שבית המשפט מוסמך כיום לפי  ל להרשיע נאשם על סמך עדותה היחידה של המתלוננת ואין חובה כבעבר למצוא לה תמיכה בראיות ""סיוע"", ואף לא בראיות ""חיזוק"", אין משמעות הדבר כי הסכר נפרץ לרווחה ועדיין על בית המשפט  ""","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מהווה דיון משפטי תאורטי כללי לגבי הרשעה על בסיס עדות יחידה ואינו מעריך את מהימנות המתלוננת במקרה הספציפי.
16093,"""מלשון הסעיף עולה כי בית-המשפט רשאי להסתמך על עדות יחידה של מתלוננת, ובלבד שיפרט מה הניע אותו להסתפק בעדות זו","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,המשפט מהווה דיון משפטי תאורטי כללי בפרשנות סעיף חוק ואינו מבטא הערכה של השופט לגבי מהימנות המתלוננת במקרה הנדון.
