sentence_id,origin_sentence,category,new_category
100136, באומרי כי מטעם התביעה הובאה עדותה היחידה של המתלוננת הרי שיש גם לבדוק אם אפשר למצוא סיוע לתמיכת עדות זו,עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,לא רלוונטי
100963," עדותה האמינה של המתלוננת, ביחס לאירועים בשהות הקצרה במעלית מתייחסת הן לדבריו של הנאשם והן למעשיו","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
100993," עדותה האמינה של המתלוננת מאפשר הכרעה על בסיסה גם במידת ההוכחה הנדרשת במשפט פלילי ולעדות זו חיזוק כמפורט לעיל, המבסס את אמינותה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
101460,"בכל הנוגע לעבירת המעשה המגונה, בסוף שמיעת הראיות ניצבת עדותה היחידה של המתלוננת מול עדותו של הנאשם",לא רלוונטי,לא רלוונטי
101466,"ואולם, לאחר ששמעתי את הצדדים ועיינתי בראיות, הגעתי לכלל מסקנה כי לא ניתן לסמוך על עדותה היחידה של המתלוננת הרשעה בפלילים","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
101461,"נ בעבירה זו ניתן לבסס הרשעה בפלילים על עדות יחידה של המתלוננת ואולם קיימת חובת הנמקה מה הניע את ביהמ""ש להסתפק בעדות זו (ס'  ל)","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
101987,עדות המתלונן עדותו של המתלונן הייתה עקבית ומפורטת,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
102161," מעבר לכל האמור ניצבת עדותו המהימנה של המתלונן שלא מותירה מקום לספק באשר לזיהויו של הנאשם באופן וודאי ובלי קשר ל""מוניטין"" שהיה לנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
102028,"סיכומו של דבר, לאחר שמיעת עדותו של המתלונן והתרשמותי הבלתי אמצעית ממנו ולאור האמור, אני קובע כי עדותו המפורטת, העקבית והכנה של המתלונן היא עדות אמת וניתן לקבוע ממצאים ודאיים על סמך עדותו האמינה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
102006,"עדותו המהימנה של המתלונן, הפרטים הרבים שסיפר, העקביות, שטף דיבורו, האותנטיות בתיאור מבטו של הנאשם והכנות בה שיתף בחששו להלך ברחוב לאחר האירוע לא מותירים מקום לספק","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
102394," גם כאן, גרסתה הראשונית של המתלוננת מסתברת יותר ומתיישבת עם יתר הראיות ועם התמונה הכללית כפי שזו משתקפת מהעובדות המוסכמות ומתיאורי הרקע בעדותה שלה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
103744,"00, בה חזרה המתלוננת על הגרסה המפלילה את הנאשם, קדמה לעדותה בקשת ב""כ המאשימה לאפשר לה להעיד פעם נוספת את המתלוננת, בנימוק שאם המתלוננת פנתה אליה, וביקשה לאפשר למתלוננת לשוב ולהעיד, וכן שיש בכך כדי לגרום לגילוי האמת",לא רלוונטי,לא רלוונטי
103647," לטענת המאשימה יש להרשיע את הנאשם בעבירות המיוחסות לו על יסוד עדותה השניה של המתלוננת, שאותה יש לקבל כמהימנה ולייחס לה את מלוא המשקל, ולאור ראיות חיזוק נוספות כמפורט להלן:","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
104681, לעדות האמינה של המתלוננת במקרה דנן מצטרפות ראיות בעניין מצבה הנפשי והתנהגותה של המתלוננת בסמוך לאחר ביצוע המעשים,אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדותמהימנה הנתמכת בראיות סיוע וחיזוקים
103830,"לאחר ששקלתי את השיקולים האמורים, הגעתי למסקנה שיש לקבל את גרסתם המפלילה של המתלוננת, אמה ואחיה, לאור ההסברים שניתנו בקשר לכך ולאור הגיונם של דברים","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
107039," מכל מקום, גם על ההגנה מקובל כי אדם היה רק עד שמיעה, הן לדברי א' והן לדברי המתלוננת, ולא עלתה טענה, כי בשלב כלשהו שמע גרסה אחרת, וסותרת, מפי המתלוננת או מפיה של א'",לא רלוונטי,לא רלוונטי
111555,"עדותה של המתלוננת לגבי שני האירועים, בהם נרשמו מספרי הרכב היתה מבולבלת במקצת וקשה לקבוע על פי עדותה בחקירה ראשית באיזה מן הרכבים נהג הנאשם בכל אחד משני האירועים הנ""ל (כך למשל, לגבי האירוע מיום שישי 3/2/06), היא מוסרת שהנאשם נהג ברכב 6236382 (עמ' 16, שורה 23) (שאין חולק שהוא רכב וולוו של הנאשם)","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
117895,"כבר עתה אומר, כי נוכח המורכבות העובדתית שבתיק זה ולאור העובדה שהמתלוננת חזרה בה מספר פעמים מתלונתה נגד הנאשם, בחנתי את הראיות והעדויות בתיק זה במשנה זהירות, תוך ששמתי ליבי לרגישות המייחדת את המקרה ותוך בחינה דקדקנית של גרסאותיה החלופיות של המתלוננת",לא רלוונטי,לא רלוונטי
121096,"כפי שציינתי לעיל, עדותה של המתלוננת היתה עניינית וקוהרנטית ואפילו אניח כי אכן נטלה תרופות עובר למתן עדותה (המתלוננת עצמה הכחישה זאת, ראה ע' 27 לפרוט' בש' 5-8) אזי, לא מצאתי כי היה בכך כדי לפגום באותה עדות או בכושר העדתה של המתלוננת","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
121501," סתירה זו בין גרסאותיה השונות של המתלוננת מצביעה על כך כי המתלוננת מנסה להציג בפני ביהמ""ש מצג לפיו הנאשמים כלל לא מצאו חן בעיניה מלכתחילה וכי לא הייתה מעונינת בכל מגע עמם, אך מצג זה אינו מתיישב עם העובדה כי המתלוננת בילתה עם הנאשמים בשני מועדים שונים ונפגשה עמם בפעם השניה בפאב הפונזי בפגישה יזומה","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
114761," לעניין זה, אני מוצאת לאמץ את גרסתה הברורה והבטוחה של המתלוננת ולפיה התקשרה ליחיאל על מנת להשיג את ס' בן זוגה ששכח את מכשיר הטלפון שלו בדירה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי
121587,"כפי שפורט לעיל, גרסתה של המתלוננת הינה מלאת סתירות ומעלה תמיהות ותהיות רבות","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
121850," כאמור לעיל, עדותה של המתלוננת הייתה בלתי מהימנה","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
121883, בשני מסמכים שונים שהוצאו על ידי המחלקה לרפואה דחופה בבית החולים כרמל ניתן להבחין בשתי גרסאות שונות של המתלוננת,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
121659,"אין זה הגיוני כי חברתה של המתלוננת תשקר בעדותה וסביר להניח כי לו אכן גרסתה של המתלוננת הייתה אמיתית, חברתה הייתה תומכת בגרסתה ומעידה על הדברים כפי שהתרחשו באמת","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
122008,"בענייננו, כפי שפורט לעיל, גרסתה של המתלוננת הינה בלתי מהימנה ולא ניתן לקבל את טענותיה כי התנגדה לקיום יחסי המין עם הנאשמים וזאת לאור הסתירות והתמיהות העולות מגרסתה","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
123263,"לא נעלמה מעיני העובדה שמדובר בהרשעה על סמך עדות יחידה של המתלוננת, אך חרף זאת מצאתי שניתן להסתפק בעדות זו לצורך הרשעה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
124127,"נטען כי לעומת עדותה המהימנה של המתלוננת, הייתה גרסת הנאשם בלתי אמינה, כאשר לדעת התביעה ""דבריו מלאים בתמיהות, גרסתו כבושה ומלאה בפרטים נוספים שהעלה לראשונה בעדותו בבית המשפט",עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו
124103," לגישת התובעת, עדותה של המתלוננת הייתה קולחת ועקבית והיא השיבה לכל השאלות שהוטחו בה, והסבריה לעיכוב בהגשת התלונה היו הסברים הגיוניים","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
121889,"לעומת גרסתה המעורערת של המתלוננת עומדות גרסאותיהם העקביות והאמינות של שלושת הנאשמים, אשר מתיישבות זו עם זו","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי
126950,"אך יודגש, כמצויין גם בראשית דברינו, כי עיקר מלאכתו של בית המשפט בתיק זה תהא להכריע בין הגירסאות הסותרות של המתלוננת מזה ושל הנאשמים מזה, ולקבוע מי מהם דובר אמת ומי נמנע מכך",לא רלוונטי,לא רלוונטי
124158,"לגישת הסנגור, עדותה של המתלוננת הינה בעייתית ובלתי מהימנה, ואין ניתן להשתית עליה הרשעה פלילית, ובעיקר כשמדובר בעדות יחידה","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
124201,"לסיכום, טוען ב""כ הנאשם כי עדותה היחידה של המתלוננת הינה בעייתית ביותר ואין כל אפשרות להשתית עליה הרשעה",עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,לא רלוונטי
127161," עדותה של המתלוננת, על אף הסתירות שבה, היתה מהימנה עלינו","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
128122," עדותו האמינה של המתלונן הנתמכת, בין היתר, בנזק הנפשי החמור שנגרם לו, מצביעה כי אכן חווה פגיעה מינית חמורה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
128136," עיקר טענת הנאשם, כבר בחקירה במשטרה, היא כי העלילה נרקמה על ידי מ","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
128299," קביעתו של בית המשפט המחוזי, לפיה הסתירות בין גרסאותיה השונות של המתלוננת שעליהן הצביע המערער אינן מהותיות, מקובלות עליי","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
128727,עדותה המיידית של המתלוננת נתמכת בחיזוקים רבים והראשון שבהם מצבה הנפשי מיד לאחר האירוע,אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
128175,"עם זאת, מהנסיבות האופפות את המעשים, כפי שתוארו בעדותו האמינה של המתלונן, עולות נסיבות הלוואי של המעשים המצביעות לפחות על ניסיון להחדיר את איבר מינו לפי הטבעת של המתלונן",לא רלוונטי,לא רלוונטי
130752,"מסקנתי זאת נשענת על 3 אדנים מרכזיים: (1) עדותה המהימנה של המתלוננת; (2) מצבה הנפשי הנסער בעקבות האירוע; (3) אמרתו המפלילה של הנאשם לשוטרים בשטח, והיעדר אמון בגרסתו",אמינה בגלל שהנאשם לא אמין,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
130756,עדותה המהימנה של המתלוננת,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי
132519," הנאשם מסר גרסה תמימה, לפיה במהלך המפגש, המתלוננת והוא שוחחו, שיחקו עם חתוליו ועם מכשיר ה""אייפון"" שלו",לא רלוונטי,לא רלוונטי
132522,"על מנת להכריע בין גרסאותיהם הסותרות של הנאשם והמתלוננת, נפנה אפוא לבחון מהימנות גרסאות אלו, וכן את מידת השתלבותן במארג יתר הראיות שהובאו בפנינו",לא רלוונטי,לא רלוונטי
130776," מסקנתי בדבר מהימנות עדות המתלוננת מתקבלת אף לאחר שבחנתי את כל אותן סתירות עליהן הצביע הסניגור, והגם שברור כי עדותה של המתלוננת לא הייתה נטולת קשיים","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
133597,"שלישית, טוען ב""כ הנאשם כי גרסתה השקרית של המתלוננת נולדה לאחר שהתברר לה כי בן זוגה שאהר גילה את העובדה שהיא בילתה באותו לילה עם גבר אחר, ומתוך פחדה שלא יאונה לה כל רע מידי בן זוגה, איש אלים וחם מזג, המציאה את סיפור החטיפה והאונס, על מנת להסיט את האשמה ל""בילויה"" עם הנאשם ממנה לנאשם עצמו",עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,לא רלוונטי
133842,איני מתעלם מן הקשיים שבעדותה הכוללת של המתלוננת,"אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
135358,סיכום התרשמותי מהמתלוננת אין ספק בעיני כי עדותה של המתלוננת הינה מהימנה ובעלת מידת אמינות גבוהה,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
133862,"גרסה שקרית זו של המתלוננת היא משמעותית ביותר, מאחר שהעבר המשותף שלה ושל הנאשם בוודאי מקרין לא רק על מידת המהימנות שיש ליחס למתלוננת באופן כללי, אלא אף על מידת המהימנות שיש ליחס לגרסתו של הנאשם שהשניים התחבקו והתנשקו וזרמו לקראת יחסים אינטימיים גם בליל האירוע נשוא כתב האישום","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
135219,"(עמ' 44 ש' 5-10) הערכת מהימנות וקביעת ממצאי עובדה כבר עתה אומר כי לאחר שהאזנתי לדברי העדים ובחנתי את עדותם בפני, אני מעדיף ללא היסוס את גירסת המתלוננת לאירועים ודוחה לחלוטין את גירסת הנאשם, וזאת לאחר שהזהרתי עצמי כמתחייב מהוראת  ל כי המדובר בהכרעה על בסיס עדות יחידה של מתלוננת בעבירת מין",אמינה בגלל שהנאשם לא אמין,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
135872,"לכן די עתה בעדות יחידה של המתלונן/ת בעבירות מין לשם הרשעה, אך מצד שני גם במקרה כזה מוטל על בית המשפט להקפיד כי ההנמקה הנדרשת תתמודד כראוי, באופן הולם, הוגן וממצה, עם כל הקושי שעלול לעורר מתן האמון בעדות יחידה של הנפגע""","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
136185,"במוקד ראיות התביעה עומדת, כדבר מובן מאליו, עדותה היחידה של המתלוננת ובהתאם למידת האמון שיינתן בה, בסופו של יום, יקום וייפול דבר",לא רלוונטי,לא רלוונטי
136200," העובדות הנוגעות ללבישת  הגרביונים באותו אירוע נותרו עמומות, כאשר הוצגו בפנינו גרסאות סותרות בנושא, חלקן מפי המתלוננת","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
135631,"דעתה של העדה לא השתנתה גם לאחר גביית עדות נוספת מהילדה, שנכפתה עליה כעבור קרוב לחודשיים מגביית הראשונה ואחרי הגשת כתב האישום",לא רלוונטי,לא רלוונטי
137695,עדותה של המתלוננת היתה לא עקבית ורצופת סתירות,"לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
136331," כן מציין הסניגור כי המתלוננת לא אמרה בעדותה בביהמ""ש דבר בעניין צביטה בלחי ועל כן, לדעת הסניגור, אין להשתית הרשעה בהסתמך על עדותה היחידה של המתלוננת","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
138046,"בפני מ' הוצגה הגרסה השלישית לפיה המתלוננת הח'טה לנקום בנאשם בעקבות סירובו להסיע אותה (עמ' 170-171) והיא ניסתה לסחוט את הנאשם בשיחה הטלפונית עם שאול, שאם הנאשם לא יתן לה 50,000 ₪  היא תספר לא' את הסיפור והוא ירצח אותו (את הנאשם)","לא אמינה כי נתפסת כנקמנית, חשש להעללה או האשמת שווא",לא רלוונטי
138123,"לענייננו, למרות שהעדפתי גרסתה של המתלוננת על פני גרסתו של הנאשם, הגעתי למסקנה כי בנסיבות המקרה, נוכח התנהלותה הלא שגרתית של המתלוננת עובר להגשת התלונה ולאחריה, לא יהיה זה בטוח לקבוע ממצאים עובדתיים מרשיעים בדבר אשמת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
143168,"עדותו הנ""ל של המתלונן היתה מבולבלת, מתחמקת, בלתי ברורה לא  עקבית כלל","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
143232," יש לציין כי עדותו של המתלונן, לעניין התלונות הקודמות הנ""ל, לא היתה עקבית כלל","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
143183," התרשמתי כי עדותו הנ""ל של המתלונן לא היתה מהימנה כלל, וההסבר שמסר ליישב את הסתירה בין דבריו במשטרה לבין גרסתו בבית המשפט, לא היה משכנע כלל","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
139479,"באשר למקרה במוסך: הסנגור הדגיש, שכתב האישום תלוי כולו בעדותה היחידה של המתלוננת, שאין לו כל חיזוק או סיוע","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
144751," אין אנו מאמינים לעדות הנאשם, ואנו מעדיפים את עדותה המהימנה של המתלוננת על פני הכחשתו הכוללת של הנאשם",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו
145014,עדותה של המתלוננת היתה ארוכה ומפורטת וניתן היה להתרשם ממנה  ומאישיותה במשך השעות הרבות בהן עמדה על דוכן העדים,לא רלוונטי,"קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
145628," כפי שבואר לעיל, הנדבך המרכזי בהרשעתו של הנאשם היא עדותה האמינה והמשכנעת של המתלוננת, כשאליה מצטרפות ראיות נוספות המחזקות ומעבות אותה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
146293, גירסתו של המתלונן היתה אמינה עלי ונמצאו לה ראיות מסייעות ומחזקות,אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים
150562,"בהיות עדות המתלוננת עדות יחידה, כרסום זה מתווסף לתהיות שעלו בעדותה לגבי נ/5, ואלה הביאו אותי למסקנה שלא ניתן לבסס ממצאים מרשיעים על יסוד עדותה היחידה של המתלוננת לגבי העבירות המיוחסות לנאשם 2","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע
150343, העדות של המתלוננת הייתה אותנטית ולא היה בה רצון לנקמה,"אמינה כי לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה"
149705," שכן, לא מתקבל על הדעת שבחורה שבוצעו בה מעשים מיניים בניגוד לרצונה ובכפיה, פעמיים, לטענתה, תמשיך להיפגש עם מי שכפה עליה יחסים אלו, ולקיים איתו יחסי מין מרצון כאילו לא אירע דבר; והיא הנותנת – כך על פי הטענה – כי גירסתה של המתלוננת הינה שיקרית","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
790341,עדות המתלוננת אלמונית 13,לא רלוונטי,לא רלוונטי
782125,"לאחר שהגעתי למסקנה כי גרסת המתלוננת אמינה וכבדת משקל היא, על החיזוקים הרבים להם זוכה גירסתה כפי שפורט לעיל, לא אפטור עצמי מלהעריך,  לעומתה,  את מהימנותה ומשקלה של גרסת הנאשם,  ולהציבה מן העבר השני של כפות המאזניים",לא רלוונטי,קבלת גרסת המתלוננת בהיותה עדותמהימנה הנתמכת בראיות סיוע וחיזוקים
825694,לאחר מכן תשאל השאלה האם אמינה גרסת המתלוננת והאם אכן בוצעו בה עבירות מין קשות,עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,לא רלוונטי
828247,"השנייה - שגרסת המתלוננת אינה הגיונית גם בשל כך שלא מתקבל על הדעת שהנאשם חשף בפניה, לכאורה, את איבר מינו והכריח אותה לבצע בו מין אוראלי, והכול בחניון של קניון הראל, וזאת כאשר בהיותם בעין חמד הנאשם נבהל מאד מרכב שעבר במקרה במקום",לא רלוונטי,לא רלוונטי
846833,"מאידך, גרסת המתלוננת בעדותה בבית המשפט שונה כאמור לחלוטין","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
846886," באשר לטענה שלו אכן היתה גרסת המתלוננת נכונה היא היתה נמנעת מלעלות שוב לאוטובוס, הרי ניתן לומר שאכן בנסיבות רגילות העובדה שעלתה שוב לאוטובוס לאחר האירוע, מעלה תמיהות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי
847256,"מאחר שבמשפט פלילי אנו עוסקים, מתחייבת הכרעה ביניהן מעבר לכל ספק סביר, כשהמשמעות היא קבלת העדות האחת באופן מלא, לפחות לגבי האירועים הקונקרטיים, ודחיית הגרסה שמנגד באופן שלא יתעורר כל ספק סביר מכוחה, ואין די בקביעה כי עדות המתלונן סבירה ומסתברת יותר מעדות הנאשם","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי
886818," יש להוסיף עוד, כי עדות המתלוננת בנקודה זו ברורה לחלוטין",לא רלוונטי,לא רלוונטי
884648," גירסת הקטינה, כי לא ניתן היה להוריד את מכנסיה, בלי לפתוח את הכפתור ואת הרוכסן, סבירה ביותר, נוכח המכנסיים בעלי הגיזרה הנמוכה שהיא לבשה, אלה הנראים בתמונות ת/15","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי
945132,"עדות המתלוננת אינה עקבית ואחידה, שכן מסקירת עדויותיה, מתגלית המתלוננת כעדה שהאמת אינה נר לרגליה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה
935603,"דיון בראיות הישירות: אקדים ואומר - נמצא לי, שעדות המתלוננת אמינה וראויה למתן משקל רב, וכי, שטחה בפנינו  את אשר אירע לה באמת ובתמים: סאגה של פגיעה מינית בה, ואלימות אחרת, מצד אביה- הנאשם, לאורך שנים ארוכות","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים"
945150,גרסת המתלוננת שונה גם לגבי זהות הנהג ברכב בדרך לעזריה,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי
945208,"גרסת המתלוננת זהה לגרסת הנאשם 2, בנוגע לשלב בו עזב את עזריה ושב לדרום הארץ",לא רלוונטי,לא רלוונטי
1132801," רוצה לומר, האם גרסת המתלוננת אמינה ומתוכה נוצק גרעין האמת לאשר התרחש בין כתלי הבית, או שמא, כגרסת הנאשם, מדובר בעלילת שקר דמיונית ומשוללת כל יסוד, שטוותה נגדו המתלוננת וכל תכליתה הייתה להיפרע ממנו על שנטש אותה לאנחות?",לא רלוונטי,לא רלוונטי
1199420,"אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה על פי דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו",לא רלוונטי,לא רלוונטי
1123060," לאחר שקילת הראיות באישום זה, ובהתמלא דרישת הסיוע כמפורט להלן, ולאחר צפייה בקלטת הוידאו ומתן משקל ראוי לעדויות הרלוונטיות ומשקבעתי כי עדות הקטינה אמינה ועדיפה על פני זו של הנאשם, אני מרשיע את הנאשם בעבירה כמתואר באישום זה",לא רלוונטי,קביעת ממצאים עובדתיים מרשיעים על בסיס אימוץ גרסת המתלוננת ודחיית הנאשם
