sentence_id,origin_sentence,category,new_category,invokes_myth,myth_polarity,myth_trigger,myth_reason,myth_raw
143168,"עדותו הנ""ל של המתלונן היתה מבולבלת, מתחמקת, בלתי ברורה לא  עקבית כלל","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט פוסל את מהימנות העדות בשל היותה מבולבלת ולא עקבית, ללא התייחסות למניע להעליל או לנקום.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט פוסל את מהימנות העדות בשל היותה מבולבלת ולא עקבית, ללא התייחסות למניע להעליל או לנקום.""
}"
139479,"באשר למקרה במוסך: הסנגור הדגיש, שכתב האישום תלוי כולו בעדותה היחידה של המתלוננת, שאין לו כל חיזוק או סיוע","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",לא רלוונטי,False,לא_רלוונטי,,"המשפט מתאר טענה משפטית של הסנגור לגבי היעדר סיוע לעדות יחידה, ללא התייחסות למניע שקרי, נקמנות או למיתוס ההעללה.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט מתאר טענה משפטית של הסנגור לגבי היעדר סיוע לעדות יחידה, ללא התייחסות למניע שקרי, נקמנות או למיתוס ההעללה.""
}
```"
138123,"לענייננו, למרות שהעדפתי גרסתה של המתלוננת על פני גרסתו של הנאשם, הגעתי למסקנה כי בנסיבות המקרה, נוכח התנהלותה הלא שגרתית של המתלוננת עובר להגשת התלונה ולאחריה, לא יהיה זה בטוח לקבוע ממצאים עובדתיים מרשיעים בדבר אשמת הנאשם מעבר לכל ספק סביר על יסוד עדותה היחידה של המתלוננת","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,False,לא_רלוונטי,,"השופט מתייחס להתנהלות לא שגרתית של המתלוננת לצורך קביעת ספק סביר, ללא אזכור של מניע שקרי, נקמנות או חשש להעללת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מתייחס להתנהלות לא שגרתית של המתלוננת לצורך קביעת ספק סביר, ללא אזכור של מניע שקרי, נקמנות או חשש להעללת שווא.""
}"
143232," יש לציין כי עדותו של המתלונן, לעניין התלונות הקודמות הנ""ל, לא היתה עקבית כלל","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט מעריך את עדות המתלונן כלא עקבית, ללא התייחסות למניעי נקמה, העללה או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מעריך את עדות המתלונן כלא עקבית, ללא התייחסות למניעי נקמה, העללה או תלונת שווא.""
}
```"
143183," התרשמתי כי עדותו הנ""ל של המתלונן לא היתה מהימנה כלל, וההסבר שמסר ליישב את הסתירה בין דבריו במשטרה לבין גרסתו בבית המשפט, לא היה משכנע כלל","לא אמינה כי לא עקבית, הציגה סתירות",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט פוסל את מהימנות המתלונן בשל סתירות בעדותו, ללא התייחסות למניע של נקמה, העללה או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט פוסל את מהימנות המתלונן בשל סתירות בעדותו, ללא התייחסות למניע של נקמה, העללה או תלונת שווא.""
}"
146293, גירסתו של המתלונן היתה אמינה עלי ונמצאו לה ראיות מסייעות ומחזקות,אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופט קובע כי עדות המתלונן אמינה ומחוזקת בראיות, ללא כל התייחסות לאפשרות של העללה או נקמנות.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי עדות המתלונן אמינה ומחוזקת בראיות, ללא כל התייחסות לאפשרות של העללה או נקמנות.""
}
```"
144751," אין אנו מאמינים לעדות הנאשם, ואנו מעדיפים את עדותה המהימנה של המתלוננת על פני הכחשתו הכוללת של הנאשם",אמינה בגלל שהנאשם לא אמין,העדפת עדותה המהימנה של המתלוננת ודחיית גרסת הנאשם עקב חוסר אמינותו,False,לא_רלוונטי,,"השופטים מעדיפים את עדות המתלוננת על פני הכחשת הנאשם, ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופטים מעדיפים את עדות המתלוננת על פני הכחשת הנאשם, ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.""
}"
145628," כפי שבואר לעיל, הנדבך המרכזי בהרשעתו של הנאשם היא עדותה האמינה והמשכנעת של המתלוננת, כשאליה מצטרפות ראיות נוספות המחזקות ומעבות אותה",אמינה בגלל חיזוק חיצוני,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופט קובע כי עדות המתלוננת אמינה ומחוזקת בראיות, ללא כל התייחסות למניע להעללה או נקמנות.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי עדות המתלוננת אמינה ומחוזקת בראיות, ללא כל התייחסות למניע להעללה או נקמנות.""}"
145014,עדותה של המתלוננת היתה ארוכה ומפורטת וניתן היה להתרשם ממנה  ומאישיותה במשך השעות הרבות בהן עמדה על דוכן העדים,לא רלוונטי,"קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",False,לא_רלוונטי,,"השופט מעריך את מהימנות המתלוננת על בסיס אורך העדות והתרשמות בלתי אמצעית, ללא אזכור מניע להעללה או נקמנות.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מעריך את מהימנות המתלוננת על בסיס אורך העדות והתרשמות בלתי אמצעית, ללא אזכור מניע להעללה או נקמנות.""
}"
149705," שכן, לא מתקבל על הדעת שבחורה שבוצעו בה מעשים מיניים בניגוד לרצונה ובכפיה, פעמיים, לטענתה, תמשיך להיפגש עם מי שכפה עליה יחסים אלו, ולקיים איתו יחסי מין מרצון כאילו לא אירע דבר; והיא הנותנת – כך על פי הטענה – כי גירסתה של המתלוננת הינה שיקרית","לא אמינה כי לא עקבית, הציגה סתירות",לא רלוונטי,False,צד_מתדיין,והיא הנותנת – כך על פי הטענה – כי גירסתה של המתלוננת הינה שיקרית,הטענה כי גרסת המתלוננת שקרית מיוחסת לצד במשפט ('כך על פי הטענה') ולא נקבעת כעמדת השופט עצמו.,"```json
{
  ""invokes_myth"": false,
  ""polarity"": ""צד_מתדיין"",
  ""trigger"": ""והיא הנותנת – כך על פי הטענה – כי גירסתה של המתלוננת הינה שיקרית"",
  ""reason"": ""הטענה כי גרסת המתלוננת שקרית מיוחסת לצד במשפט ('כך על פי הטענה') ולא נקבעת כעמדת השופט עצמו.""
}
```"
150343, העדות של המתלוננת הייתה אותנטית ולא היה בה רצון לנקמה,"אמינה כי לא נתפסת כנקמנית, אין חשש להאשמת שווא או העללה על הנאשם","קבלת עדות המתלוננת במלואה לאור רושם חיובי, כנות ומהימנות גבוהה",True,נדחה,ולא היה בה רצון לנקמה,השופט שולל מניע נקמה כחלק מקביעת האמינות.,"{
  ""invokes_myth"": true,
  ""polarity"": ""נדחה"",
  ""trigger"": ""ולא היה בה רצון לנקמה"",
  ""reason"": ""השופט שולל מניע נקמה כחלק מקביעת האמינות.""
}"
150562,"בהיות עדות המתלוננת עדות יחידה, כרסום זה מתווסף לתהיות שעלו בעדותה לגבי נ/5, ואלה הביאו אותי למסקנה שלא ניתן לבסס ממצאים מרשיעים על יסוד עדותה היחידה של המתלוננת לגבי העבירות המיוחסות לנאשם 2","עדות עם בעיות (למשל מעוררת תמיהות וספקות, או עדות יחידה לא מספקת) – יש פגמים ולכן ההכרעה היא כנגד הנפגעת",דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,False,לא_רלוונטי,,"השופט קובע שלא ניתן להרשיע על סמך עדותה היחידה של המתלוננת בשל תהיות וכרסום בגרסתה, ללא התייחסות למניע להעללה, נקמה או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע שלא ניתן להרשיע על סמך עדותה היחידה של המתלוננת בשל תהיות וכרסום בגרסתה, ללא התייחסות למניע להעללה, נקמה או תלונת שווא.""
}"
782125,"לאחר שהגעתי למסקנה כי גרסת המתלוננת אמינה וכבדת משקל היא, על החיזוקים הרבים להם זוכה גירסתה כפי שפורט לעיל, לא אפטור עצמי מלהעריך,  לעומתה,  את מהימנותה ומשקלה של גרסת הנאשם,  ולהציבה מן העבר השני של כפות המאזניים",לא רלוונטי,קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופט קובע כי גרסת המתלוננת אמינה ומחוזקת ללא כל התייחסות למניע להעליל, נקמנות או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי גרסת המתלוננת אמינה ומחוזקת ללא כל התייחסות למניע להעליל, נקמנות או תלונת שווא.""
}"
790341,עדות המתלוננת אלמונית 13,לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"המשפט רק מציין את עדות המתלוננת ללא כל התייחסות למניע להעללה, נקמה או אמינותה בהקשר זה.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט רק מציין את עדות המתלוננת ללא כל התייחסות למניע להעללה, נקמה או אמינותה בהקשר זה.""
}"
846833,"מאידך, גרסת המתלוננת בעדותה בבית המשפט שונה כאמור לחלוטין","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט מצביע על שוני בגרסאות המתלוננת ללא התייחסות למניע להעללה, נקמה או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מצביע על שוני בגרסאות המתלוננת ללא התייחסות למניע להעללה, נקמה או תלונת שווא.""
}"
847256,"מאחר שבמשפט פלילי אנו עוסקים, מתחייבת הכרעה ביניהן מעבר לכל ספק סביר, כשהמשמעות היא קבלת העדות האחת באופן מלא, לפחות לגבי האירועים הקונקרטיים, ודחיית הגרסה שמנגד באופן שלא יתעורר כל ספק סביר מכוחה, ואין די בקביעה כי עדות המתלונן סבירה ומסתברת יותר מעדות הנאשם","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",לא רלוונטי,False,לא_רלוונטי,,"השופט דן בנטל ההוכחה הנדרש במשפט פלילי ובצורך בהכרעה מעבר לכל ספק סביר, ללא התייחסות למניע להעליל או לחשש מפני תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט דן בנטל ההוכחה הנדרש במשפט פלילי ובצורך בהכרעה מעבר לכל ספק סביר, ללא התייחסות למניע להעליל או לחשש מפני תלונת שווא.""
}"
825694,לאחר מכן תשאל השאלה האם אמינה גרסת המתלוננת והאם אכן בוצעו בה עבירות מין קשות,עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט,לא רלוונטי,False,לא_רלוונטי,,"השופט מעלה שאלה משפטית סטנדרטית לגבי מהימנות הגרסה, ללא אזכור של מניע להעללה, נקמנות או תלונת שווא.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט מעלה שאלה משפטית סטנדרטית לגבי מהימנות הגרסה, ללא אזכור של מניע להעללה, נקמנות או תלונת שווא.""}"
828247,"השנייה - שגרסת המתלוננת אינה הגיונית גם בשל כך שלא מתקבל על הדעת שהנאשם חשף בפניה, לכאורה, את איבר מינו והכריח אותה לבצע בו מין אוראלי, והכול בחניון של קניון הראל, וזאת כאשר בהיותם בעין חמד הנאשם נבהל מאד מרכב שעבר במקרה במקום",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"המשפט עוסק בניתוח ההיגיון הפנימי והסבירות של גרסת המתלוננת לגבי נסיבות האירוע, ללא התייחסות למניע להעליל או להגשת תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט עוסק בניתוח ההיגיון הפנימי והסבירות של גרסת המתלוננת לגבי נסיבות האירוע, ללא התייחסות למניע להעליל או להגשת תלונת שווא.""
}"
846886," באשר לטענה שלו אכן היתה גרסת המתלוננת נכונה היא היתה נמנעת מלעלות שוב לאוטובוס, הרי ניתן לומר שאכן בנסיבות רגילות העובדה שעלתה שוב לאוטובוס לאחר האירוע, מעלה תמיהות","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט מתייחס לתמיהות העולות מהתנהגות המתלוננת לאחר האירוע, ללא אזכור של מניע לבדיית תלונה, נקמנות או האשמת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מתייחס לתמיהות העולות מהתנהגות המתלוננת לאחר האירוע, ללא אזכור של מניע לבדיית תלונה, נקמנות או האשמת שווא.""
}
```"
886818," יש להוסיף עוד, כי עדות המתלוננת בנקודה זו ברורה לחלוטין",לא רלוונטי,"קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",False,לא_רלוונטי,,"השופט קובע כי עדות המתלוננת ברורה, ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי עדות המתלוננת ברורה, ללא כל התייחסות למניע להעללה, נקמה או תלונת שווא.""
}"
884648," גירסת הקטינה, כי לא ניתן היה להוריד את מכנסיה, בלי לפתוח את הכפתור ואת הרוכסן, סבירה ביותר, נוכח המכנסיים בעלי הגיזרה הנמוכה שהיא לבשה, אלה הנראים בתמונות ת/15","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל",קבלת גרסת המתלוננת בהיותה עדות מהימנה הנתמכת בראיות סיוע וחיזוקים,False,לא_רלוונטי,,"השופט מעריך את סבירות גרסת המתלוננת על בסיס ראיות פיזיות (מכנסיים), ללא התייחסות למניע להעללה או נקמנות.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מעריך את סבירות גרסת המתלוננת על בסיס ראיות פיזיות (מכנסיים), ללא התייחסות למניע להעללה או נקמנות.""
}
```"
945132,"עדות המתלוננת אינה עקבית ואחידה, שכן מסקירת עדויותיה, מתגלית המתלוננת כעדה שהאמת אינה נר לרגליה","אמינה למרות שיש בעיות (למשל, עדות יחידה ובכל זאת מספקת) – יש פגמים אבל ההכרעה היא לטובת הנפגעת",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט פוסל את מהימנות המתלוננת בשל חוסר עקביות ושקרים, ללא התייחסות למניע של נקמה, העללה או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט פוסל את מהימנות המתלוננת בשל חוסר עקביות ושקרים, ללא התייחסות למניע של נקמה, העללה או תלונת שווא.""
}"
945150,גרסת המתלוננת שונה גם לגבי זהות הנהג ברכב בדרך לעזריה,"אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"המשפט עוסק בסתירה או שוני בגרסת המתלוננת לגבי פרט עובדתי, ללא התייחסות למניע להעללה, נקמנות או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט עוסק בסתירה או שוני בגרסת המתלוננת לגבי פרט עובדתי, ללא התייחסות למניע להעללה, נקמנות או תלונת שווא.""
}"
935603,"דיון בראיות הישירות: אקדים ואומר - נמצא לי, שעדות המתלוננת אמינה וראויה למתן משקל רב, וכי, שטחה בפנינו  את אשר אירע לה באמת ובתמים: סאגה של פגיעה מינית בה, ואלימות אחרת, מצד אביה- הנאשם, לאורך שנים ארוכות","עוסק בעמדת הצדדים בנוגע להערכת המהימנות ולא עמדת השופט, הלכות כלליות בנוגע להערכת מהימנות, לא נוגע להערכה מהימנות כלל","קבלת עדות המתלוננת לאור תיאור מפורט, אותנטי וברור של מסכת האירועים",False,לא_רלוונטי,,"השופט קובע כי עדות המתלוננת אמינה וראויה למשקל רב ללא כל התייחסות למניע להעליל, נקמנות או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט קובע כי עדות המתלוננת אמינה וראויה למשקל רב ללא כל התייחסות למניע להעליל, נקמנות או תלונת שווא.""
}"
1123060," לאחר שקילת הראיות באישום זה, ובהתמלא דרישת הסיוע כמפורט להלן, ולאחר צפייה בקלטת הוידאו ומתן משקל ראוי לעדויות הרלוונטיות ומשקבעתי כי עדות הקטינה אמינה ועדיפה על פני זו של הנאשם, אני מרשיע את הנאשם בעבירה כמתואר באישום זה",לא רלוונטי,קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"השופט קובע כי עדות הקטינה אמינה על בסיס הראיות, קלטת הווידאו ודרישת הסיוע, ללא כל התייחסות למניע להעללה או נקמנות.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""השופט קובע כי עדות הקטינה אמינה על בסיס הראיות, קלטת הווידאו ודרישת הסיוע, ללא כל התייחסות למניע להעללה או נקמנות.""}"
945208,"גרסת המתלוננת זהה לגרסת הנאשם 2, בנוגע לשלב בו עזב את עזריה ושב לדרום הארץ",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"המשפט עוסק בהתאמה בין גרסאות לגבי לוחות זמנים, ללא כל אזכור של מניע להעללה, נקמה או אמינות בהקשר של המיתוס.","{""invokes_myth"": false, ""polarity"": ""לא_רלוונטי"", ""trigger"": null, ""reason"": ""המשפט עוסק בהתאמה בין גרסאות לגבי לוחות זמנים, ללא כל אזכור של מניע להעללה, נקמה או אמינות בהקשר של המיתוס.""}"
1229756,"  לשון אחר: לטענת הנאשם,  גרסת המתלוננת, לפיה המעשים נשוא כתב האישום בוצעו בה במהלך הסיור, תוך כדי נסיעה ברכב הטומקאר – כלל איננה אפשרית מבחינה עובדתית","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי,False,לא_רלוונטי,,"המשפט מתאר את טענת הנאשם לגבי חוסר היתכנות עובדתית של גרסת המתלוננת, ללא התייחסות למניע להעליל או למיתוס האישה המעלילה.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט מתאר את טענת הנאשם לגבי חוסר היתכנות עובדתית של גרסת המתלוננת, ללא התייחסות למניע להעליל או למיתוס האישה המעלילה.""
}"
1132801," רוצה לומר, האם גרסת המתלוננת אמינה ומתוכה נוצק גרעין האמת לאשר התרחש בין כתלי הבית, או שמא, כגרסת הנאשם, מדובר בעלילת שקר דמיונית ומשוללת כל יסוד, שטוותה נגדו המתלוננת וכל תכליתה הייתה להיפרע ממנו על שנטש אותה לאנחות?",לא רלוונטי,לא רלוונטי,False,צד_מתדיין,"כגרסת הנאשם, מדובר בעלילת שקר דמיונית ומשוללת כל יסוד, שטוותה נגדו המתלוננת וכל תכליתה הייתה להיפרע ממנו על שנטש אותה לאנחות","השופט מציג את טענת העלילה והנקמנות כגרסת הנאשם בלבד במסגרת הצגת המחלוקת, ולא כקביעה או הערכה שלו.","{
  ""invokes_myth"": false,
  ""polarity"": ""צד_מתדיין"",
  ""trigger"": ""כגרסת הנאשם, מדובר בעלילת שקר דמיונית ומשוללת כל יסוד, שטוותה נגדו המתלוננת וכל תכליתה הייתה להיפרע ממנו על שנטש אותה לאנחות"",
  ""reason"": ""השופט מציג את טענת העלילה והנקמנות כגרסת הנאשם בלבד במסגרת הצגת המחלוקת, ולא כקביעה או הערכה שלו.""
}"
1342069," הסנגור ניסה להצביע על כך שגרסת המתלונן אינה אמינה, כיוון שלחדר בשירות הפסיכולוגי אין מפתח, כמו כן, העיד עד ההגנה, סגן מנהל בית הספר כי מפתח הספריה היה בחדרו של מנהל בית הספר ורק הוא או המנהל היו פותחים ונועלים את הספריה לשימושו של הנאשם","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",לא רלוונטי,False,לא_רלוונטי,,"המשפט עוסק בטענות ההגנה לגבי חוסר היתכנות פיזית של האירוע (מפתחות ומנעולים) ואינו מזכיר מניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט עוסק בטענות ההגנה לגבי חוסר היתכנות פיזית של האירוע (מפתחות ומנעולים) ואינו מזכיר מניע להעללה, נקמנות או תלונת שווא.""
}
```"
1380389,"16] טוענת כי גרסת המתלוננת שקרית, הזויה ונטולת הגיון פנימי; וכי חקירה ראויה, שלא נעשתה במקרה זה, עשויה הייתה לחשוף כי מדובר בעלילה",לא רלוונטי,לא רלוונטי,False,צד_מתדיין,עשויה הייתה לחשוף כי מדובר בעלילה,ההתייחסות לאפשרות של עלילה מובאת כטענה של אחד הצדדים ('טוענת כי...') ולא כקביעה או הערכה של השופט עצמו.,"{
  ""invokes_myth"": false,
  ""polarity"": ""צד_מתדיין"",
  ""trigger"": ""עשויה הייתה לחשוף כי מדובר בעלילה"",
  ""reason"": ""ההתייחסות לאפשרות של עלילה מובאת כטענה של אחד הצדדים ('טוענת כי...') ולא כקביעה או הערכה של השופט עצמו.""
}"
1199420,"אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה על פי דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו",לא רלוונטי,דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,False,לא_רלוונטי,,"השופט מתייחס לאי-עמידה בנטל ההוכחה הנדרש בפלילים מבלי להעלות מניע להעללה, נקמנות או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מתייחס לאי-עמידה בנטל ההוכחה הנדרש בפלילים מבלי להעלות מניע להעללה, נקמנות או תלונת שווא.""
}"
1198470,"  אמנם שיקר הנאשם בחקירותיו ובלתי אמין מצאתיו בעדותו ""הכבושה"", אך משלא שכנעה המאשימה, כפי חובתה ע""פ דין, כי גירסת המתלוננת אמינה ומהימנה מעבר לכל ספק סביר, לא ניתן להרשיעו",אמינה בגלל חיזוק חיצוני,דחיית הרשעה על בסיס עדות יחידה של המתלוננת בהעדר ראיות סיוע,False,לא_רלוונטי,,"השופט מתייחס לאי-עמידה בנטל ההוכחה ובחינת מהימנות כללית, ללא אזכור מניע להעללה, נקמה או תלונת שווא.","{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מתייחס לאי-עמידה בנטל ההוכחה ובחינת מהימנות כללית, ללא אזכור מניע להעללה, נקמה או תלונת שווא.""
}"
1569893," אמנם, הוא ממשיך ואומר שהחוקרת לא קבעה שעדות הילדה באירוע הים לא מהימנה, ולכן ניתן להרשיעה",לא רלוונטי,לא רלוונטי,False,לא_רלוונטי,,"המשפט דן בהערכת מהימנות כללית של עדות הילדה על ידי חוקרת הילדים, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט דן בהערכת מהימנות כללית של עדות הילדה על ידי חוקרת הילדים, ללא כל התייחסות למניע להעללה, נקמנות או תלונת שווא.""
}
```"
1526107,"עדות הקטינה 3 כי הנאשם נגע בישבנה ובאיבר מינה במהלך השיעורים, בנוכחות ההורים וילדים נוספים, אינה סבירה בלשון המעטה",אמינה בגלל שהנאשם לא אמין,דחיית עדות המתלוננת עקב חוסר עקביות וסתירות מהותיות בגרסתה,False,לא_רלוונטי,,"השופט מעריך את סבירות גרסת הקטינה על בסיס נסיבות האירוע הנטען (נוכחות הורים ואחרים), ללא התייחסות למניע שקרי, נקמנות או העללה.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""השופט מעריך את סבירות גרסת הקטינה על בסיס נסיבות האירוע הנטען (נוכחות הורים ואחרים), ללא התייחסות למניע שקרי, נקמנות או העללה.""
}
```"
1569905," באשר לאירוע במקלחת, מעידה החוקרת וקובעת בגיליון הערכת מהימנות  מיום 28/10/99 (ת/10), שעדות הילדה מהימנה","אמינה כי בהירה, פשוטה, עקבית, אותנטית, ללא הגזמה",קבלת עדות הקטינה כעדות אמת מהימנה המגובה בהתרשמות חוקרת הילדים,False,לא_רלוונטי,,"המשפט מתאר את קביעת חוקרת הילדים לגבי מהימנות עדות הילדה, ללא כל אזכור של מניע להעללה, נקמנות או חשש מתלונת שווא.","```json
{
  ""invokes_myth"": false,
  ""polarity"": ""לא_רלוונטי"",
  ""trigger"": null,
  ""reason"": ""המשפט מתאר את קביעת חוקרת הילדים לגבי מהימנות עדות הילדה, ללא כל אזכור של מניע להעללה, נקמנות או חשש מתלונת שווא.""
}
```"
